"Time","Total"
2022-04-18 17:15:00,2
2022-04-18 17:15:15,2
2022-04-18 17:15:30,2
2022-04-18 17:15:45,2
2022-04-18 17:16:00,2
2022-04-18 17:16:15,2
2022-04-18 17:16:30,2
2022-04-18 17:16:45,2
2022-04-18 17:17:00,2
2022-04-18 17:17:15,2
2022-04-18 17:17:30,2
2022-04-18 17:17:45,2
2022-04-18 17:18:00,2
2022-04-18 17:18:15,2
2022-04-18 17:18:30,2
2022-04-18 17:18:45,2
2022-04-18 17:19:00,2
2022-04-18 17:19:15,2
2022-04-18 17:19:30,2
2022-04-18 17:19:45,2
2022-04-18 17:20:00,2
2022-04-18 17:20:15,2
2022-04-18 17:20:30,2
2022-04-18 17:20:45,2
2022-04-18 17:21:00,2
2022-04-18 17:21:15,2
2022-04-18 17:21:30,2
2022-04-18 17:21:45,2
2022-04-18 17:22:00,2
2022-04-18 17:22:15,2
2022-04-18 17:22:30,2
2022-04-18 17:22:45,2
2022-04-18 17:23:00,2
2022-04-18 17:23:15,2
2022-04-18 17:23:30,2
2022-04-18 17:23:45,2
2022-04-18 17:24:00,2
2022-04-18 17:24:15,2
2022-04-18 17:24:30,2
2022-04-18 17:24:45,2
2022-04-18 17:25:00,2
2022-04-18 17:25:15,2
2022-04-18 17:25:30,2
2022-04-18 17:25:45,2
2022-04-18 17:26:00,2
2022-04-18 17:26:15,2
2022-04-18 17:26:30,2
2022-04-18 17:26:45,2
2022-04-18 17:27:00,2
2022-04-18 17:27:15,2
2022-04-18 17:27:30,2
2022-04-18 17:27:45,2
2022-04-18 17:28:00,2
2022-04-18 17:28:15,2
2022-04-18 17:28:30,2
2022-04-18 17:28:45,2
2022-04-18 17:29:00,2
2022-04-18 17:29:15,2
2022-04-18 17:29:30,2
2022-04-18 17:29:45,2
2022-04-18 17:30:00,2
2022-04-18 17:30:15,2
2022-04-18 17:30:30,2
2022-04-18 17:30:45,2
2022-04-18 17:31:00,2
2022-04-18 17:31:15,2
2022-04-18 17:31:30,2
2022-04-18 17:31:45,2
2022-04-18 17:32:00,2
2022-04-18 17:32:15,2
2022-04-18 17:32:30,2
2022-04-18 17:32:45,2
2022-04-18 17:33:00,2
2022-04-18 17:33:15,2
2022-04-18 17:33:30,2
2022-04-18 17:33:45,2
2022-04-18 17:34:00,2
2022-04-18 17:34:15,2
2022-04-18 17:34:30,2
2022-04-18 17:34:45,2
2022-04-18 17:35:00,2
2022-04-18 17:35:15,2
2022-04-18 17:35:30,2
2022-04-18 17:35:45,2
2022-04-18 17:36:00,2
2022-04-18 17:36:15,2
2022-04-18 17:36:30,2
2022-04-18 17:36:45,2
2022-04-18 17:37:00,2
2022-04-18 17:37:15,2
2022-04-18 17:37:30,2
2022-04-18 17:37:45,2
2022-04-18 17:38:00,2
2022-04-18 17:38:15,2
2022-04-18 17:38:30,2
2022-04-18 17:38:45,2
2022-04-18 17:39:00,2
2022-04-18 17:39:15,2
2022-04-18 17:39:30,2
2022-04-18 17:39:45,2
2022-04-18 17:40:00,2
2022-04-18 17:40:15,2
2022-04-18 17:40:30,2
2022-04-18 17:40:45,2
2022-04-18 17:41:00,2
2022-04-18 17:41:15,2
2022-04-18 17:41:30,2
2022-04-18 17:41:45,2
2022-04-18 17:42:00,2
2022-04-18 17:42:15,2
2022-04-18 17:42:30,2
2022-04-18 17:42:45,2
2022-04-18 17:43:00,2
2022-04-18 17:43:15,2
2022-04-18 17:43:30,2
2022-04-18 17:43:45,2
2022-04-18 17:44:00,2

