"Time","Average"
2022-04-18 17:15:00,19.6
2022-04-18 17:15:15,19.4
2022-04-18 17:15:30,19.4
2022-04-18 17:15:45,20.3
2022-04-18 17:16:00,20.3
2022-04-18 17:16:15,28.3
2022-04-18 17:16:30,28.3
2022-04-18 17:16:45,15.1
2022-04-18 17:17:00,15.1
2022-04-18 17:17:15,25.6
2022-04-18 17:17:30,25.6
2022-04-18 17:17:45,16.0
2022-04-18 17:18:00,16.0
2022-04-18 17:18:15,20.3
2022-04-18 17:18:30,20.3
2022-04-18 17:18:45,14.6
2022-04-18 17:19:00,14.6
2022-04-18 17:19:15,20.8
2022-04-18 17:19:30,20.8
2022-04-18 17:19:45,23.7
2022-04-18 17:20:00,23.7
2022-04-18 17:20:15,22.4
2022-04-18 17:20:30,22.4
2022-04-18 17:20:45,17.3
2022-04-18 17:21:00,17.3
2022-04-18 17:21:15,21.0
2022-04-18 17:21:30,21.0
2022-04-18 17:21:45,25.3
2022-04-18 17:22:00,25.3
2022-04-18 17:22:15,25.5
2022-04-18 17:22:30,25.5
2022-04-18 17:22:45,17.5
2022-04-18 17:23:00,17.5
2022-04-18 17:23:15,27.3
2022-04-18 17:23:30,27.3
2022-04-18 17:23:45,20.6
2022-04-18 17:24:00,20.6
2022-04-18 17:24:15,25.0
2022-04-18 17:24:30,25.0
2022-04-18 17:24:45,15.4
2022-04-18 17:25:00,15.4
2022-04-18 17:25:15,29.6
2022-04-18 17:25:30,29.6
2022-04-18 17:25:45,20.2
2022-04-18 17:26:00,20.2
2022-04-18 17:26:15,23.2
2022-04-18 17:26:30,23.2
2022-04-18 17:26:45,19.1
2022-04-18 17:27:00,19.1
2022-04-18 17:27:15,28.3
2022-04-18 17:27:30,28.3
2022-04-18 17:27:45,21.0
2022-04-18 17:28:00,21.0
2022-04-18 17:28:15,29.5
2022-04-18 17:28:30,29.5
2022-04-18 17:28:45,20.8
2022-04-18 17:29:00,20.8
2022-04-18 17:29:15,29.7
2022-04-18 17:29:30,29.7
2022-04-18 17:29:45,20.6
2022-04-18 17:30:00,20.6
2022-04-18 17:30:15,18.5
2022-04-18 17:30:30,18.5
2022-04-18 17:30:45,23.6
2022-04-18 17:31:00,23.6
2022-04-18 17:31:15,24.7
2022-04-18 17:31:30,24.7
2022-04-18 17:31:45,21.3
2022-04-18 17:32:00,21.3
2022-04-18 17:32:15,18.3
2022-04-18 17:32:30,18.3
2022-04-18 17:32:45,32.0
2022-04-18 17:33:00,32.0
2022-04-18 17:33:15,29.5
2022-04-18 17:33:30,29.5
2022-04-18 17:33:45,17.8
2022-04-18 17:34:00,17.8
2022-04-18 17:34:15,16.9
2022-04-18 17:34:30,16.9
2022-04-18 17:34:45,17.9
2022-04-18 17:35:00,17.9
2022-04-18 17:35:15,31.8
2022-04-18 17:35:30,31.8
2022-04-18 17:35:45,23.7
2022-04-18 17:36:00,23.7
2022-04-18 17:36:15,14.9
2022-04-18 17:36:30,14.9
2022-04-18 17:36:45,32.7
2022-04-18 17:37:00,32.7
2022-04-18 17:37:15,22.3
2022-04-18 17:37:30,22.3
2022-04-18 17:37:45,26.6
2022-04-18 17:38:00,26.6
2022-04-18 17:38:15,28.4
2022-04-18 17:38:30,28.4
2022-04-18 17:38:45,28.7
2022-04-18 17:39:00,28.7
2022-04-18 17:39:15,22.7
2022-04-18 17:39:30,22.7
2022-04-18 17:39:45,29.2
2022-04-18 17:40:00,29.2
2022-04-18 17:40:15,21.4
2022-04-18 17:40:30,21.4
2022-04-18 17:40:45,26.4
2022-04-18 17:41:00,26.4
2022-04-18 17:41:15,29.1
2022-04-18 17:41:30,29.1
2022-04-18 17:41:45,24.9
2022-04-18 17:42:00,24.9
2022-04-18 17:42:15,27.4
2022-04-18 17:42:30,27.4
2022-04-18 17:42:45,29.2
2022-04-18 17:43:00,29.2
2022-04-18 17:43:15,20.7
2022-04-18 17:43:30,20.7
2022-04-18 17:43:45,27.3
2022-04-18 17:44:00,27.3

