"Time","Total"
2022-04-19 16:35:30,3
2022-04-19 16:35:45,3
2022-04-19 16:36:00,3
2022-04-19 16:36:15,3
2022-04-19 16:36:30,3
2022-04-19 16:36:45,3
2022-04-19 16:37:00,3
2022-04-19 16:37:15,3
2022-04-19 16:37:30,3
2022-04-19 16:37:45,3
2022-04-19 16:38:00,3
2022-04-19 16:38:15,3
2022-04-19 16:38:30,3
2022-04-19 16:38:45,3
2022-04-19 16:39:00,3
2022-04-19 16:39:15,3
2022-04-19 16:39:30,3
2022-04-19 16:39:45,3
2022-04-19 16:40:00,3
2022-04-19 16:40:15,3
2022-04-19 16:40:30,3
2022-04-19 16:40:45,3
2022-04-19 16:41:00,3
2022-04-19 16:41:15,3
2022-04-19 16:41:30,3
2022-04-19 16:41:45,3
2022-04-19 16:42:00,3
2022-04-19 16:42:15,3
2022-04-19 16:42:30,3
2022-04-19 16:42:45,3
2022-04-19 16:43:00,3
2022-04-19 16:43:15,3
2022-04-19 16:43:30,3
2022-04-19 16:43:45,3
2022-04-19 16:44:00,3
2022-04-19 16:44:15,3
2022-04-19 16:44:30,3
2022-04-19 16:44:45,3
2022-04-19 16:45:00,3
2022-04-19 16:45:15,3
2022-04-19 16:45:30,3
2022-04-19 16:45:45,3
2022-04-19 16:46:00,3
2022-04-19 16:46:15,3
2022-04-19 16:46:30,3
2022-04-19 16:46:45,3
2022-04-19 16:47:00,3
2022-04-19 16:47:15,3
2022-04-19 16:47:30,3
2022-04-19 16:47:45,3
2022-04-19 16:48:00,3
2022-04-19 16:48:15,3
2022-04-19 16:48:30,3
2022-04-19 16:48:45,3
2022-04-19 16:49:00,3
2022-04-19 16:49:15,3
2022-04-19 16:49:30,3
2022-04-19 16:49:45,3
2022-04-19 16:50:00,3
2022-04-19 16:50:15,3
2022-04-19 16:50:30,3
2022-04-19 16:50:45,3
2022-04-19 16:51:00,3
2022-04-19 16:51:15,3
2022-04-19 16:51:30,3
2022-04-19 16:51:45,3
2022-04-19 16:52:00,3
2022-04-19 16:52:15,3
2022-04-19 16:52:30,3
2022-04-19 16:52:45,3
2022-04-19 16:53:00,3
2022-04-19 16:53:15,3
2022-04-19 16:53:30,3
2022-04-19 16:53:45,3
2022-04-19 16:54:00,3
2022-04-19 16:54:15,3
2022-04-19 16:54:30,3
2022-04-19 16:54:45,3
2022-04-19 16:55:00,3
2022-04-19 16:55:15,3
2022-04-19 16:55:30,3
2022-04-19 16:55:45,3
2022-04-19 16:56:00,3
2022-04-19 16:56:15,3
2022-04-19 16:56:30,3
2022-04-19 16:56:45,3
2022-04-19 16:57:00,3
2022-04-19 16:57:15,3
2022-04-19 16:57:30,3
2022-04-19 16:57:45,3
2022-04-19 16:58:00,3
2022-04-19 16:58:15,3
2022-04-19 16:58:30,3
2022-04-19 16:58:45,3
2022-04-19 16:59:00,3
2022-04-19 16:59:15,3
2022-04-19 16:59:30,3
2022-04-19 16:59:45,3
2022-04-19 17:00:00,3
2022-04-19 17:00:15,3
2022-04-19 17:00:30,3
2022-04-19 17:00:45,3
2022-04-19 17:01:00,3
2022-04-19 17:01:15,3
2022-04-19 17:01:30,3
2022-04-19 17:01:45,3
2022-04-19 17:02:00,3
2022-04-19 17:02:15,3
2022-04-19 17:02:30,3
2022-04-19 17:02:45,3
2022-04-19 17:03:00,3
2022-04-19 17:03:15,3
2022-04-19 17:03:30,3
2022-04-19 17:03:45,3
2022-04-19 17:04:00,3
2022-04-19 17:04:15,3
2022-04-19 17:04:30,3

