"Time","Total requests"
2022-04-19 16:35:30,107
2022-04-19 16:35:45,114
2022-04-19 16:36:00,115
2022-04-19 16:36:15,109
2022-04-19 16:36:30,102
2022-04-19 16:36:45,111
2022-04-19 16:37:00,127
2022-04-19 16:37:15,122
2022-04-19 16:37:30,112
2022-04-19 16:37:45,113
2022-04-19 16:38:00,117
2022-04-19 16:38:15,102
2022-04-19 16:38:30,107
2022-04-19 16:38:45,126
2022-04-19 16:39:00,116
2022-04-19 16:39:15,111
2022-04-19 16:39:30,102
2022-04-19 16:39:45,99
2022-04-19 16:40:00,94
2022-04-19 16:40:15,114
2022-04-19 16:40:30,133
2022-04-19 16:40:45,101
2022-04-19 16:41:00,102
2022-04-19 16:41:15,122
2022-04-19 16:41:30,110
2022-04-19 16:41:45,101
2022-04-19 16:42:00,107
2022-04-19 16:42:15,97
2022-04-19 16:42:30,98
2022-04-19 16:42:45,110
2022-04-19 16:43:00,118
2022-04-19 16:43:15,100
2022-04-19 16:43:30,110
2022-04-19 16:43:45,111
2022-04-19 16:44:00,117
2022-04-19 16:44:15,131
2022-04-19 16:44:30,129
2022-04-19 16:44:45,109
2022-04-19 16:45:00,103
2022-04-19 16:45:15,114
2022-04-19 16:45:30,115
2022-04-19 16:45:45,118
2022-04-19 16:46:00,122
2022-04-19 16:46:15,123
2022-04-19 16:46:30,113
2022-04-19 16:46:45,116
2022-04-19 16:47:00,136
2022-04-19 16:47:15,133
2022-04-19 16:47:30,99
2022-04-19 16:47:45,108
2022-04-19 16:48:00,112
2022-04-19 16:48:15,102
2022-04-19 16:48:30,122
2022-04-19 16:48:45,125
2022-04-19 16:49:00,130
2022-04-19 16:49:15,124
2022-04-19 16:49:30,106
2022-04-19 16:49:45,110
2022-04-19 16:50:00,125
2022-04-19 16:50:15,124
2022-04-19 16:50:30,123
2022-04-19 16:50:45,115
2022-04-19 16:51:00,107
2022-04-19 16:51:15,109
2022-04-19 16:51:30,119
2022-04-19 16:51:45,134
2022-04-19 16:52:00,110
2022-04-19 16:52:15,109
2022-04-19 16:52:30,119
2022-04-19 16:52:45,119
2022-04-19 16:53:00,124
2022-04-19 16:53:15,124
2022-04-19 16:53:30,106
2022-04-19 16:53:45,122
2022-04-19 16:54:00,122
2022-04-19 16:54:15,89
2022-04-19 16:54:30,108
2022-04-19 16:54:45,116
2022-04-19 16:55:00,108
2022-04-19 16:55:15,102
2022-04-19 16:55:30,99
2022-04-19 16:55:45,115
2022-04-19 16:56:00,132
2022-04-19 16:56:15,116
2022-04-19 16:56:30,110
2022-04-19 16:56:45,112
2022-04-19 16:57:00,119
2022-04-19 16:57:15,132
2022-04-19 16:57:30,128
2022-04-19 16:57:45,113
2022-04-19 16:58:00,106
2022-04-19 16:58:15,113
2022-04-19 16:58:30,122
2022-04-19 16:58:45,115
2022-04-19 16:59:00,106
2022-04-19 16:59:15,109
2022-04-19 16:59:30,101
2022-04-19 16:59:45,103
2022-04-19 17:00:00,127
2022-04-19 17:00:15,132
2022-04-19 17:00:30,119
2022-04-19 17:00:45,112
2022-04-19 17:01:00,114
2022-04-19 17:01:15,106
2022-04-19 17:01:30,101
2022-04-19 17:01:45,116
2022-04-19 17:02:00,119
2022-04-19 17:02:15,116
2022-04-19 17:02:30,109
2022-04-19 17:02:45,105
2022-04-19 17:03:00,109
2022-04-19 17:03:15,112
2022-04-19 17:03:30,120
2022-04-19 17:03:45,129
2022-04-19 17:04:00,101
2022-04-19 17:04:15,113
2022-04-19 17:04:30,131

