"Time","Total"
2022-04-19 13:24:00,2
2022-04-19 13:24:15,2
2022-04-19 13:24:30,2
2022-04-19 13:24:45,2
2022-04-19 13:25:00,2
2022-04-19 13:25:15,2
2022-04-19 13:25:30,2
2022-04-19 13:25:45,2
2022-04-19 13:26:00,2
2022-04-19 13:26:15,2
2022-04-19 13:26:30,2
2022-04-19 13:26:45,2
2022-04-19 13:27:00,2
2022-04-19 13:27:15,2
2022-04-19 13:27:30,2
2022-04-19 13:27:45,2
2022-04-19 13:28:00,2
2022-04-19 13:28:15,2
2022-04-19 13:28:30,2
2022-04-19 13:28:45,2
2022-04-19 13:29:00,2
2022-04-19 13:29:15,2
2022-04-19 13:29:30,2
2022-04-19 13:29:45,2
2022-04-19 13:30:00,2
2022-04-19 13:30:15,2
2022-04-19 13:30:30,2
2022-04-19 13:30:45,2
2022-04-19 13:31:00,2
2022-04-19 13:31:15,2
2022-04-19 13:31:30,2
2022-04-19 13:31:45,2
2022-04-19 13:32:00,2
2022-04-19 13:32:15,2
2022-04-19 13:32:30,2
2022-04-19 13:32:45,2
2022-04-19 13:33:00,2
2022-04-19 13:33:15,2
2022-04-19 13:33:30,2
2022-04-19 13:33:45,2
2022-04-19 13:34:00,2
2022-04-19 13:34:15,2
2022-04-19 13:34:30,2
2022-04-19 13:34:45,2
2022-04-19 13:35:00,2
2022-04-19 13:35:15,2
2022-04-19 13:35:30,2
2022-04-19 13:35:45,2
2022-04-19 13:36:00,2
2022-04-19 13:36:15,2
2022-04-19 13:36:30,2
2022-04-19 13:36:45,2
2022-04-19 13:37:00,2
2022-04-19 13:37:15,2
2022-04-19 13:37:30,2
2022-04-19 13:37:45,2
2022-04-19 13:38:00,2
2022-04-19 13:38:15,2
2022-04-19 13:38:30,2
2022-04-19 13:38:45,2
2022-04-19 13:39:00,2
2022-04-19 13:39:15,2
2022-04-19 13:39:30,2
2022-04-19 13:39:45,2
2022-04-19 13:40:00,2
2022-04-19 13:40:15,2
2022-04-19 13:40:30,2
2022-04-19 13:40:45,2
2022-04-19 13:41:00,2
2022-04-19 13:41:15,2
2022-04-19 13:41:30,2
2022-04-19 13:41:45,2
2022-04-19 13:42:00,2
2022-04-19 13:42:15,2
2022-04-19 13:42:30,2
2022-04-19 13:42:45,2
2022-04-19 13:43:00,2
2022-04-19 13:43:15,2
2022-04-19 13:43:30,2
2022-04-19 13:43:45,2
2022-04-19 13:44:00,2
2022-04-19 13:44:15,2
2022-04-19 13:44:30,2
2022-04-19 13:44:45,2
2022-04-19 13:45:00,2
2022-04-19 13:45:15,2
2022-04-19 13:45:30,2
2022-04-19 13:45:45,2
2022-04-19 13:46:00,2
2022-04-19 13:46:15,2
2022-04-19 13:46:30,2
2022-04-19 13:46:45,2
2022-04-19 13:47:00,2
2022-04-19 13:47:15,2
2022-04-19 13:47:30,2
2022-04-19 13:47:45,2
2022-04-19 13:48:00,2
2022-04-19 13:48:15,2
2022-04-19 13:48:30,2
2022-04-19 13:48:45,2
2022-04-19 13:49:00,2
2022-04-19 13:49:15,2
2022-04-19 13:49:30,2
2022-04-19 13:49:45,2
2022-04-19 13:50:00,2
2022-04-19 13:50:15,2
2022-04-19 13:50:30,2
2022-04-19 13:50:45,2
2022-04-19 13:51:00,2
2022-04-19 13:51:15,2
2022-04-19 13:51:30,2
2022-04-19 13:51:45,2
2022-04-19 13:52:00,2
2022-04-19 13:52:15,2
2022-04-19 13:52:30,2
2022-04-19 13:52:45,2
2022-04-19 13:53:00,2

