"Time","Total requests"
2022-04-19 13:24:00,86
2022-04-19 13:24:15,86
2022-04-19 13:24:30,80
2022-04-19 13:24:45,91
2022-04-19 13:25:00,104
2022-04-19 13:25:15,104
2022-04-19 13:25:30,111
2022-04-19 13:25:45,104
2022-04-19 13:26:00,85
2022-04-19 13:26:15,87
2022-04-19 13:26:30,87
2022-04-19 13:26:45,70
2022-04-19 13:27:00,63
2022-04-19 13:27:15,77
2022-04-19 13:27:30,97
2022-04-19 13:27:45,115
2022-04-19 13:28:00,98
2022-04-19 13:28:15,85
2022-04-19 13:28:30,90
2022-04-19 13:28:45,82
2022-04-19 13:29:00,71
2022-04-19 13:29:15,73
2022-04-19 13:29:30,62
2022-04-19 13:29:45,70
2022-04-19 13:30:00,97
2022-04-19 13:30:15,110
2022-04-19 13:30:30,94
2022-04-19 13:30:45,95
2022-04-19 13:31:00,95
2022-04-19 13:31:15,94
2022-04-19 13:31:30,102
2022-04-19 13:31:45,102
2022-04-19 13:32:00,92
2022-04-19 13:32:15,69
2022-04-19 13:32:30,71
2022-04-19 13:32:45,89
2022-04-19 13:33:00,92
2022-04-19 13:33:15,97
2022-04-19 13:33:30,101
2022-04-19 13:33:45,91
2022-04-19 13:34:00,109
2022-04-19 13:34:15,115
2022-04-19 13:34:30,80
2022-04-19 13:34:45,66
2022-04-19 13:35:00,81
2022-04-19 13:35:15,94
2022-04-19 13:35:30,95
2022-04-19 13:35:45,83
2022-04-19 13:36:00,88
2022-04-19 13:36:15,93
2022-04-19 13:36:30,99
2022-04-19 13:36:45,95
2022-04-19 13:37:00,91
2022-04-19 13:37:15,108
2022-04-19 13:37:30,109
2022-04-19 13:37:45,86
2022-04-19 13:38:00,94
2022-04-19 13:38:15,112
2022-04-19 13:38:30,106
2022-04-19 13:38:45,97
2022-04-19 13:39:00,103
2022-04-19 13:39:15,94
2022-04-19 13:39:30,99
2022-04-19 13:39:45,96
2022-04-19 13:40:00,82
2022-04-19 13:40:15,96
2022-04-19 13:40:30,78
2022-04-19 13:40:45,71
2022-04-19 13:41:00,80
2022-04-19 13:41:15,87
2022-04-19 13:41:30,99
2022-04-19 13:41:45,93
2022-04-19 13:42:00,78
2022-04-19 13:42:15,89
2022-04-19 13:42:30,96
2022-04-19 13:42:45,100
2022-04-19 13:43:00,99
2022-04-19 13:43:15,96
2022-04-19 13:43:30,102
2022-04-19 13:43:45,96
2022-04-19 13:44:00,88
2022-04-19 13:44:15,93
2022-04-19 13:44:30,104
2022-04-19 13:44:45,103
2022-04-19 13:45:00,87
2022-04-19 13:45:15,80
2022-04-19 13:45:30,71
2022-04-19 13:45:45,74
2022-04-19 13:46:00,93
2022-04-19 13:46:15,96
2022-04-19 13:46:30,86
2022-04-19 13:46:45,93
2022-04-19 13:47:00,76
2022-04-19 13:47:15,76
2022-04-19 13:47:30,93
2022-04-19 13:47:45,78
2022-04-19 13:48:00,92
2022-04-19 13:48:15,100
2022-04-19 13:48:30,83
2022-04-19 13:48:45,69
2022-04-19 13:49:00,85
2022-04-19 13:49:15,89
2022-04-19 13:49:30,91
2022-04-19 13:49:45,86
2022-04-19 13:50:00,70
2022-04-19 13:50:15,85
2022-04-19 13:50:30,106
2022-04-19 13:50:45,89
2022-04-19 13:51:00,72
2022-04-19 13:51:15,81
2022-04-19 13:51:30,87
2022-04-19 13:51:45,80
2022-04-19 13:52:00,90
2022-04-19 13:52:15,101
2022-04-19 13:52:30,98
2022-04-19 13:52:45,82
2022-04-19 13:53:00,78

