"Time"," Memory Usage"
2022-04-15 18:01:00,846696448
2022-04-15 18:01:15,724889600
2022-04-15 18:01:30,724889600
2022-04-15 18:01:45,551727104
2022-04-15 18:02:00,551727104
2022-04-15 18:02:15,567828480
2022-04-15 18:02:30,567828480
2022-04-15 18:02:45,857108480
2022-04-15 18:03:00,857108480
2022-04-15 18:03:15,647954432
2022-04-15 18:03:30,647954432
2022-04-15 18:03:45,590524416
2022-04-15 18:04:00,590524416
2022-04-15 18:04:15,712794112
2022-04-15 18:04:30,712794112
2022-04-15 18:04:45,881143808
2022-04-15 18:05:00,881143808
2022-04-15 18:05:15,842952704
2022-04-15 18:05:30,842952704
2022-04-15 18:05:45,536600576
2022-04-15 18:06:00,536600576
2022-04-15 18:06:15,505737216
2022-04-15 18:06:30,505737216
2022-04-15 18:06:45,852156416
2022-04-15 18:07:00,852156416
2022-04-15 18:07:15,736296960
2022-04-15 18:07:30,736296960
2022-04-15 18:07:45,712040448
2022-04-15 18:08:00,712040448
2022-04-15 18:08:15,887746560
2022-04-15 18:08:30,887746560
2022-04-15 18:08:45,544026624
2022-04-15 18:09:00,544026624
2022-04-15 18:09:15,701227008
2022-04-15 18:09:30,701227008
2022-04-15 18:09:45,539328512
2022-04-15 18:10:00,539328512
2022-04-15 18:10:15,545808384
2022-04-15 18:10:30,545808384
2022-04-15 18:10:45,634011648
2022-04-15 18:11:00,634011648
2022-04-15 18:11:15,677134336
2022-04-15 18:11:30,677134336
2022-04-15 18:11:45,704688128
2022-04-15 18:12:00,704688128
2022-04-15 18:12:15,715980800
2022-04-15 18:12:30,715980800
2022-04-15 18:12:45,485175296
2022-04-15 18:13:00,485175296
2022-04-15 18:13:15,568672256
2022-04-15 18:13:30,568672256
2022-04-15 18:13:45,624713728
2022-04-15 18:14:00,624713728
2022-04-15 18:14:15,944463872
2022-04-15 18:14:30,944463872
2022-04-15 18:14:45,649355264
2022-04-15 18:15:00,649355264
2022-04-15 18:15:15,788189184
2022-04-15 18:15:30,788189184
2022-04-15 18:15:45,902225920
2022-04-15 18:16:00,902225920
2022-04-15 18:16:15,863395840
2022-04-15 18:16:30,863395840
2022-04-15 18:16:45,942665728
2022-04-15 18:17:00,942665728
2022-04-15 18:17:15,1030299648
2022-04-15 18:17:30,1030299648
2022-04-15 18:17:45,1059926016
2022-04-15 18:18:00,1059926016
2022-04-15 18:18:15,602718208
2022-04-15 18:18:30,602718208
2022-04-15 18:18:45,557600768
2022-04-15 18:19:00,557600768
2022-04-15 18:19:15,440004608
2022-04-15 18:19:30,440004608
2022-04-15 18:19:45,682561536
2022-04-15 18:20:00,682561536
2022-04-15 18:20:15,811888640
2022-04-15 18:20:30,811888640
2022-04-15 18:20:45,461385728
2022-04-15 18:21:00,461385728
2022-04-15 18:21:15,454868992
2022-04-15 18:21:30,454868992
2022-04-15 18:21:45,704831488
2022-04-15 18:22:00,704831488
2022-04-15 18:22:15,599216128
2022-04-15 18:22:30,599216128
2022-04-15 18:22:45,644419584
2022-04-15 18:23:00,644419584
2022-04-15 18:23:15,658849792
2022-04-15 18:23:30,658849792
2022-04-15 18:23:45,727998464
2022-04-15 18:24:00,727998464
2022-04-15 18:24:15,566509568
2022-04-15 18:24:30,566509568
2022-04-15 18:24:45,730501120
2022-04-15 18:25:00,730501120
2022-04-15 18:25:15,784277504
2022-04-15 18:25:30,784277504
2022-04-15 18:25:45,691105792
2022-04-15 18:26:00,691105792
2022-04-15 18:26:15,755646464
2022-04-15 18:26:30,755646464
2022-04-15 18:26:45,698064896
2022-04-15 18:27:00,698064896
2022-04-15 18:27:15,824537088
2022-04-15 18:27:30,824537088
2022-04-15 18:27:45,559624192
2022-04-15 18:28:00,559624192
2022-04-15 18:28:15,641515520
2022-04-15 18:28:30,641515520
2022-04-15 18:28:45,563785728
2022-04-15 18:29:00,563785728
2022-04-15 18:29:15,815013888
2022-04-15 18:29:30,815013888
2022-04-15 18:29:45,775278592
2022-04-15 18:30:00,775278592

