"Time","Total"
2022-04-19 18:24:45,3
2022-04-19 18:25:00,3
2022-04-19 18:25:15,3
2022-04-19 18:25:30,3
2022-04-19 18:25:45,3
2022-04-19 18:26:00,3
2022-04-19 18:26:15,3
2022-04-19 18:26:30,3
2022-04-19 18:26:45,3
2022-04-19 18:27:00,3
2022-04-19 18:27:15,3
2022-04-19 18:27:30,3
2022-04-19 18:27:45,3
2022-04-19 18:28:00,3
2022-04-19 18:28:15,3
2022-04-19 18:28:30,3
2022-04-19 18:28:45,3
2022-04-19 18:29:00,3
2022-04-19 18:29:15,3
2022-04-19 18:29:30,3
2022-04-19 18:29:45,3
2022-04-19 18:30:00,3
2022-04-19 18:30:15,3
2022-04-19 18:30:30,3
2022-04-19 18:30:45,3
2022-04-19 18:31:00,3
2022-04-19 18:31:15,3
2022-04-19 18:31:30,3
2022-04-19 18:31:45,3
2022-04-19 18:32:00,3
2022-04-19 18:32:15,3
2022-04-19 18:32:30,3
2022-04-19 18:32:45,3
2022-04-19 18:33:00,3
2022-04-19 18:33:15,3
2022-04-19 18:33:30,3
2022-04-19 18:33:45,3
2022-04-19 18:34:00,3
2022-04-19 18:34:15,3
2022-04-19 18:34:30,3
2022-04-19 18:34:45,3
2022-04-19 18:35:00,3
2022-04-19 18:35:15,3
2022-04-19 18:35:30,3
2022-04-19 18:35:45,3
2022-04-19 18:36:00,3
2022-04-19 18:36:15,3
2022-04-19 18:36:30,3
2022-04-19 18:36:45,3
2022-04-19 18:37:00,3
2022-04-19 18:37:15,3
2022-04-19 18:37:30,3
2022-04-19 18:37:45,3
2022-04-19 18:38:00,3
2022-04-19 18:38:15,3
2022-04-19 18:38:30,3
2022-04-19 18:38:45,3
2022-04-19 18:39:00,3
2022-04-19 18:39:15,3
2022-04-19 18:39:30,3
2022-04-19 18:39:45,3
2022-04-19 18:40:00,3
2022-04-19 18:40:15,3
2022-04-19 18:40:30,3
2022-04-19 18:40:45,3
2022-04-19 18:41:00,3
2022-04-19 18:41:15,3
2022-04-19 18:41:30,3
2022-04-19 18:41:45,3
2022-04-19 18:42:00,3
2022-04-19 18:42:15,3
2022-04-19 18:42:30,3
2022-04-19 18:42:45,3
2022-04-19 18:43:00,3
2022-04-19 18:43:15,3
2022-04-19 18:43:30,3
2022-04-19 18:43:45,3
2022-04-19 18:44:00,3
2022-04-19 18:44:15,3
2022-04-19 18:44:30,3
2022-04-19 18:44:45,3
2022-04-19 18:45:00,3
2022-04-19 18:45:15,3
2022-04-19 18:45:30,3
2022-04-19 18:45:45,3
2022-04-19 18:46:00,3
2022-04-19 18:46:15,3
2022-04-19 18:46:30,3
2022-04-19 18:46:45,3
2022-04-19 18:47:00,3
2022-04-19 18:47:15,3
2022-04-19 18:47:30,3
2022-04-19 18:47:45,3
2022-04-19 18:48:00,3
2022-04-19 18:48:15,3
2022-04-19 18:48:30,3
2022-04-19 18:48:45,3
2022-04-19 18:49:00,3
2022-04-19 18:49:15,3
2022-04-19 18:49:30,3
2022-04-19 18:49:45,3
2022-04-19 18:50:00,3
2022-04-19 18:50:15,3
2022-04-19 18:50:30,3
2022-04-19 18:50:45,3
2022-04-19 18:51:00,3
2022-04-19 18:51:15,3
2022-04-19 18:51:30,3
2022-04-19 18:51:45,3
2022-04-19 18:52:00,3
2022-04-19 18:52:15,3
2022-04-19 18:52:30,3
2022-04-19 18:52:45,3
2022-04-19 18:53:00,3
2022-04-19 18:53:15,3
2022-04-19 18:53:30,3
2022-04-19 18:53:45,3

