"Time","Average"
2022-04-19 18:24:45,56.1
2022-04-19 18:25:00,57.8
2022-04-19 18:25:15,66.1
2022-04-19 18:25:30,66.1
2022-04-19 18:25:45,59.1
2022-04-19 18:26:00,59.1
2022-04-19 18:26:15,67.7
2022-04-19 18:26:30,67.7
2022-04-19 18:26:45,49.3
2022-04-19 18:27:00,49.3
2022-04-19 18:27:15,69.1
2022-04-19 18:27:30,69.1
2022-04-19 18:27:45,57.6
2022-04-19 18:28:00,57.6
2022-04-19 18:28:15,62.5
2022-04-19 18:28:30,62.5
2022-04-19 18:28:45,63.0
2022-04-19 18:29:00,63.0
2022-04-19 18:29:15,68.8
2022-04-19 18:29:30,68.8
2022-04-19 18:29:45,64.9
2022-04-19 18:30:00,64.9
2022-04-19 18:30:15,62.8
2022-04-19 18:30:30,62.8
2022-04-19 18:30:45,53.1
2022-04-19 18:31:00,53.1
2022-04-19 18:31:15,63.4
2022-04-19 18:31:30,63.4
2022-04-19 18:31:45,63.4
2022-04-19 18:32:00,63.4
2022-04-19 18:32:15,70.9
2022-04-19 18:32:30,70.9
2022-04-19 18:32:45,52.1
2022-04-19 18:33:00,52.1
2022-04-19 18:33:15,65.8
2022-04-19 18:33:30,65.8
2022-04-19 18:33:45,75.7
2022-04-19 18:34:00,75.7
2022-04-19 18:34:15,75.6
2022-04-19 18:34:30,75.6
2022-04-19 18:34:45,71.5
2022-04-19 18:35:00,71.5
2022-04-19 18:35:15,62.8
2022-04-19 18:35:30,62.8
2022-04-19 18:35:45,46.5
2022-04-19 18:36:00,46.5
2022-04-19 18:36:15,76.1
2022-04-19 18:36:30,76.1
2022-04-19 18:36:45,64.0
2022-04-19 18:37:00,64.0
2022-04-19 18:37:15,62.2
2022-04-19 18:37:30,62.2
2022-04-19 18:37:45,60.9
2022-04-19 18:38:00,60.9
2022-04-19 18:38:15,67.6
2022-04-19 18:38:30,67.6
2022-04-19 18:38:45,65.3
2022-04-19 18:39:00,65.3
2022-04-19 18:39:15,62.0
2022-04-19 18:39:30,62.0
2022-04-19 18:39:45,50.8
2022-04-19 18:40:00,50.8
2022-04-19 18:40:15,70.6
2022-04-19 18:40:30,70.6
2022-04-19 18:40:45,77.7
2022-04-19 18:41:00,77.7
2022-04-19 18:41:15,73.9
2022-04-19 18:41:30,73.9
2022-04-19 18:41:45,52.1
2022-04-19 18:42:00,52.1
2022-04-19 18:42:15,67.4
2022-04-19 18:42:30,67.4
2022-04-19 18:42:45,78.4
2022-04-19 18:43:00,78.4
2022-04-19 18:43:15,48.4
2022-04-19 18:43:30,48.4
2022-04-19 18:43:45,71.6
2022-04-19 18:44:00,71.6
2022-04-19 18:44:15,73.0
2022-04-19 18:44:30,73.0
2022-04-19 18:44:45,61.0
2022-04-19 18:45:00,61.0
2022-04-19 18:45:15,62.7
2022-04-19 18:45:30,62.7
2022-04-19 18:45:45,70.8
2022-04-19 18:46:00,70.8
2022-04-19 18:46:15,67.9
2022-04-19 18:46:30,67.9
2022-04-19 18:46:45,65.0
2022-04-19 18:47:00,65.0
2022-04-19 18:47:15,65.1
2022-04-19 18:47:30,65.1
2022-04-19 18:47:45,77.6
2022-04-19 18:48:00,77.6
2022-04-19 18:48:15,61.8
2022-04-19 18:48:30,61.8
2022-04-19 18:48:45,64.2
2022-04-19 18:49:00,64.2
2022-04-19 18:49:15,77.9
2022-04-19 18:49:30,77.9
2022-04-19 18:49:45,64.7
2022-04-19 18:50:00,64.7
2022-04-19 18:50:15,73.2
2022-04-19 18:50:30,73.2
2022-04-19 18:50:45,81.8
2022-04-19 18:51:00,81.8
2022-04-19 18:51:15,65.2
2022-04-19 18:51:30,65.2
2022-04-19 18:51:45,63.9
2022-04-19 18:52:00,63.9
2022-04-19 18:52:15,84.6
2022-04-19 18:52:30,84.6
2022-04-19 18:52:45,61.3
2022-04-19 18:53:00,61.3
2022-04-19 18:53:15,80.5
2022-04-19 18:53:30,80.5
2022-04-19 18:53:45,84.3

