"Time","Average"
2022-04-19 17:50:30,25.8
2022-04-19 17:50:45,23.4
2022-04-19 17:51:00,23.4
2022-04-19 17:51:15,30.1
2022-04-19 17:51:30,30.1
2022-04-19 17:51:45,24.0
2022-04-19 17:52:00,24.0
2022-04-19 17:52:15,23.1
2022-04-19 17:52:30,23.1
2022-04-19 17:52:45,24.3
2022-04-19 17:53:00,24.3
2022-04-19 17:53:15,22.6
2022-04-19 17:53:30,22.6
2022-04-19 17:53:45,22.8
2022-04-19 17:54:00,22.8
2022-04-19 17:54:15,26.6
2022-04-19 17:54:30,26.6
2022-04-19 17:54:45,20.0
2022-04-19 17:55:00,20.0
2022-04-19 17:55:15,25.0
2022-04-19 17:55:30,25.0
2022-04-19 17:55:45,22.1
2022-04-19 17:56:00,22.1
2022-04-19 17:56:15,29.1
2022-04-19 17:56:30,29.1
2022-04-19 17:56:45,23.1
2022-04-19 17:57:00,23.1
2022-04-19 17:57:15,29.3
2022-04-19 17:57:30,29.3
2022-04-19 17:57:45,17.7
2022-04-19 17:58:00,17.7
2022-04-19 17:58:15,25.5
2022-04-19 17:58:30,25.5
2022-04-19 17:58:45,20.6
2022-04-19 17:59:00,20.6
2022-04-19 17:59:15,32.3
2022-04-19 17:59:30,32.3
2022-04-19 17:59:45,24.7
2022-04-19 18:00:00,24.7
2022-04-19 18:00:15,18.2
2022-04-19 18:00:30,18.2
2022-04-19 18:00:45,24.8
2022-04-19 18:01:00,24.8
2022-04-19 18:01:15,24.4
2022-04-19 18:01:30,24.4
2022-04-19 18:01:45,22.5
2022-04-19 18:02:00,22.5
2022-04-19 18:02:15,28.8
2022-04-19 18:02:30,28.8
2022-04-19 18:02:45,17.1
2022-04-19 18:03:00,17.1
2022-04-19 18:03:15,34.2
2022-04-19 18:03:30,34.2
2022-04-19 18:03:45,28.4
2022-04-19 18:04:00,28.4
2022-04-19 18:04:15,23.3
2022-04-19 18:04:30,23.3
2022-04-19 18:04:45,24.7
2022-04-19 18:05:00,24.7
2022-04-19 18:05:15,24.2
2022-04-19 18:05:30,24.2
2022-04-19 18:05:45,26.6
2022-04-19 18:06:00,26.6
2022-04-19 18:06:15,25.6
2022-04-19 18:06:30,25.6
2022-04-19 18:06:45,15.7
2022-04-19 18:07:00,15.7
2022-04-19 18:07:15,27.8
2022-04-19 18:07:30,27.8
2022-04-19 18:07:45,22.5
2022-04-19 18:08:00,22.5
2022-04-19 18:08:15,26.7
2022-04-19 18:08:30,26.7
2022-04-19 18:08:45,29.3
2022-04-19 18:09:00,29.3
2022-04-19 18:09:15,27.4
2022-04-19 18:09:30,27.4
2022-04-19 18:09:45,27.5
2022-04-19 18:10:00,27.5
2022-04-19 18:10:15,21.1
2022-04-19 18:10:30,21.1
2022-04-19 18:10:45,36.8
2022-04-19 18:11:00,36.8
2022-04-19 18:11:15,26.4
2022-04-19 18:11:30,26.4
2022-04-19 18:11:45,23.7
2022-04-19 18:12:00,23.7
2022-04-19 18:12:15,28.9
2022-04-19 18:12:30,28.9
2022-04-19 18:12:45,25.4
2022-04-19 18:13:00,25.4
2022-04-19 18:13:15,25.3
2022-04-19 18:13:30,25.3
2022-04-19 18:13:45,28.5
2022-04-19 18:14:00,28.5
2022-04-19 18:14:15,25.8
2022-04-19 18:14:30,25.8
2022-04-19 18:14:45,28.2
2022-04-19 18:15:00,28.2
2022-04-19 18:15:15,23.5
2022-04-19 18:15:30,23.5
2022-04-19 18:15:45,29.3
2022-04-19 18:16:00,29.3
2022-04-19 18:16:15,20.7
2022-04-19 18:16:30,20.7
2022-04-19 18:16:45,28.6
2022-04-19 18:17:00,28.6
2022-04-19 18:17:15,36.9
2022-04-19 18:17:30,36.9
2022-04-19 18:17:45,28.9
2022-04-19 18:18:00,28.9
2022-04-19 18:18:15,16.8
2022-04-19 18:18:30,16.8
2022-04-19 18:18:45,31.1
2022-04-19 18:19:00,31.1
2022-04-19 18:19:15,27.9
2022-04-19 18:19:30,27.9

