"Time","Total requests"
2022-04-19 17:50:30,122
2022-04-19 17:50:45,117
2022-04-19 17:51:00,126
2022-04-19 17:51:15,130
2022-04-19 17:51:30,130
2022-04-19 17:51:45,149
2022-04-19 17:52:00,139
2022-04-19 17:52:15,110
2022-04-19 17:52:30,101
2022-04-19 17:52:45,124
2022-04-19 17:53:00,131
2022-04-19 17:53:15,113
2022-04-19 17:53:30,116
2022-04-19 17:53:45,114
2022-04-19 17:54:00,111
2022-04-19 17:54:15,120
2022-04-19 17:54:30,108
2022-04-19 17:54:45,110
2022-04-19 17:55:00,122
2022-04-19 17:55:15,130
2022-04-19 17:55:30,120
2022-04-19 17:55:45,109
2022-04-19 17:56:00,128
2022-04-19 17:56:15,133
2022-04-19 17:56:30,120
2022-04-19 17:56:45,129
2022-04-19 17:57:00,123
2022-04-19 17:57:15,115
2022-04-19 17:57:30,115
2022-04-19 17:57:45,124
2022-04-19 17:58:00,134
2022-04-19 17:58:15,123
2022-04-19 17:58:30,114
2022-04-19 17:58:45,103
2022-04-19 17:59:00,116
2022-04-19 17:59:15,119
2022-04-19 17:59:30,115
2022-04-19 17:59:45,123
2022-04-19 18:00:00,122
2022-04-19 18:00:15,115
2022-04-19 18:00:30,107
2022-04-19 18:00:45,106
2022-04-19 18:01:00,101
2022-04-19 18:01:15,106
2022-04-19 18:01:30,124
2022-04-19 18:01:45,115
2022-04-19 18:02:00,100
2022-04-19 18:02:15,112
2022-04-19 18:02:30,141
2022-04-19 18:02:45,137
2022-04-19 18:03:00,127
2022-04-19 18:03:15,130
2022-04-19 18:03:30,131
2022-04-19 18:03:45,132
2022-04-19 18:04:00,124
2022-04-19 18:04:15,116
2022-04-19 18:04:30,110
2022-04-19 18:04:45,111
2022-04-19 18:05:00,103
2022-04-19 18:05:15,121
2022-04-19 18:05:30,134
2022-04-19 18:05:45,131
2022-04-19 18:06:00,118
2022-04-19 18:06:15,102
2022-04-19 18:06:30,96
2022-04-19 18:06:45,104
2022-04-19 18:07:00,110
2022-04-19 18:07:15,111
2022-04-19 18:07:30,123
2022-04-19 18:07:45,110
2022-04-19 18:08:00,110
2022-04-19 18:08:15,131
2022-04-19 18:08:30,133
2022-04-19 18:08:45,130
2022-04-19 18:09:00,123
2022-04-19 18:09:15,129
2022-04-19 18:09:30,130
2022-04-19 18:09:45,98
2022-04-19 18:10:00,115
2022-04-19 18:10:15,133
2022-04-19 18:10:30,134
2022-04-19 18:10:45,150
2022-04-19 18:11:00,146
2022-04-19 18:11:15,136
2022-04-19 18:11:30,118
2022-04-19 18:11:45,122
2022-04-19 18:12:00,136
2022-04-19 18:12:15,101
2022-04-19 18:12:30,91
2022-04-19 18:12:45,108
2022-04-19 18:13:00,110
2022-04-19 18:13:15,108
2022-04-19 18:13:30,121
2022-04-19 18:13:45,127
2022-04-19 18:14:00,127
2022-04-19 18:14:15,119
2022-04-19 18:14:30,122
2022-04-19 18:14:45,140
2022-04-19 18:15:00,125
2022-04-19 18:15:15,97
2022-04-19 18:15:30,112
2022-04-19 18:15:45,139
2022-04-19 18:16:00,142
2022-04-19 18:16:15,125
2022-04-19 18:16:30,118
2022-04-19 18:16:45,138
2022-04-19 18:17:00,145
2022-04-19 18:17:15,123
2022-04-19 18:17:30,139
2022-04-19 18:17:45,128
2022-04-19 18:18:00,100
2022-04-19 18:18:15,101
2022-04-19 18:18:30,127
2022-04-19 18:18:45,127
2022-04-19 18:19:00,119
2022-04-19 18:19:15,113
2022-04-19 18:19:30,97

