"Time","Total"
2022-04-15 14:42:15,1
2022-04-15 14:42:30,1
2022-04-15 14:42:45,1
2022-04-15 14:43:00,1
2022-04-15 14:43:15,1
2022-04-15 14:43:30,1
2022-04-15 14:43:45,1
2022-04-15 14:44:00,1
2022-04-15 14:44:15,1
2022-04-15 14:44:30,1
2022-04-15 14:44:45,1
2022-04-15 14:45:00,1
2022-04-15 14:45:15,1
2022-04-15 14:45:30,1
2022-04-15 14:45:45,1
2022-04-15 14:46:00,1
2022-04-15 14:46:15,1
2022-04-15 14:46:30,1
2022-04-15 14:46:45,1
2022-04-15 14:47:00,1
2022-04-15 14:47:15,1
2022-04-15 14:47:30,1
2022-04-15 14:47:45,1
2022-04-15 14:48:00,1
2022-04-15 14:48:15,1
2022-04-15 14:48:30,1
2022-04-15 14:48:45,1
2022-04-15 14:49:00,1
2022-04-15 14:49:15,1
2022-04-15 14:49:30,1
2022-04-15 14:49:45,1
2022-04-15 14:50:00,1
2022-04-15 14:50:15,1
2022-04-15 14:50:30,1
2022-04-15 14:50:45,1
2022-04-15 14:51:00,1
2022-04-15 14:51:15,1
2022-04-15 14:51:30,1
2022-04-15 14:51:45,1
2022-04-15 14:52:00,1
2022-04-15 14:52:15,1
2022-04-15 14:52:30,1
2022-04-15 14:52:45,1
2022-04-15 14:53:00,1
2022-04-15 14:53:15,1
2022-04-15 14:53:30,1
2022-04-15 14:53:45,1
2022-04-15 14:54:00,1
2022-04-15 14:54:15,1
2022-04-15 14:54:30,1
2022-04-15 14:54:45,1
2022-04-15 14:55:00,1
2022-04-15 14:55:15,1
2022-04-15 14:55:30,1
2022-04-15 14:55:45,1
2022-04-15 14:56:00,1
2022-04-15 14:56:15,1
2022-04-15 14:56:30,1
2022-04-15 14:56:45,1
2022-04-15 14:57:00,1
2022-04-15 14:57:15,1
2022-04-15 14:57:30,1
2022-04-15 14:57:45,1
2022-04-15 14:58:00,1
2022-04-15 14:58:15,1
2022-04-15 14:58:30,1
2022-04-15 14:58:45,1
2022-04-15 14:59:00,1
2022-04-15 14:59:15,1
2022-04-15 14:59:30,1
2022-04-15 14:59:45,1
2022-04-15 15:00:00,1
2022-04-15 15:00:15,1
2022-04-15 15:00:30,1
2022-04-15 15:00:45,1
2022-04-15 15:01:00,1
2022-04-15 15:01:15,1
2022-04-15 15:01:30,1
2022-04-15 15:01:45,1
2022-04-15 15:02:00,1
2022-04-15 15:02:15,1
2022-04-15 15:02:30,1
2022-04-15 15:02:45,1
2022-04-15 15:03:00,1
2022-04-15 15:03:15,1
2022-04-15 15:03:30,1
2022-04-15 15:03:45,1
2022-04-15 15:04:00,1
2022-04-15 15:04:15,1
2022-04-15 15:04:30,1
2022-04-15 15:04:45,1
2022-04-15 15:05:00,1
2022-04-15 15:05:15,1
2022-04-15 15:05:30,1
2022-04-15 15:05:45,1
2022-04-15 15:06:00,1
2022-04-15 15:06:15,1
2022-04-15 15:06:30,1
2022-04-15 15:06:45,1
2022-04-15 15:07:00,1
2022-04-15 15:07:15,1
2022-04-15 15:07:30,1
2022-04-15 15:07:45,1
2022-04-15 15:08:00,1
2022-04-15 15:08:15,1
2022-04-15 15:08:30,1
2022-04-15 15:08:45,1
2022-04-15 15:09:00,1
2022-04-15 15:09:15,1
2022-04-15 15:09:30,1
2022-04-15 15:09:45,1
2022-04-15 15:10:00,1
2022-04-15 15:10:15,1
2022-04-15 15:10:30,1
2022-04-15 15:10:45,1
2022-04-15 15:11:00,1
2022-04-15 15:11:15,1

