"Time","Total"
2022-04-19 17:15:30,3
2022-04-19 17:15:45,3
2022-04-19 17:16:00,3
2022-04-19 17:16:15,3
2022-04-19 17:16:30,3
2022-04-19 17:16:45,3
2022-04-19 17:17:00,3
2022-04-19 17:17:15,3
2022-04-19 17:17:30,3
2022-04-19 17:17:45,3
2022-04-19 17:18:00,3
2022-04-19 17:18:15,3
2022-04-19 17:18:30,3
2022-04-19 17:18:45,3
2022-04-19 17:19:00,3
2022-04-19 17:19:15,3
2022-04-19 17:19:30,3
2022-04-19 17:19:45,3
2022-04-19 17:20:00,3
2022-04-19 17:20:15,3
2022-04-19 17:20:30,3
2022-04-19 17:20:45,3
2022-04-19 17:21:00,3
2022-04-19 17:21:15,3
2022-04-19 17:21:30,3
2022-04-19 17:21:45,3
2022-04-19 17:22:00,3
2022-04-19 17:22:15,3
2022-04-19 17:22:30,3
2022-04-19 17:22:45,3
2022-04-19 17:23:00,3
2022-04-19 17:23:15,3
2022-04-19 17:23:30,3
2022-04-19 17:23:45,3
2022-04-19 17:24:00,3
2022-04-19 17:24:15,3
2022-04-19 17:24:30,3
2022-04-19 17:24:45,3
2022-04-19 17:25:00,3
2022-04-19 17:25:15,3
2022-04-19 17:25:30,3
2022-04-19 17:25:45,3
2022-04-19 17:26:00,3
2022-04-19 17:26:15,3
2022-04-19 17:26:30,3
2022-04-19 17:26:45,3
2022-04-19 17:27:00,3
2022-04-19 17:27:15,3
2022-04-19 17:27:30,3
2022-04-19 17:27:45,3
2022-04-19 17:28:00,3
2022-04-19 17:28:15,3
2022-04-19 17:28:30,3
2022-04-19 17:28:45,3
2022-04-19 17:29:00,3
2022-04-19 17:29:15,3
2022-04-19 17:29:30,3
2022-04-19 17:29:45,3
2022-04-19 17:30:00,3
2022-04-19 17:30:15,3
2022-04-19 17:30:30,3
2022-04-19 17:30:45,3
2022-04-19 17:31:00,3
2022-04-19 17:31:15,3
2022-04-19 17:31:30,3
2022-04-19 17:31:45,3
2022-04-19 17:32:00,3
2022-04-19 17:32:15,3
2022-04-19 17:32:30,3
2022-04-19 17:32:45,3
2022-04-19 17:33:00,3
2022-04-19 17:33:15,3
2022-04-19 17:33:30,3
2022-04-19 17:33:45,3
2022-04-19 17:34:00,3
2022-04-19 17:34:15,3
2022-04-19 17:34:30,3
2022-04-19 17:34:45,3
2022-04-19 17:35:00,3
2022-04-19 17:35:15,3
2022-04-19 17:35:30,3
2022-04-19 17:35:45,3
2022-04-19 17:36:00,3
2022-04-19 17:36:15,3
2022-04-19 17:36:30,3
2022-04-19 17:36:45,3
2022-04-19 17:37:00,3
2022-04-19 17:37:15,3
2022-04-19 17:37:30,3
2022-04-19 17:37:45,3
2022-04-19 17:38:00,3
2022-04-19 17:38:15,3
2022-04-19 17:38:30,3
2022-04-19 17:38:45,3
2022-04-19 17:39:00,3
2022-04-19 17:39:15,3
2022-04-19 17:39:30,3
2022-04-19 17:39:45,3
2022-04-19 17:40:00,3
2022-04-19 17:40:15,3
2022-04-19 17:40:30,3
2022-04-19 17:40:45,3
2022-04-19 17:41:00,3
2022-04-19 17:41:15,3
2022-04-19 17:41:30,3
2022-04-19 17:41:45,3
2022-04-19 17:42:00,3
2022-04-19 17:42:15,3
2022-04-19 17:42:30,3
2022-04-19 17:42:45,3
2022-04-19 17:43:00,3
2022-04-19 17:43:15,3
2022-04-19 17:43:30,3
2022-04-19 17:43:45,3
2022-04-19 17:44:00,3
2022-04-19 17:44:15,3
2022-04-19 17:44:30,3

