"Time","Average"
2022-04-19 15:20:00,26.8
2022-04-19 15:20:15,35.5
2022-04-19 15:20:30,35.5
2022-04-19 15:20:45,35.4
2022-04-19 15:21:00,35.4
2022-04-19 15:21:15,36.6
2022-04-19 15:21:30,36.6
2022-04-19 15:21:45,35.2
2022-04-19 15:22:00,35.2
2022-04-19 15:22:15,31.3
2022-04-19 15:22:30,31.3
2022-04-19 15:22:45,29.9
2022-04-19 15:23:00,29.9
2022-04-19 15:23:15,30.0
2022-04-19 15:23:30,30.0
2022-04-19 15:23:45,35.0
2022-04-19 15:24:00,35.0
2022-04-19 15:24:15,34.3
2022-04-19 15:24:30,34.3
2022-04-19 15:24:45,43.9
2022-04-19 15:25:00,43.9
2022-04-19 15:25:15,29.0
2022-04-19 15:25:30,29.0
2022-04-19 15:25:45,36.3
2022-04-19 15:26:00,36.3
2022-04-19 15:26:15,44.9
2022-04-19 15:26:30,44.9
2022-04-19 15:26:45,28.7
2022-04-19 15:27:00,28.7
2022-04-19 15:27:15,42.1
2022-04-19 15:27:30,42.1
2022-04-19 15:27:45,29.9
2022-04-19 15:28:00,29.9
2022-04-19 15:28:15,41.0
2022-04-19 15:28:30,41.0
2022-04-19 15:28:45,35.5
2022-04-19 15:29:00,35.5
2022-04-19 15:29:15,34.4
2022-04-19 15:29:30,34.4
2022-04-19 15:29:45,32.9
2022-04-19 15:30:00,32.9
2022-04-19 15:30:15,39.0
2022-04-19 15:30:30,39.0
2022-04-19 15:30:45,33.7
2022-04-19 15:31:00,33.7
2022-04-19 15:31:15,34.1
2022-04-19 15:31:30,34.1
2022-04-19 15:31:45,44.4
2022-04-19 15:32:00,44.4
2022-04-19 15:32:15,42.5
2022-04-19 15:32:30,42.5
2022-04-19 15:32:45,33.4
2022-04-19 15:33:00,33.4
2022-04-19 15:33:15,39.5
2022-04-19 15:33:30,39.5
2022-04-19 15:33:45,30.6
2022-04-19 15:34:00,30.6
2022-04-19 15:34:15,37.0
2022-04-19 15:34:30,37.0
2022-04-19 15:34:45,47.4
2022-04-19 15:35:00,47.4
2022-04-19 15:35:15,33.9
2022-04-19 15:35:30,33.9
2022-04-19 15:35:45,42.6
2022-04-19 15:36:00,42.6
2022-04-19 15:36:15,40.2
2022-04-19 15:36:30,40.2
2022-04-19 15:36:45,34.0
2022-04-19 15:37:00,34.0
2022-04-19 15:37:15,36.4
2022-04-19 15:37:30,36.4
2022-04-19 15:37:45,38.4
2022-04-19 15:38:00,38.4
2022-04-19 15:38:15,32.9
2022-04-19 15:38:30,32.9
2022-04-19 15:38:45,35.6
2022-04-19 15:39:00,35.6
2022-04-19 15:39:15,29.6
2022-04-19 15:39:30,29.6
2022-04-19 15:39:45,33.6
2022-04-19 15:40:00,33.6
2022-04-19 15:40:15,45.0
2022-04-19 15:40:30,45.0
2022-04-19 15:40:45,32.2
2022-04-19 15:41:00,32.2
2022-04-19 15:41:15,39.3
2022-04-19 15:41:30,39.3
2022-04-19 15:41:45,42.4
2022-04-19 15:42:00,42.4
2022-04-19 15:42:15,35.2
2022-04-19 15:42:30,35.2
2022-04-19 15:42:45,39.1
2022-04-19 15:43:00,39.1
2022-04-19 15:43:15,32.6
2022-04-19 15:43:30,32.6
2022-04-19 15:43:45,46.3
2022-04-19 15:44:00,46.3
2022-04-19 15:44:15,46.1
2022-04-19 15:44:30,46.1
2022-04-19 15:44:45,33.1
2022-04-19 15:45:00,33.1
2022-04-19 15:45:15,25.9
2022-04-19 15:45:30,25.9
2022-04-19 15:45:45,50.0
2022-04-19 15:46:00,50.0
2022-04-19 15:46:15,47.1
2022-04-19 15:46:30,47.1
2022-04-19 15:46:45,33.4
2022-04-19 15:47:00,33.4
2022-04-19 15:47:15,39.8
2022-04-19 15:47:30,39.8
2022-04-19 15:47:45,38.1
2022-04-19 15:48:00,38.1
2022-04-19 15:48:15,42.9
2022-04-19 15:48:30,42.9
2022-04-19 15:48:45,39.5
2022-04-19 15:49:00,39.5

