"Time","Total"
2022-04-19 15:20:00,3
2022-04-19 15:20:15,3
2022-04-19 15:20:30,3
2022-04-19 15:20:45,3
2022-04-19 15:21:00,3
2022-04-19 15:21:15,3
2022-04-19 15:21:30,3
2022-04-19 15:21:45,3
2022-04-19 15:22:00,3
2022-04-19 15:22:15,3
2022-04-19 15:22:30,3
2022-04-19 15:22:45,3
2022-04-19 15:23:00,3
2022-04-19 15:23:15,3
2022-04-19 15:23:30,3
2022-04-19 15:23:45,3
2022-04-19 15:24:00,3
2022-04-19 15:24:15,3
2022-04-19 15:24:30,3
2022-04-19 15:24:45,3
2022-04-19 15:25:00,3
2022-04-19 15:25:15,3
2022-04-19 15:25:30,3
2022-04-19 15:25:45,3
2022-04-19 15:26:00,3
2022-04-19 15:26:15,3
2022-04-19 15:26:30,3
2022-04-19 15:26:45,3
2022-04-19 15:27:00,3
2022-04-19 15:27:15,3
2022-04-19 15:27:30,3
2022-04-19 15:27:45,3
2022-04-19 15:28:00,3
2022-04-19 15:28:15,3
2022-04-19 15:28:30,3
2022-04-19 15:28:45,3
2022-04-19 15:29:00,3
2022-04-19 15:29:15,3
2022-04-19 15:29:30,3
2022-04-19 15:29:45,3
2022-04-19 15:30:00,3
2022-04-19 15:30:15,3
2022-04-19 15:30:30,3
2022-04-19 15:30:45,3
2022-04-19 15:31:00,3
2022-04-19 15:31:15,3
2022-04-19 15:31:30,3
2022-04-19 15:31:45,3
2022-04-19 15:32:00,3
2022-04-19 15:32:15,3
2022-04-19 15:32:30,3
2022-04-19 15:32:45,3
2022-04-19 15:33:00,3
2022-04-19 15:33:15,3
2022-04-19 15:33:30,3
2022-04-19 15:33:45,3
2022-04-19 15:34:00,3
2022-04-19 15:34:15,3
2022-04-19 15:34:30,3
2022-04-19 15:34:45,3
2022-04-19 15:35:00,3
2022-04-19 15:35:15,3
2022-04-19 15:35:30,3
2022-04-19 15:35:45,3
2022-04-19 15:36:00,3
2022-04-19 15:36:15,3
2022-04-19 15:36:30,3
2022-04-19 15:36:45,3
2022-04-19 15:37:00,3
2022-04-19 15:37:15,3
2022-04-19 15:37:30,3
2022-04-19 15:37:45,3
2022-04-19 15:38:00,3
2022-04-19 15:38:15,3
2022-04-19 15:38:30,3
2022-04-19 15:38:45,3
2022-04-19 15:39:00,3
2022-04-19 15:39:15,3
2022-04-19 15:39:30,3
2022-04-19 15:39:45,3
2022-04-19 15:40:00,3
2022-04-19 15:40:15,3
2022-04-19 15:40:30,3
2022-04-19 15:40:45,3
2022-04-19 15:41:00,3
2022-04-19 15:41:15,3
2022-04-19 15:41:30,3
2022-04-19 15:41:45,3
2022-04-19 15:42:00,3
2022-04-19 15:42:15,3
2022-04-19 15:42:30,3
2022-04-19 15:42:45,3
2022-04-19 15:43:00,3
2022-04-19 15:43:15,3
2022-04-19 15:43:30,3
2022-04-19 15:43:45,3
2022-04-19 15:44:00,3
2022-04-19 15:44:15,3
2022-04-19 15:44:30,3
2022-04-19 15:44:45,3
2022-04-19 15:45:00,3
2022-04-19 15:45:15,3
2022-04-19 15:45:30,3
2022-04-19 15:45:45,3
2022-04-19 15:46:00,3
2022-04-19 15:46:15,3
2022-04-19 15:46:30,3
2022-04-19 15:46:45,3
2022-04-19 15:47:00,3
2022-04-19 15:47:15,3
2022-04-19 15:47:30,3
2022-04-19 15:47:45,3
2022-04-19 15:48:00,3
2022-04-19 15:48:15,3
2022-04-19 15:48:30,3
2022-04-19 15:48:45,3
2022-04-19 15:49:00,3

