"Time","Total"
2022-04-18 14:29:00,1
2022-04-18 14:29:15,1
2022-04-18 14:29:30,1
2022-04-18 14:29:45,1
2022-04-18 14:30:00,1
2022-04-18 14:30:15,1
2022-04-18 14:30:30,1
2022-04-18 14:30:45,1
2022-04-18 14:31:00,1
2022-04-18 14:31:15,1
2022-04-18 14:31:30,1
2022-04-18 14:31:45,1
2022-04-18 14:32:00,1
2022-04-18 14:32:15,1
2022-04-18 14:32:30,1
2022-04-18 14:32:45,1
2022-04-18 14:33:00,1
2022-04-18 14:33:15,1
2022-04-18 14:33:30,1
2022-04-18 14:33:45,1
2022-04-18 14:34:00,1
2022-04-18 14:34:15,1
2022-04-18 14:34:30,1
2022-04-18 14:34:45,1
2022-04-18 14:35:00,1
2022-04-18 14:35:15,1
2022-04-18 14:35:30,1
2022-04-18 14:35:45,1
2022-04-18 14:36:00,1
2022-04-18 14:36:15,1
2022-04-18 14:36:30,1
2022-04-18 14:36:45,1
2022-04-18 14:37:00,1
2022-04-18 14:37:15,1
2022-04-18 14:37:30,1
2022-04-18 14:37:45,1
2022-04-18 14:38:00,1
2022-04-18 14:38:15,1
2022-04-18 14:38:30,1
2022-04-18 14:38:45,1
2022-04-18 14:39:00,1
2022-04-18 14:39:15,1
2022-04-18 14:39:30,1
2022-04-18 14:39:45,1
2022-04-18 14:40:00,1
2022-04-18 14:40:15,1
2022-04-18 14:40:30,1
2022-04-18 14:40:45,1
2022-04-18 14:41:00,1
2022-04-18 14:41:15,1
2022-04-18 14:41:30,1
2022-04-18 14:41:45,1
2022-04-18 14:42:00,1
2022-04-18 14:42:15,1
2022-04-18 14:42:30,1
2022-04-18 14:42:45,1
2022-04-18 14:43:00,1
2022-04-18 14:43:15,1
2022-04-18 14:43:30,1
2022-04-18 14:43:45,1
2022-04-18 14:44:00,1
2022-04-18 14:44:15,1
2022-04-18 14:44:30,1
2022-04-18 14:44:45,1
2022-04-18 14:45:00,1
2022-04-18 14:45:15,1
2022-04-18 14:45:30,1
2022-04-18 14:45:45,1
2022-04-18 14:46:00,1
2022-04-18 14:46:15,1
2022-04-18 14:46:30,1
2022-04-18 14:46:45,1
2022-04-18 14:47:00,1
2022-04-18 14:47:15,1
2022-04-18 14:47:30,1
2022-04-18 14:47:45,1
2022-04-18 14:48:00,1
2022-04-18 14:48:15,1
2022-04-18 14:48:30,1
2022-04-18 14:48:45,1
2022-04-18 14:49:00,1
2022-04-18 14:49:15,1
2022-04-18 14:49:30,1
2022-04-18 14:49:45,1
2022-04-18 14:50:00,1
2022-04-18 14:50:15,1
2022-04-18 14:50:30,1
2022-04-18 14:50:45,1
2022-04-18 14:51:00,1
2022-04-18 14:51:15,1
2022-04-18 14:51:30,1
2022-04-18 14:51:45,1
2022-04-18 14:52:00,1
2022-04-18 14:52:15,1
2022-04-18 14:52:30,1
2022-04-18 14:52:45,1
2022-04-18 14:53:00,1
2022-04-18 14:53:15,1
2022-04-18 14:53:30,1
2022-04-18 14:53:45,1
2022-04-18 14:54:00,1
2022-04-18 14:54:15,1
2022-04-18 14:54:30,1
2022-04-18 14:54:45,1
2022-04-18 14:55:00,1
2022-04-18 14:55:15,1
2022-04-18 14:55:30,1
2022-04-18 14:55:45,1
2022-04-18 14:56:00,1
2022-04-18 14:56:15,1
2022-04-18 14:56:30,1
2022-04-18 14:56:45,1
2022-04-18 14:57:00,1
2022-04-18 14:57:15,1
2022-04-18 14:57:30,1
2022-04-18 14:57:45,1
2022-04-18 14:58:00,1

