"Time","Total requests"
2022-04-18 14:29:00,89
2022-04-18 14:29:15,89
2022-04-18 14:29:30,96
2022-04-18 14:29:45,108
2022-04-18 14:30:00,114
2022-04-18 14:30:15,114
2022-04-18 14:30:30,116
2022-04-18 14:30:45,111
2022-04-18 14:31:00,100
2022-04-18 14:31:15,98
2022-04-18 14:31:30,90
2022-04-18 14:31:45,83
2022-04-18 14:32:00,100
2022-04-18 14:32:15,106
2022-04-18 14:32:30,113
2022-04-18 14:32:45,106
2022-04-18 14:33:00,98
2022-04-18 14:33:15,95
2022-04-18 14:33:30,107
2022-04-18 14:33:45,115
2022-04-18 14:34:00,112
2022-04-18 14:34:15,106
2022-04-18 14:34:30,98
2022-04-18 14:34:45,90
2022-04-18 14:35:00,97
2022-04-18 14:35:15,106
2022-04-18 14:35:30,110
2022-04-18 14:35:45,98
2022-04-18 14:36:00,90
2022-04-18 14:36:15,103
2022-04-18 14:36:30,106
2022-04-18 14:36:45,101
2022-04-18 14:37:00,92
2022-04-18 14:37:15,98
2022-04-18 14:37:30,97
2022-04-18 14:37:45,97
2022-04-18 14:38:00,104
2022-04-18 14:38:15,93
2022-04-18 14:38:30,85
2022-04-18 14:38:45,90
2022-04-18 14:39:00,81
2022-04-18 14:39:15,94
2022-04-18 14:39:30,96
2022-04-18 14:39:45,98
2022-04-18 14:40:00,94
2022-04-18 14:40:15,88
2022-04-18 14:40:30,96
2022-04-18 14:40:45,85
2022-04-18 14:41:00,73
2022-04-18 14:41:15,83
2022-04-18 14:41:30,87
2022-04-18 14:41:45,99
2022-04-18 14:42:00,98
2022-04-18 14:42:15,90
2022-04-18 14:42:30,104
2022-04-18 14:42:45,107
2022-04-18 14:43:00,84
2022-04-18 14:43:15,80
2022-04-18 14:43:30,90
2022-04-18 14:43:45,96
2022-04-18 14:44:00,87
2022-04-18 14:44:15,84
2022-04-18 14:44:30,89
2022-04-18 14:44:45,82
2022-04-18 14:45:00,80
2022-04-18 14:45:15,86
2022-04-18 14:45:30,98
2022-04-18 14:45:45,103
2022-04-18 14:46:00,88
2022-04-18 14:46:15,92
2022-04-18 14:46:30,89
2022-04-18 14:46:45,91
2022-04-18 14:47:00,106
2022-04-18 14:47:15,102
2022-04-18 14:47:30,96
2022-04-18 14:47:45,108
2022-04-18 14:48:00,96
2022-04-18 14:48:15,87
2022-04-18 14:48:30,101
2022-04-18 14:48:45,125
2022-04-18 14:49:00,127
2022-04-18 14:49:15,106
2022-04-18 14:49:30,112
2022-04-18 14:49:45,124
2022-04-18 14:50:00,107
2022-04-18 14:50:15,94
2022-04-18 14:50:30,100
2022-04-18 14:50:45,111
2022-04-18 14:51:00,107
2022-04-18 14:51:15,98
2022-04-18 14:51:30,103
2022-04-18 14:51:45,97
2022-04-18 14:52:00,112
2022-04-18 14:52:15,100
2022-04-18 14:52:30,83
2022-04-18 14:52:45,98
2022-04-18 14:53:00,87
2022-04-18 14:53:15,89
2022-04-18 14:53:30,94
2022-04-18 14:53:45,90
2022-04-18 14:54:00,92
2022-04-18 14:54:15,96
2022-04-18 14:54:30,104
2022-04-18 14:54:45,108
2022-04-18 14:55:00,104
2022-04-18 14:55:15,101
2022-04-18 14:55:30,107
2022-04-18 14:55:45,88
2022-04-18 14:56:00,78
2022-04-18 14:56:15,94
2022-04-18 14:56:30,96
2022-04-18 14:56:45,98
2022-04-18 14:57:00,100
2022-04-18 14:57:15,88
2022-04-18 14:57:30,99
2022-04-18 14:57:45,109
2022-04-18 14:58:00,97

