"Time","Average"
2022-04-19 13:59:45,28.0
2022-04-19 14:00:00,28.0
2022-04-19 14:00:15,56.9
2022-04-19 14:00:30,56.9
2022-04-19 14:00:45,35.7
2022-04-19 14:01:00,35.7
2022-04-19 14:01:15,43.0
2022-04-19 14:01:30,43.0
2022-04-19 14:01:45,48.2
2022-04-19 14:02:00,48.2
2022-04-19 14:02:15,45.6
2022-04-19 14:02:30,45.6
2022-04-19 14:02:45,27.2
2022-04-19 14:03:00,27.2
2022-04-19 14:03:15,46.0
2022-04-19 14:03:30,46.0
2022-04-19 14:03:45,47.3
2022-04-19 14:04:00,47.3
2022-04-19 14:04:15,50.5
2022-04-19 14:04:30,50.5
2022-04-19 14:04:45,36.9
2022-04-19 14:05:00,36.9
2022-04-19 14:05:15,40.6
2022-04-19 14:05:30,40.6
2022-04-19 14:05:45,40.0
2022-04-19 14:06:00,40.0
2022-04-19 14:06:15,45.6
2022-04-19 14:06:30,45.6
2022-04-19 14:06:45,37.9
2022-04-19 14:07:00,37.9
2022-04-19 14:07:15,47.8
2022-04-19 14:07:30,47.8
2022-04-19 14:07:45,44.1
2022-04-19 14:08:00,44.1
2022-04-19 14:08:15,45.0
2022-04-19 14:08:30,45.0
2022-04-19 14:08:45,40.1
2022-04-19 14:09:00,40.1
2022-04-19 14:09:15,43.8
2022-04-19 14:09:30,43.8
2022-04-19 14:09:45,49.8
2022-04-19 14:10:00,49.8
2022-04-19 14:10:15,37.3
2022-04-19 14:10:30,37.3
2022-04-19 14:10:45,49.5
2022-04-19 14:11:00,49.5
2022-04-19 14:11:15,50.9
2022-04-19 14:11:30,50.9
2022-04-19 14:11:45,44.9
2022-04-19 14:12:00,44.9
2022-04-19 14:12:15,46.7
2022-04-19 14:12:30,46.7
2022-04-19 14:12:45,49.6
2022-04-19 14:13:00,49.6
2022-04-19 14:13:15,56.3
2022-04-19 14:13:30,56.3
2022-04-19 14:13:45,45.1
2022-04-19 14:14:00,45.1
2022-04-19 14:14:15,44.1
2022-04-19 14:14:30,44.1
2022-04-19 14:14:45,47.1
2022-04-19 14:15:00,47.1
2022-04-19 14:15:15,47.9
2022-04-19 14:15:30,47.9
2022-04-19 14:15:45,41.0
2022-04-19 14:16:00,41.0
2022-04-19 14:16:15,50.1
2022-04-19 14:16:30,50.1
2022-04-19 14:16:45,46.2
2022-04-19 14:17:00,46.2
2022-04-19 14:17:15,47.0
2022-04-19 14:17:30,47.0
2022-04-19 14:17:45,50.7
2022-04-19 14:18:00,50.7
2022-04-19 14:18:15,58.5
2022-04-19 14:18:30,58.5
2022-04-19 14:18:45,34.1
2022-04-19 14:19:00,34.1
2022-04-19 14:19:15,56.5
2022-04-19 14:19:30,56.5
2022-04-19 14:19:45,53.3
2022-04-19 14:20:00,53.3
2022-04-19 14:20:15,41.3
2022-04-19 14:20:30,41.3
2022-04-19 14:20:45,43.2
2022-04-19 14:21:00,43.2
2022-04-19 14:21:15,46.7
2022-04-19 14:21:30,46.7
2022-04-19 14:21:45,53.8
2022-04-19 14:22:00,53.8
2022-04-19 14:22:15,42.6
2022-04-19 14:22:30,42.6
2022-04-19 14:22:45,41.5
2022-04-19 14:23:00,41.5
2022-04-19 14:23:15,51.6
2022-04-19 14:23:30,51.6
2022-04-19 14:23:45,50.9
2022-04-19 14:24:00,50.9
2022-04-19 14:24:15,52.0
2022-04-19 14:24:30,52.0
2022-04-19 14:24:45,43.8
2022-04-19 14:25:00,43.8
2022-04-19 14:25:15,46.3
2022-04-19 14:25:30,46.3
2022-04-19 14:25:45,52.2
2022-04-19 14:26:00,52.2
2022-04-19 14:26:15,52.6
2022-04-19 14:26:30,52.6
2022-04-19 14:26:45,42.7
2022-04-19 14:27:00,42.7
2022-04-19 14:27:15,60.7
2022-04-19 14:27:30,60.7
2022-04-19 14:27:45,43.5
2022-04-19 14:28:00,43.5
2022-04-19 14:28:15,47.4
2022-04-19 14:28:30,47.4
2022-04-19 14:28:45,57.8

