"Time","Average"
2022-04-18 15:52:00,33.9
2022-04-18 15:52:15,26.0
2022-04-18 15:52:30,26.0
2022-04-18 15:52:45,45.6
2022-04-18 15:53:00,45.6
2022-04-18 15:53:15,42.1
2022-04-18 15:53:30,42.1
2022-04-18 15:53:45,21.8
2022-04-18 15:54:00,21.8
2022-04-18 15:54:15,41.2
2022-04-18 15:54:30,41.2
2022-04-18 15:54:45,39.0
2022-04-18 15:55:00,39.0
2022-04-18 15:55:15,41.0
2022-04-18 15:55:30,41.0
2022-04-18 15:55:45,41.8
2022-04-18 15:56:00,41.8
2022-04-18 15:56:15,30.5
2022-04-18 15:56:30,30.5
2022-04-18 15:56:45,47.8
2022-04-18 15:57:00,47.8
2022-04-18 15:57:15,40.1
2022-04-18 15:57:30,40.1
2022-04-18 15:57:45,43.2
2022-04-18 15:58:00,43.2
2022-04-18 15:58:15,32.1
2022-04-18 15:58:30,32.1
2022-04-18 15:58:45,37.4
2022-04-18 15:59:00,37.4
2022-04-18 15:59:15,24.7
2022-04-18 15:59:30,24.7
2022-04-18 15:59:45,48.6
2022-04-18 16:00:00,48.6
2022-04-18 16:00:15,37.8
2022-04-18 16:00:30,37.8
2022-04-18 16:00:45,44.0
2022-04-18 16:01:00,44.0
2022-04-18 16:01:15,41.8
2022-04-18 16:01:30,41.8
2022-04-18 16:01:45,54.9
2022-04-18 16:02:00,54.9
2022-04-18 16:02:15,36.8
2022-04-18 16:02:30,36.8
2022-04-18 16:02:45,38.8
2022-04-18 16:03:00,38.8
2022-04-18 16:03:15,36.1
2022-04-18 16:03:30,36.1
2022-04-18 16:03:45,41.0
2022-04-18 16:04:00,41.0
2022-04-18 16:04:15,39.0
2022-04-18 16:04:30,39.0
2022-04-18 16:04:45,45.6
2022-04-18 16:05:00,45.6
2022-04-18 16:05:15,43.2
2022-04-18 16:05:30,43.2
2022-04-18 16:05:45,40.9
2022-04-18 16:06:00,40.9
2022-04-18 16:06:15,37.6
2022-04-18 16:06:30,37.6
2022-04-18 16:06:45,35.2
2022-04-18 16:07:00,35.2
2022-04-18 16:07:15,36.4
2022-04-18 16:07:30,36.4
2022-04-18 16:07:45,43.2
2022-04-18 16:08:00,43.2
2022-04-18 16:08:15,54.9
2022-04-18 16:08:30,54.9
2022-04-18 16:08:45,54.3
2022-04-18 16:09:00,54.3
2022-04-18 16:09:15,35.0
2022-04-18 16:09:30,35.0
2022-04-18 16:09:45,53.9
2022-04-18 16:10:00,53.9
2022-04-18 16:10:15,31.4
2022-04-18 16:10:30,31.4
2022-04-18 16:10:45,35.4
2022-04-18 16:11:00,35.4
2022-04-18 16:11:15,40.9
2022-04-18 16:11:30,40.9
2022-04-18 16:11:45,34.4
2022-04-18 16:12:00,34.4
2022-04-18 16:12:15,49.0
2022-04-18 16:12:30,49.0
2022-04-18 16:12:45,42.2
2022-04-18 16:13:00,42.2
2022-04-18 16:13:15,43.9
2022-04-18 16:13:30,43.9
2022-04-18 16:13:45,42.3
2022-04-18 16:14:00,42.3
2022-04-18 16:14:15,44.2
2022-04-18 16:14:30,44.2
2022-04-18 16:14:45,42.7
2022-04-18 16:15:00,42.7
2022-04-18 16:15:15,52.3
2022-04-18 16:15:30,52.3
2022-04-18 16:15:45,35.7
2022-04-18 16:16:00,35.7
2022-04-18 16:16:15,46.3
2022-04-18 16:16:30,46.3
2022-04-18 16:16:45,53.7
2022-04-18 16:17:00,53.7
2022-04-18 16:17:15,45.9
2022-04-18 16:17:30,45.9
2022-04-18 16:17:45,37.0
2022-04-18 16:18:00,37.0
2022-04-18 16:18:15,47.4
2022-04-18 16:18:30,47.4
2022-04-18 16:18:45,45.8
2022-04-18 16:19:00,45.8
2022-04-18 16:19:15,42.3
2022-04-18 16:19:30,42.3
2022-04-18 16:19:45,50.6
2022-04-18 16:20:00,50.6
2022-04-18 16:20:15,34.8
2022-04-18 16:20:30,34.8
2022-04-18 16:20:45,52.2
2022-04-18 16:21:00,52.2

