"Time","Total requests"
2022-04-18 15:52:00,59
2022-04-18 15:52:15,61
2022-04-18 15:52:30,60
2022-04-18 15:52:45,56
2022-04-18 15:53:00,56
2022-04-18 15:53:15,52
2022-04-18 15:53:30,47
2022-04-18 15:53:45,57
2022-04-18 15:54:00,69
2022-04-18 15:54:15,71
2022-04-18 15:54:30,61
2022-04-18 15:54:45,54
2022-04-18 15:55:00,55
2022-04-18 15:55:15,62
2022-04-18 15:55:30,70
2022-04-18 15:55:45,68
2022-04-18 15:56:00,62
2022-04-18 15:56:15,65
2022-04-18 15:56:30,73
2022-04-18 15:56:45,69
2022-04-18 15:57:00,58
2022-04-18 15:57:15,58
2022-04-18 15:57:30,53
2022-04-18 15:57:45,58
2022-04-18 15:58:00,53
2022-04-18 15:58:15,52
2022-04-18 15:58:30,50
2022-04-18 15:58:45,49
2022-04-18 15:59:00,61
2022-04-18 15:59:15,66
2022-04-18 15:59:30,60
2022-04-18 15:59:45,61
2022-04-18 16:00:00,63
2022-04-18 16:00:15,58
2022-04-18 16:00:30,62
2022-04-18 16:00:45,72
2022-04-18 16:01:00,78
2022-04-18 16:01:15,76
2022-04-18 16:01:30,81
2022-04-18 16:01:45,61
2022-04-18 16:02:00,55
2022-04-18 16:02:15,53
2022-04-18 16:02:30,46
2022-04-18 16:02:45,57
2022-04-18 16:03:00,61
2022-04-18 16:03:15,58
2022-04-18 16:03:30,54
2022-04-18 16:03:45,59
2022-04-18 16:04:00,68
2022-04-18 16:04:15,72
2022-04-18 16:04:30,69
2022-04-18 16:04:45,65
2022-04-18 16:05:00,62
2022-04-18 16:05:15,60
2022-04-18 16:05:30,57
2022-04-18 16:05:45,54
2022-04-18 16:06:00,53
2022-04-18 16:06:15,56
2022-04-18 16:06:30,58
2022-04-18 16:06:45,51
2022-04-18 16:07:00,59
2022-04-18 16:07:15,58
2022-04-18 16:07:30,62
2022-04-18 16:07:45,72
2022-04-18 16:08:00,81
2022-04-18 16:08:15,66
2022-04-18 16:08:30,68
2022-04-18 16:08:45,68
2022-04-18 16:09:00,61
2022-04-18 16:09:15,66
2022-04-18 16:09:30,65
2022-04-18 16:09:45,56
2022-04-18 16:10:00,51
2022-04-18 16:10:15,42
2022-04-18 16:10:30,44
2022-04-18 16:10:45,57
2022-04-18 16:11:00,56
2022-04-18 16:11:15,54
2022-04-18 16:11:30,57
2022-04-18 16:11:45,61
2022-04-18 16:12:00,66
2022-04-18 16:12:15,54
2022-04-18 16:12:30,55
2022-04-18 16:12:45,57
2022-04-18 16:13:00,60
2022-04-18 16:13:15,52
2022-04-18 16:13:30,42
2022-04-18 16:13:45,57
2022-04-18 16:14:00,66
2022-04-18 16:14:15,77
2022-04-18 16:14:30,66
2022-04-18 16:14:45,62
2022-04-18 16:15:00,51
2022-04-18 16:15:15,64
2022-04-18 16:15:30,62
2022-04-18 16:15:45,55
2022-04-18 16:16:00,63
2022-04-18 16:16:15,66
2022-04-18 16:16:30,61
2022-04-18 16:16:45,63
2022-04-18 16:17:00,65
2022-04-18 16:17:15,64
2022-04-18 16:17:30,58
2022-04-18 16:17:45,60
2022-04-18 16:18:00,60
2022-04-18 16:18:15,61
2022-04-18 16:18:30,63
2022-04-18 16:18:45,62
2022-04-18 16:19:00,57
2022-04-18 16:19:15,62
2022-04-18 16:19:30,69
2022-04-18 16:19:45,62
2022-04-18 16:20:00,44
2022-04-18 16:20:15,49
2022-04-18 16:20:30,62
2022-04-18 16:20:45,58
2022-04-18 16:21:00,52

