"Time","edge-server-cv-78d887c496-njhtr Requests/2s","requests/30"
2022-04-18 15:30:17,0,1.17
2022-04-18 15:30:18,3,1.21
2022-04-18 15:30:19,1,1.24
2022-04-18 15:30:20,0,1.21
2022-04-18 15:30:21,2,1.21
2022-04-18 15:30:22,2,1.24
2022-04-18 15:30:23,4,1.38
2022-04-18 15:30:24,3,1.38
2022-04-18 15:30:25,3,1.41
2022-04-18 15:30:26,1,1.45
2022-04-18 15:30:27,3,1.41
2022-04-18 15:30:28,3,1.52
2022-04-18 15:30:29,0,1.45
2022-04-18 15:30:30,0,1.41
2022-04-18 15:30:31,2,1.48
2022-04-18 15:30:32,3,1.52
2022-04-18 15:30:33,1,1.55
2022-04-18 15:30:34,1,1.59
2022-04-18 15:30:35,2,1.59
2022-04-18 15:30:36,0,1.55
2022-04-18 15:30:37,2,1.55
2022-04-18 15:30:38,0,1.52
2022-04-18 15:30:39,1,1.48
2022-04-18 15:30:40,3,1.52
2022-04-18 15:30:41,1,1.48
2022-04-18 15:30:42,1,1.52
2022-04-18 15:30:43,1,1.52
2022-04-18 15:30:44,1,1.52
2022-04-18 15:30:45,1,1.55
2022-04-18 15:30:46,0,1.55
2022-04-18 15:30:47,4,1.59
2022-04-18 15:30:48,1,1.59
2022-04-18 15:30:49,2,1.66
2022-04-18 15:30:50,1,1.62
2022-04-18 15:30:51,1,1.59
2022-04-18 15:30:52,1,1.48
2022-04-18 15:30:53,2,1.45
2022-04-18 15:30:54,2,1.41
2022-04-18 15:30:55,0,1.38
2022-04-18 15:30:56,0,1.28
2022-04-18 15:30:57,0,1.17
2022-04-18 15:30:58,0,1.17
2022-04-18 15:30:59,2,1.24
2022-04-18 15:31:00,0,1.17
2022-04-18 15:31:01,0,1.07
2022-04-18 15:31:02,2,1.10
2022-04-18 15:31:03,4,1.21
2022-04-18 15:31:04,0,1.14
2022-04-18 15:31:05,1,1.17
2022-04-18 15:31:06,1,1.14
2022-04-18 15:31:07,2,1.21
2022-04-18 15:31:08,1,1.21
2022-04-18 15:31:09,1,1.14
2022-04-18 15:31:10,1,1.14
2022-04-18 15:31:11,0,1.10
2022-04-18 15:31:12,1,1.10
2022-04-18 15:31:13,1,1.10
2022-04-18 15:31:14,2,1.14
2022-04-18 15:31:15,1,1.17
2022-04-18 15:31:16,0,1.03
2022-04-18 15:31:17,0,1
2022-04-18 15:31:18,4,1.07
2022-04-18 15:31:19,2,1.10
2022-04-18 15:31:20,2,1.14
2022-04-18 15:31:21,1,1.14
2022-04-18 15:31:22,1,1.10
2022-04-18 15:31:23,3,1.14
2022-04-18 15:31:24,0,1.14
2022-04-18 15:31:25,0,1.14
2022-04-18 15:31:26,1,1.17
2022-04-18 15:31:27,0,1.17
2022-04-18 15:31:28,0,1.10
2022-04-18 15:31:29,1,1.14
2022-04-18 15:31:30,2,1.21
2022-04-18 15:31:31,0,1.14
2022-04-18 15:31:32,0,1
2022-04-18 15:31:33,1,1.03
2022-04-18 15:31:34,0,1
2022-04-18 15:31:35,0,0.966
2022-04-18 15:31:36,0,0.897
2022-04-18 15:31:37,1,0.897
2022-04-18 15:31:38,1,0.897
2022-04-18 15:31:39,1,0.897
2022-04-18 15:31:40,3,1
2022-04-18 15:31:41,1,1
2022-04-18 15:31:42,0,0.966
2022-04-18 15:31:43,1,0.931
2022-04-18 15:31:44,0,0.897
2022-04-18 15:31:45,2,0.966
2022-04-18 15:31:46,1,1
2022-04-18 15:31:47,4,1.00
2022-04-18 15:31:48,0,0.931
2022-04-18 15:31:49,1,0.897
2022-04-18 15:31:50,1,0.897
2022-04-18 15:31:51,3,0.966
2022-04-18 15:31:52,0,0.862
2022-04-18 15:31:53,1,0.897
2022-04-18 15:31:54,1,0.931
2022-04-18 15:31:55,0,0.897
2022-04-18 15:31:56,0,0.897
2022-04-18 15:31:57,2,0.966
2022-04-18 15:31:58,1,0.966
2022-04-18 15:31:59,2,0.966
2022-04-18 15:32:00,2,1.03
2022-04-18 15:32:01,3,1.14
2022-04-18 15:32:02,0,1.10
2022-04-18 15:32:03,0,1.10
2022-04-18 15:32:04,0,1.10
2022-04-18 15:32:05,2,1.17
2022-04-18 15:32:06,1,1.17
2022-04-18 15:32:07,0,1.14
2022-04-18 15:32:08,2,1.17
2022-04-18 15:32:09,3,1.17
2022-04-18 15:32:10,1,1.17
2022-04-18 15:32:11,0,1.17
2022-04-18 15:32:12,1,1.17
2022-04-18 15:32:13,0,1.17
2022-04-18 15:32:14,1,1.14
2022-04-18 15:32:15,1,1.14
2022-04-18 15:32:16,0,1
2022-04-18 15:32:17,0,1
2022-04-18 15:32:18,0,0.966
2022-04-18 15:32:19,1,0.966
2022-04-18 15:32:20,1,0.897
2022-04-18 15:32:21,2,0.966
2022-04-18 15:32:22,0,0.931
2022-04-18 15:32:23,0,0.897
2022-04-18 15:32:24,1,0.931
2022-04-18 15:32:25,2,1
2022-04-18 15:32:26,0.995,0.965
2022-04-18 15:32:27,3.02,1.03
2022-04-18 15:32:28,0,0.966
2022-04-18 15:32:29,0,0.897
2022-04-18 15:32:30,1,0.828
2022-04-18 15:32:31,1,0.862
2022-04-18 15:32:32,2,0.931
2022-04-18 15:32:33,1,0.966
2022-04-18 15:32:34,0,0.897
2022-04-18 15:32:35,2,0.931
2022-04-18 15:32:36,1,0.966
2022-04-18 15:32:37,2,0.966
2022-04-18 15:32:38,2,0.931
2022-04-18 15:32:39,1,0.931
2022-04-18 15:32:40,0,0.931
2022-04-18 15:32:41,1,0.931
2022-04-18 15:32:42,0,0.931
2022-04-18 15:32:43,0,0.897
2022-04-18 15:32:44,2,0.931
2022-04-18 15:32:45,1,0.966
2022-04-18 15:32:46,1,1
2022-04-18 15:32:47,3,1.10
2022-04-18 15:32:48,3,1.17
2022-04-18 15:32:49,1,1.17
2022-04-18 15:32:50,1,1.14
2022-04-18 15:32:51,2,1.21
2022-04-18 15:32:52,0,1.21
2022-04-18 15:32:53,3,1.28
2022-04-18 15:32:54,1,1.24
2022-04-18 15:32:55,2,1.28
2022-04-18 15:32:56,1,1.21
2022-04-18 15:32:57,4,1.34
2022-04-18 15:32:58,2,1.41
2022-04-18 15:32:59,0,1.38
2022-04-18 15:33:00,1,1.38
2022-04-18 15:33:01,0,1.31
2022-04-18 15:33:02,0,1.28
2022-04-18 15:33:03,2,1.34
2022-04-18 15:33:04,1,1.31
2022-04-18 15:33:05,1,1.31
2022-04-18 15:33:06,1,1.28
2022-04-18 15:33:07,2,1.28
2022-04-18 15:33:08,4,1.38
2022-04-18 15:33:09,1,1.41
2022-04-18 15:33:10,0,1.38
2022-04-18 15:33:11,1,1.41
2022-04-18 15:33:12,1,1.45
2022-04-18 15:33:13,2,1.45
2022-04-18 15:33:14,4,1.55
2022-04-18 15:33:15,1,1.55
2022-04-18 15:33:16,2,1.52
2022-04-18 15:33:17,0,1.41
2022-04-18 15:33:18,1,1.41
2022-04-18 15:33:19,1,1.41
2022-04-18 15:33:20,0,1.34
2022-04-18 15:33:21,3,1.45
2022-04-18 15:33:22,2,1.41
2022-04-18 15:33:23,0,1.38
2022-04-18 15:33:24,0,1.31
2022-04-18 15:33:25,0,1.28
2022-04-18 15:33:26,2,1.21
2022-04-18 15:33:27,2,1.21
2022-04-18 15:33:28,0,1.21
2022-04-18 15:33:29,2,1.24
2022-04-18 15:33:30,1,1.28
2022-04-18 15:33:31,2,1.34
2022-04-18 15:33:32,1,1.31
2022-04-18 15:33:33,0,1.28
2022-04-18 15:33:34,1,1.28
2022-04-18 15:33:35,1,1.28
2022-04-18 15:33:36,0,1.21
2022-04-18 15:33:37,0,1.07
2022-04-18 15:33:38,1,1.07
2022-04-18 15:33:39,2,1.14
2022-04-18 15:33:40,1,1.14
2022-04-18 15:33:41,1,1.14
2022-04-18 15:33:42,3,1.17
2022-04-18 15:33:43,1,1.07
2022-04-18 15:33:44,0,1.03
2022-04-18 15:33:45,1,1
2022-04-18 15:33:46,3,1.10
2022-04-18 15:33:47,3,1.17
2022-04-18 15:33:48,4,1.28
2022-04-18 15:33:49,1,1.31
2022-04-18 15:33:50,1,1.24
2022-04-18 15:33:51,0,1.17
2022-04-18 15:33:52,1,1.21
2022-04-18 15:33:53,1,1.24
2022-04-18 15:33:54,1,1.28
2022-04-18 15:33:55,2,1.28
2022-04-18 15:33:56,0,1.21
2022-04-18 15:33:57,0,1.21
2022-04-18 15:33:58,1,1.17
2022-04-18 15:33:59,0,1.14
2022-04-18 15:34:00,1,1.10
2022-04-18 15:34:01,2,1.14
2022-04-18 15:34:02,0,1.14
2022-04-18 15:34:03,0,1.10
2022-04-18 15:34:04,2,1.14
2022-04-18 15:34:05,1,1.17
2022-04-18 15:34:06,0,1.17
2022-04-18 15:34:07,3,1.24
2022-04-18 15:34:08,1,1.21
2022-04-18 15:34:09,1,1.21
2022-04-18 15:34:10,1,1.21
2022-04-18 15:34:11,5,1.28
2022-04-18 15:34:12,0,1.24
2022-04-18 15:34:13,0,1.24
2022-04-18 15:34:14,2,1.28
2022-04-18 15:34:15,2,1.24
2022-04-18 15:34:16,2,1.21
2022-04-18 15:34:17,1,1.10
2022-04-18 15:34:18,4,1.21
2022-04-18 15:34:19,2,1.24
2022-04-18 15:34:20,3,1.34
2022-04-18 15:34:21,1,1.34
2022-04-18 15:34:22,1,1.34
2022-04-18 15:34:23,0,1.31
2022-04-18 15:34:24,1,1.28
2022-04-18 15:34:25,0,1.28
2022-04-18 15:34:26,1,1.31
2022-04-18 15:34:27,0,1.28
2022-04-18 15:34:28,2,1.34
2022-04-18 15:34:29,1,1.34
2022-04-18 15:34:30,2,1.34
2022-04-18 15:34:31,3,1.45
2022-04-18 15:34:32,0,1.45
2022-04-18 15:34:33,0,1.38
2022-04-18 15:34:34,1,1.38
2022-04-18 15:34:35,2,1.45
2022-04-18 15:34:36,1,1.38
2022-04-18 15:34:37,1,1.38
2022-04-18 15:34:38,0,1.34
2022-04-18 15:34:39,0,1.31
2022-04-18 15:34:40,0,1.14
2022-04-18 15:34:41,0,1.14
2022-04-18 15:34:42,0,1.14
2022-04-18 15:34:43,0,1.07
2022-04-18 15:34:44,0,1.00
2022-04-18 15:34:45,0,0.931

