"Time","Total"
2022-04-18 15:05:45,1
2022-04-18 15:06:00,1
2022-04-18 15:06:15,1
2022-04-18 15:06:30,1
2022-04-18 15:06:45,1
2022-04-18 15:07:00,1
2022-04-18 15:07:15,1
2022-04-18 15:07:30,1
2022-04-18 15:07:45,1
2022-04-18 15:08:00,1
2022-04-18 15:08:15,1
2022-04-18 15:08:30,1
2022-04-18 15:08:45,1
2022-04-18 15:09:00,1
2022-04-18 15:09:15,1
2022-04-18 15:09:30,1
2022-04-18 15:09:45,1
2022-04-18 15:10:00,1
2022-04-18 15:10:15,1
2022-04-18 15:10:30,1
2022-04-18 15:10:45,1
2022-04-18 15:11:00,1
2022-04-18 15:11:15,1
2022-04-18 15:11:30,1
2022-04-18 15:11:45,1
2022-04-18 15:12:00,1
2022-04-18 15:12:15,1
2022-04-18 15:12:30,1
2022-04-18 15:12:45,1
2022-04-18 15:13:00,1
2022-04-18 15:13:15,1
2022-04-18 15:13:30,1
2022-04-18 15:13:45,1
2022-04-18 15:14:00,1
2022-04-18 15:14:15,1
2022-04-18 15:14:30,1
2022-04-18 15:14:45,1
2022-04-18 15:15:00,1
2022-04-18 15:15:15,1
2022-04-18 15:15:30,1
2022-04-18 15:15:45,1
2022-04-18 15:16:00,1
2022-04-18 15:16:15,1
2022-04-18 15:16:30,1
2022-04-18 15:16:45,1
2022-04-18 15:17:00,1
2022-04-18 15:17:15,1
2022-04-18 15:17:30,1
2022-04-18 15:17:45,1
2022-04-18 15:18:00,1
2022-04-18 15:18:15,1
2022-04-18 15:18:30,1
2022-04-18 15:18:45,1
2022-04-18 15:19:00,1
2022-04-18 15:19:15,1
2022-04-18 15:19:30,1
2022-04-18 15:19:45,1
2022-04-18 15:20:00,1
2022-04-18 15:20:15,1
2022-04-18 15:20:30,1
2022-04-18 15:20:45,1
2022-04-18 15:21:00,1
2022-04-18 15:21:15,1
2022-04-18 15:21:30,1
2022-04-18 15:21:45,1
2022-04-18 15:22:00,1
2022-04-18 15:22:15,1
2022-04-18 15:22:30,1
2022-04-18 15:22:45,1
2022-04-18 15:23:00,1
2022-04-18 15:23:15,1
2022-04-18 15:23:30,1
2022-04-18 15:23:45,1
2022-04-18 15:24:00,1
2022-04-18 15:24:15,1
2022-04-18 15:24:30,1
2022-04-18 15:24:45,1
2022-04-18 15:25:00,1
2022-04-18 15:25:15,1
2022-04-18 15:25:30,1
2022-04-18 15:25:45,1
2022-04-18 15:26:00,1
2022-04-18 15:26:15,1
2022-04-18 15:26:30,1
2022-04-18 15:26:45,1
2022-04-18 15:27:00,1
2022-04-18 15:27:15,1
2022-04-18 15:27:30,1
2022-04-18 15:27:45,1
2022-04-18 15:28:00,1
2022-04-18 15:28:15,1
2022-04-18 15:28:30,1
2022-04-18 15:28:45,1
2022-04-18 15:29:00,1
2022-04-18 15:29:15,1
2022-04-18 15:29:30,1
2022-04-18 15:29:45,1
2022-04-18 15:30:00,1
2022-04-18 15:30:15,1
2022-04-18 15:30:30,1
2022-04-18 15:30:45,1
2022-04-18 15:31:00,1
2022-04-18 15:31:15,1
2022-04-18 15:31:30,1
2022-04-18 15:31:45,1
2022-04-18 15:32:00,1
2022-04-18 15:32:15,1
2022-04-18 15:32:30,1
2022-04-18 15:32:45,1
2022-04-18 15:33:00,1
2022-04-18 15:33:15,1
2022-04-18 15:33:30,1
2022-04-18 15:33:45,1
2022-04-18 15:34:00,1
2022-04-18 15:34:15,1
2022-04-18 15:34:30,1
2022-04-18 15:34:45,1

