"Time","Total requests"
2022-04-18 15:05:45,28
2022-04-18 15:06:00,37
2022-04-18 15:06:15,36
2022-04-18 15:06:30,31
2022-04-18 15:06:45,29
2022-04-18 15:07:00,35
2022-04-18 15:07:15,36
2022-04-18 15:07:30,33
2022-04-18 15:07:45,39
2022-04-18 15:08:00,39
2022-04-18 15:08:15,33
2022-04-18 15:08:30,37
2022-04-18 15:08:45,47
2022-04-18 15:09:00,44
2022-04-18 15:09:15,41
2022-04-18 15:09:30,34
2022-04-18 15:09:45,39
2022-04-18 15:10:00,38
2022-04-18 15:10:15,38
2022-04-18 15:10:30,40
2022-04-18 15:10:45,41
2022-04-18 15:11:00,53
2022-04-18 15:11:15,35
2022-04-18 15:11:30,24
2022-04-18 15:11:45,33
2022-04-18 15:12:00,38
2022-04-18 15:12:15,37
2022-04-18 15:12:30,30
2022-04-18 15:12:45,34
2022-04-18 15:13:00,40
2022-04-18 15:13:15,27
2022-04-18 15:13:30,26
2022-04-18 15:13:45,42
2022-04-18 15:14:00,42
2022-04-18 15:14:15,34
2022-04-18 15:14:30,29
2022-04-18 15:14:45,26
2022-04-18 15:15:00,32
2022-04-18 15:15:15,41
2022-04-18 15:15:30,29
2022-04-18 15:15:45,20
2022-04-18 15:16:00,29
2022-04-18 15:16:15,33
2022-04-18 15:16:30,39
2022-04-18 15:16:45,39
2022-04-18 15:17:00,34
2022-04-18 15:17:15,30
2022-04-18 15:17:30,30
2022-04-18 15:17:45,36
2022-04-18 15:18:00,40
2022-04-18 15:18:15,39
2022-04-18 15:18:30,34
2022-04-18 15:18:45,38
2022-04-18 15:19:00,48
2022-04-18 15:19:15,40
2022-04-18 15:19:30,27
2022-04-18 15:19:45,39
2022-04-18 15:20:00,40
2022-04-18 15:20:15,37
2022-04-18 15:20:30,39
2022-04-18 15:20:45,36
2022-04-18 15:21:00,36
2022-04-18 15:21:15,37
2022-04-18 15:21:30,32
2022-04-18 15:21:45,23
2022-04-18 15:22:00,23
2022-04-18 15:22:15,31
2022-04-18 15:22:30,30
2022-04-18 15:22:45,37
2022-04-18 15:23:00,43
2022-04-18 15:23:15,35
2022-04-18 15:23:30,30
2022-04-18 15:23:45,28
2022-04-18 15:24:00,29
2022-04-18 15:24:15,40
2022-04-18 15:24:30,47
2022-04-18 15:24:45,43
2022-04-18 15:25:00,28
2022-04-18 15:25:15,28
2022-04-18 15:25:30,37
2022-04-18 15:25:45,39
2022-04-18 15:26:00,36
2022-04-18 15:26:15,32
2022-04-18 15:26:30,35
2022-04-18 15:26:45,27
2022-04-18 15:27:00,34
2022-04-18 15:27:15,37
2022-04-18 15:27:30,26
2022-04-18 15:27:45,32
2022-04-18 15:28:00,40
2022-04-18 15:28:15,32
2022-04-18 15:28:30,31
2022-04-18 15:28:45,30
2022-04-18 15:29:00,29
2022-04-18 15:29:15,41
2022-04-18 15:29:30,46
2022-04-18 15:29:45,39
2022-04-18 15:30:00,40
2022-04-18 15:30:15,37
2022-04-18 15:30:30,42
2022-04-18 15:30:45,47
2022-04-18 15:31:00,35
2022-04-18 15:31:15,35
2022-04-18 15:31:30,36
2022-04-18 15:31:45,29
2022-04-18 15:32:00,31
2022-04-18 15:32:15,34
2022-04-18 15:32:30,25
2022-04-18 15:32:45,29
2022-04-18 15:33:00,41
2022-04-18 15:33:15,47
2022-04-18 15:33:30,38
2022-04-18 15:33:45,30
2022-04-18 15:34:00,33
2022-04-18 15:34:15,37
2022-04-18 15:34:30,40
2022-04-18 15:34:45,28

