"Time","Value"
2022-04-18 15:05:45,19.4
2022-04-18 15:06:00,19.4
2022-04-18 15:06:15,23.4
2022-04-18 15:06:30,23.4
2022-04-18 15:06:45,15.9
2022-04-18 15:07:00,15.9
2022-04-18 15:07:15,20.6
2022-04-18 15:07:30,20.6
2022-04-18 15:07:45,18.3
2022-04-18 15:08:00,18.3
2022-04-18 15:08:15,18.1
2022-04-18 15:08:30,18.1
2022-04-18 15:08:45,30.1
2022-04-18 15:09:00,30.1
2022-04-18 15:09:15,21.3
2022-04-18 15:09:30,21.3
2022-04-18 15:09:45,18.9
2022-04-18 15:10:00,18.9
2022-04-18 15:10:15,24.2
2022-04-18 15:10:30,24.2
2022-04-18 15:10:45,21.3
2022-04-18 15:11:00,21.3
2022-04-18 15:11:15,34.7
2022-04-18 15:11:30,34.7
2022-04-18 15:11:45,15.2
2022-04-18 15:12:00,15.2
2022-04-18 15:12:15,23.5
2022-04-18 15:12:30,23.5
2022-04-18 15:12:45,20.8
2022-04-18 15:13:00,20.8
2022-04-18 15:13:15,20.0
2022-04-18 15:13:30,20.0
2022-04-18 15:13:45,21.7
2022-04-18 15:14:00,21.7
2022-04-18 15:14:15,19.6
2022-04-18 15:14:30,19.6
2022-04-18 15:14:45,17.1
2022-04-18 15:15:00,17.1
2022-04-18 15:15:15,17.6
2022-04-18 15:15:30,17.6
2022-04-18 15:15:45,22.4
2022-04-18 15:16:00,22.4
2022-04-18 15:16:15,14.3
2022-04-18 15:16:30,14.3
2022-04-18 15:16:45,31.5
2022-04-18 15:17:00,31.5
2022-04-18 15:17:15,21.2
2022-04-18 15:17:30,21.2
2022-04-18 15:17:45,22.4
2022-04-18 15:18:00,22.4
2022-04-18 15:18:15,24.4
2022-04-18 15:18:30,24.4
2022-04-18 15:18:45,22.0
2022-04-18 15:19:00,22.0
2022-04-18 15:19:15,29.4
2022-04-18 15:19:30,29.4
2022-04-18 15:19:45,24.8
2022-04-18 15:20:00,24.8
2022-04-18 15:20:15,22.7
2022-04-18 15:20:30,22.7
2022-04-18 15:20:45,23.7
2022-04-18 15:21:00,23.7
2022-04-18 15:21:15,16.5
2022-04-18 15:21:30,16.5
2022-04-18 15:21:45,26.0
2022-04-18 15:22:00,26.0
2022-04-18 15:22:15,17.2
2022-04-18 15:22:30,17.2
2022-04-18 15:22:45,15.4
2022-04-18 15:23:00,15.4
2022-04-18 15:23:15,31.8
2022-04-18 15:23:30,31.8
2022-04-18 15:23:45,19.5
2022-04-18 15:24:00,19.5
2022-04-18 15:24:15,23.0
2022-04-18 15:24:30,23.0
2022-04-18 15:24:45,29.3
2022-04-18 15:25:00,29.3
2022-04-18 15:25:15,22.1
2022-04-18 15:25:30,22.1
2022-04-18 15:25:45,21.6
2022-04-18 15:26:00,21.6
2022-04-18 15:26:15,25.1
2022-04-18 15:26:30,25.1
2022-04-18 15:26:45,25.7
2022-04-18 15:27:00,25.7
2022-04-18 15:27:15,22.2
2022-04-18 15:27:30,22.2
2022-04-18 15:27:45,15.0
2022-04-18 15:28:00,15.0
2022-04-18 15:28:15,17.2
2022-04-18 15:28:30,17.2
2022-04-18 15:28:45,28.6
2022-04-18 15:29:00,28.6
2022-04-18 15:29:15,19.6
2022-04-18 15:29:30,19.6
2022-04-18 15:29:45,27.7
2022-04-18 15:30:00,27.7
2022-04-18 15:30:15,23.5
2022-04-18 15:30:30,23.5
2022-04-18 15:30:45,37.9
2022-04-18 15:31:00,37.9
2022-04-18 15:31:15,20.2
2022-04-18 15:31:30,20.2
2022-04-18 15:31:45,22.1
2022-04-18 15:32:00,22.1
2022-04-18 15:32:15,20.8
2022-04-18 15:32:30,20.8
2022-04-18 15:32:45,27.4
2022-04-18 15:33:00,27.4
2022-04-18 15:33:15,26.0
2022-04-18 15:33:30,26.0
2022-04-18 15:33:45,19.0
2022-04-18 15:34:00,19.0
2022-04-18 15:34:15,25.9
2022-04-18 15:34:30,25.9
2022-04-18 15:34:45,24.5

