"Time"," Memory Usage"
2022-04-18 15:05:45,750936064
2022-04-18 15:06:00,750936064
2022-04-18 15:06:15,829288448
2022-04-18 15:06:30,829288448
2022-04-18 15:06:45,996626432
2022-04-18 15:07:00,996626432
2022-04-18 15:07:15,1229844480
2022-04-18 15:07:30,1229844480
2022-04-18 15:07:45,966459392
2022-04-18 15:08:00,966459392
2022-04-18 15:08:15,1298546688
2022-04-18 15:08:30,1298546688
2022-04-18 15:08:45,616259584
2022-04-18 15:09:00,616259584
2022-04-18 15:09:15,866770944
2022-04-18 15:09:30,866770944
2022-04-18 15:09:45,953094144
2022-04-18 15:10:00,953094144
2022-04-18 15:10:15,830476288
2022-04-18 15:10:30,830476288
2022-04-18 15:10:45,715546624
2022-04-18 15:11:00,715546624
2022-04-18 15:11:15,1113661440
2022-04-18 15:11:30,1113661440
2022-04-18 15:11:45,1021333504
2022-04-18 15:12:00,1021333504
2022-04-18 15:12:15,1099268096
2022-04-18 15:12:30,1099268096
2022-04-18 15:12:45,718553088
2022-04-18 15:13:00,718553088
2022-04-18 15:13:15,1020190720
2022-04-18 15:13:30,1020190720
2022-04-18 15:13:45,1005015040
2022-04-18 15:14:00,1005015040
2022-04-18 15:14:15,1138356224
2022-04-18 15:14:30,1138356224
2022-04-18 15:14:45,818884608
2022-04-18 15:15:00,818884608
2022-04-18 15:15:15,925302784
2022-04-18 15:15:30,925302784
2022-04-18 15:15:45,856223744
2022-04-18 15:16:00,856223744
2022-04-18 15:16:15,1219715072
2022-04-18 15:16:30,1219715072
2022-04-18 15:16:45,912986112
2022-04-18 15:17:00,912986112
2022-04-18 15:17:15,1041182720
2022-04-18 15:17:30,1041182720
2022-04-18 15:17:45,900694016
2022-04-18 15:18:00,900694016
2022-04-18 15:18:15,1116016640
2022-04-18 15:18:30,1116016640
2022-04-18 15:18:45,963641344
2022-04-18 15:19:00,963641344
2022-04-18 15:19:15,1327075328
2022-04-18 15:19:30,1327075328
2022-04-18 15:19:45,731467776
2022-04-18 15:20:00,731467776
2022-04-18 15:20:15,963170304
2022-04-18 15:20:30,963170304
2022-04-18 15:20:45,818552832
2022-04-18 15:21:00,818552832
2022-04-18 15:21:15,799059968
2022-04-18 15:21:30,799059968
2022-04-18 15:21:45,841150464
2022-04-18 15:22:00,841150464
2022-04-18 15:22:15,612732928
2022-04-18 15:22:30,612732928
2022-04-18 15:22:45,870744064
2022-04-18 15:23:00,870744064
2022-04-18 15:23:15,1154314240
2022-04-18 15:23:30,1154314240
2022-04-18 15:23:45,1304023040
2022-04-18 15:24:00,1304023040
2022-04-18 15:24:15,1153519616
2022-04-18 15:24:30,1153519616
2022-04-18 15:24:45,1126432768
2022-04-18 15:25:00,1126432768
2022-04-18 15:25:15,744005632
2022-04-18 15:25:30,744005632
2022-04-18 15:25:45,1019695104
2022-04-18 15:26:00,1019695104
2022-04-18 15:26:15,848601088
2022-04-18 15:26:30,848601088
2022-04-18 15:26:45,829988864
2022-04-18 15:27:00,829988864
2022-04-18 15:27:15,978325504
2022-04-18 15:27:30,978325504
2022-04-18 15:27:45,961130496
2022-04-18 15:28:00,961130496
2022-04-18 15:28:15,825860096
2022-04-18 15:28:30,825860096
2022-04-18 15:28:45,1188683776
2022-04-18 15:29:00,1188683776
2022-04-18 15:29:15,982298624
2022-04-18 15:29:30,982298624
2022-04-18 15:29:45,1128796160
2022-04-18 15:30:00,1128796160
2022-04-18 15:30:15,1142788096
2022-04-18 15:30:30,1142788096
2022-04-18 15:30:45,1328201728
2022-04-18 15:31:00,1328201728
2022-04-18 15:31:15,963248128
2022-04-18 15:31:30,963248128
2022-04-18 15:31:45,1286754304
2022-04-18 15:32:00,1286754304
2022-04-18 15:32:15,1116250112
2022-04-18 15:32:30,1116250112
2022-04-18 15:32:45,813686784
2022-04-18 15:33:00,813686784
2022-04-18 15:33:15,945172480
2022-04-18 15:33:30,945172480
2022-04-18 15:33:45,782422016
2022-04-18 15:34:00,782422016
2022-04-18 15:34:15,950968320
2022-04-18 15:34:30,950968320
2022-04-18 15:34:45,1085018112

