"Time","Total"
2022-04-18 16:36:30,2
2022-04-18 16:36:45,2
2022-04-18 16:37:00,2
2022-04-18 16:37:15,2
2022-04-18 16:37:30,2
2022-04-18 16:37:45,2
2022-04-18 16:38:00,2
2022-04-18 16:38:15,2
2022-04-18 16:38:30,2
2022-04-18 16:38:45,2
2022-04-18 16:39:00,2
2022-04-18 16:39:15,2
2022-04-18 16:39:30,2
2022-04-18 16:39:45,2
2022-04-18 16:40:00,2
2022-04-18 16:40:15,2
2022-04-18 16:40:30,2
2022-04-18 16:40:45,2
2022-04-18 16:41:00,2
2022-04-18 16:41:15,2
2022-04-18 16:41:30,2
2022-04-18 16:41:45,2
2022-04-18 16:42:00,2
2022-04-18 16:42:15,2
2022-04-18 16:42:30,2
2022-04-18 16:42:45,2
2022-04-18 16:43:00,2
2022-04-18 16:43:15,2
2022-04-18 16:43:30,2
2022-04-18 16:43:45,2
2022-04-18 16:44:00,2
2022-04-18 16:44:15,2
2022-04-18 16:44:30,2
2022-04-18 16:44:45,2
2022-04-18 16:45:00,2
2022-04-18 16:45:15,2
2022-04-18 16:45:30,2
2022-04-18 16:45:45,2
2022-04-18 16:46:00,2
2022-04-18 16:46:15,2
2022-04-18 16:46:30,2
2022-04-18 16:46:45,2
2022-04-18 16:47:00,2
2022-04-18 16:47:15,2
2022-04-18 16:47:30,2
2022-04-18 16:47:45,2
2022-04-18 16:48:00,2
2022-04-18 16:48:15,2
2022-04-18 16:48:30,2
2022-04-18 16:48:45,2
2022-04-18 16:49:00,2
2022-04-18 16:49:15,2
2022-04-18 16:49:30,2
2022-04-18 16:49:45,2
2022-04-18 16:50:00,2
2022-04-18 16:50:15,2
2022-04-18 16:50:30,2
2022-04-18 16:50:45,2
2022-04-18 16:51:00,2
2022-04-18 16:51:15,2
2022-04-18 16:51:30,2
2022-04-18 16:51:45,2
2022-04-18 16:52:00,2
2022-04-18 16:52:15,2
2022-04-18 16:52:30,2
2022-04-18 16:52:45,2
2022-04-18 16:53:00,2
2022-04-18 16:53:15,2
2022-04-18 16:53:30,2
2022-04-18 16:53:45,2
2022-04-18 16:54:00,2
2022-04-18 16:54:15,2
2022-04-18 16:54:30,2
2022-04-18 16:54:45,2
2022-04-18 16:55:00,2
2022-04-18 16:55:15,2
2022-04-18 16:55:30,2
2022-04-18 16:55:45,2
2022-04-18 16:56:00,2
2022-04-18 16:56:15,2
2022-04-18 16:56:30,2
2022-04-18 16:56:45,2
2022-04-18 16:57:00,2
2022-04-18 16:57:15,2
2022-04-18 16:57:30,2
2022-04-18 16:57:45,2
2022-04-18 16:58:00,2
2022-04-18 16:58:15,2
2022-04-18 16:58:30,2
2022-04-18 16:58:45,2
2022-04-18 16:59:00,2
2022-04-18 16:59:15,2
2022-04-18 16:59:30,2
2022-04-18 16:59:45,2
2022-04-18 17:00:00,2
2022-04-18 17:00:15,2
2022-04-18 17:00:30,2
2022-04-18 17:00:45,2
2022-04-18 17:01:00,2
2022-04-18 17:01:15,2
2022-04-18 17:01:30,2
2022-04-18 17:01:45,2
2022-04-18 17:02:00,2
2022-04-18 17:02:15,2
2022-04-18 17:02:30,2
2022-04-18 17:02:45,2
2022-04-18 17:03:00,2
2022-04-18 17:03:15,2
2022-04-18 17:03:30,2
2022-04-18 17:03:45,2
2022-04-18 17:04:00,2
2022-04-18 17:04:15,2
2022-04-18 17:04:30,2
2022-04-18 17:04:45,2
2022-04-18 17:05:00,2
2022-04-18 17:05:15,2
2022-04-18 17:05:30,2

