"Time","Average"
2022-04-18 16:36:30,50.2
2022-04-18 16:36:45,58.4
2022-04-18 16:37:00,58.4
2022-04-18 16:37:15,50.8
2022-04-18 16:37:30,50.8
2022-04-18 16:37:45,63.5
2022-04-18 16:38:00,63.5
2022-04-18 16:38:15,57.0
2022-04-18 16:38:30,57.0
2022-04-18 16:38:45,53.2
2022-04-18 16:39:00,53.2
2022-04-18 16:39:15,56.6
2022-04-18 16:39:30,56.6
2022-04-18 16:39:45,58.1
2022-04-18 16:40:00,58.1
2022-04-18 16:40:15,64.1
2022-04-18 16:40:30,64.1
2022-04-18 16:40:45,68.8
2022-04-18 16:41:00,68.8
2022-04-18 16:41:15,46.7
2022-04-18 16:41:30,46.7
2022-04-18 16:41:45,59.2
2022-04-18 16:42:00,59.2
2022-04-18 16:42:15,34.7
2022-04-18 16:42:30,34.7
2022-04-18 16:42:45,38.6
2022-04-18 16:43:00,38.6
2022-04-18 16:43:15,71.9
2022-04-18 16:43:30,71.9
2022-04-18 16:43:45,56.7
2022-04-18 16:44:00,56.7
2022-04-18 16:44:15,52.1
2022-04-18 16:44:30,52.1
2022-04-18 16:44:45,70.9
2022-04-18 16:45:00,70.9
2022-04-18 16:45:15,65.7
2022-04-18 16:45:30,65.7
2022-04-18 16:45:45,45.5
2022-04-18 16:46:00,45.5
2022-04-18 16:46:15,46.7
2022-04-18 16:46:30,46.7
2022-04-18 16:46:45,66.5
2022-04-18 16:47:00,66.5
2022-04-18 16:47:15,65.6
2022-04-18 16:47:30,65.6
2022-04-18 16:47:45,35.3
2022-04-18 16:48:00,35.3
2022-04-18 16:48:15,67.3
2022-04-18 16:48:30,67.3
2022-04-18 16:48:45,60.2
2022-04-18 16:49:00,60.2
2022-04-18 16:49:15,56.7
2022-04-18 16:49:30,56.7
2022-04-18 16:49:45,50.0
2022-04-18 16:50:00,50.0
2022-04-18 16:50:15,63.2
2022-04-18 16:50:30,63.2
2022-04-18 16:50:45,60.4
2022-04-18 16:51:00,60.4
2022-04-18 16:51:15,51.4
2022-04-18 16:51:30,51.4
2022-04-18 16:51:45,67.9
2022-04-18 16:52:00,67.9
2022-04-18 16:52:15,45.1
2022-04-18 16:52:30,45.1
2022-04-18 16:52:45,49.3
2022-04-18 16:53:00,49.3
2022-04-18 16:53:15,69.6
2022-04-18 16:53:30,69.6
2022-04-18 16:53:45,78.5
2022-04-18 16:54:00,78.5
2022-04-18 16:54:15,59.5
2022-04-18 16:54:30,59.5
2022-04-18 16:54:45,60.4
2022-04-18 16:55:00,60.4
2022-04-18 16:55:15,34.1
2022-04-18 16:55:30,34.1
2022-04-18 16:55:45,80.3
2022-04-18 16:56:00,80.3
2022-04-18 16:56:15,68.4
2022-04-18 16:56:30,68.4
2022-04-18 16:56:45,51.5
2022-04-18 16:57:00,51.5
2022-04-18 16:57:15,58.3
2022-04-18 16:57:30,58.3
2022-04-18 16:57:45,82.0
2022-04-18 16:58:00,82.0
2022-04-18 16:58:15,59.6
2022-04-18 16:58:30,59.6
2022-04-18 16:58:45,85.2
2022-04-18 16:59:00,85.2
2022-04-18 16:59:15,59.7
2022-04-18 16:59:30,59.7
2022-04-18 16:59:45,58.9
2022-04-18 17:00:00,58.9
2022-04-18 17:00:15,70.4
2022-04-18 17:00:30,70.4
2022-04-18 17:00:45,68.6
2022-04-18 17:01:00,68.6
2022-04-18 17:01:15,45.4
2022-04-18 17:01:30,45.4
2022-04-18 17:01:45,73.6
2022-04-18 17:02:00,73.6
2022-04-18 17:02:15,59.5
2022-04-18 17:02:30,59.5
2022-04-18 17:02:45,55.9
2022-04-18 17:03:00,55.9
2022-04-18 17:03:15,65.5
2022-04-18 17:03:30,65.5
2022-04-18 17:03:45,76.3
2022-04-18 17:04:00,76.3
2022-04-18 17:04:15,57.3
2022-04-18 17:04:30,57.3
2022-04-18 17:04:45,66.8
2022-04-18 17:05:00,66.8
2022-04-18 17:05:15,58.2
2022-04-18 17:05:30,58.2

