"Time","Total requests"
2022-04-18 16:36:30,94
2022-04-18 16:36:45,101
2022-04-18 16:37:00,85
2022-04-18 16:37:15,87
2022-04-18 16:37:30,98
2022-04-18 16:37:45,95
2022-04-18 16:38:00,86
2022-04-18 16:38:15,74
2022-04-18 16:38:30,82
2022-04-18 16:38:45,86
2022-04-18 16:39:00,98
2022-04-18 16:39:15,103
2022-04-18 16:39:30,92
2022-04-18 16:39:45,93
2022-04-18 16:40:00,96
2022-04-18 16:40:15,93
2022-04-18 16:40:30,107
2022-04-18 16:40:45,106
2022-04-18 16:41:00,84
2022-04-18 16:41:15,80
2022-04-18 16:41:30,74
2022-04-18 16:41:45,68
2022-04-18 16:42:00,56
2022-04-18 16:42:15,67
2022-04-18 16:42:30,76
2022-04-18 16:42:45,79
2022-04-18 16:43:00,83
2022-04-18 16:43:15,83
2022-04-18 16:43:30,82
2022-04-18 16:43:45,99
2022-04-18 16:44:00,106
2022-04-18 16:44:15,108
2022-04-18 16:44:30,100
2022-04-18 16:44:45,99
2022-04-18 16:45:00,96
2022-04-18 16:45:15,66
2022-04-18 16:45:30,66
2022-04-18 16:45:45,91
2022-04-18 16:46:00,70
2022-04-18 16:46:15,79
2022-04-18 16:46:30,99
2022-04-18 16:46:45,92
2022-04-18 16:47:00,87
2022-04-18 16:47:15,84
2022-04-18 16:47:30,71
2022-04-18 16:47:45,83
2022-04-18 16:48:00,86
2022-04-18 16:48:15,91
2022-04-18 16:48:30,83
2022-04-18 16:48:45,80
2022-04-18 16:49:00,83
2022-04-18 16:49:15,89
2022-04-18 16:49:30,96
2022-04-18 16:49:45,91
2022-04-18 16:50:00,84
2022-04-18 16:50:15,81
2022-04-18 16:50:30,85
2022-04-18 16:50:45,91
2022-04-18 16:51:00,81
2022-04-18 16:51:15,67
2022-04-18 16:51:30,69
2022-04-18 16:51:45,87
2022-04-18 16:52:00,86
2022-04-18 16:52:15,86
2022-04-18 16:52:30,83
2022-04-18 16:52:45,82
2022-04-18 16:53:00,100
2022-04-18 16:53:15,92
2022-04-18 16:53:30,89
2022-04-18 16:53:45,84
2022-04-18 16:54:00,82
2022-04-18 16:54:15,92
2022-04-18 16:54:30,96
2022-04-18 16:54:45,82
2022-04-18 16:55:00,68
2022-04-18 16:55:15,81
2022-04-18 16:55:30,99
2022-04-18 16:55:45,98
2022-04-18 16:56:00,92
2022-04-18 16:56:15,90
2022-04-18 16:56:30,85
2022-04-18 16:56:45,84
2022-04-18 16:57:00,88
2022-04-18 16:57:15,92
2022-04-18 16:57:30,102
2022-04-18 16:57:45,95
2022-04-18 16:58:00,83
2022-04-18 16:58:15,91
2022-04-18 16:58:30,96
2022-04-18 16:58:45,93
2022-04-18 16:59:00,81
2022-04-18 16:59:15,90
2022-04-18 16:59:30,109
2022-04-18 16:59:45,107
2022-04-18 17:00:00,89
2022-04-18 17:00:15,81
2022-04-18 17:00:30,91
2022-04-18 17:00:45,96
2022-04-18 17:01:00,84
2022-04-18 17:01:15,89
2022-04-18 17:01:30,95
2022-04-18 17:01:45,92
2022-04-18 17:02:00,78
2022-04-18 17:02:15,72
2022-04-18 17:02:30,89
2022-04-18 17:02:45,91
2022-04-18 17:03:00,92
2022-04-18 17:03:15,95
2022-04-18 17:03:30,93
2022-04-18 17:03:45,84
2022-04-18 17:04:00,76
2022-04-18 17:04:15,77
2022-04-18 17:04:30,90
2022-04-18 17:04:45,100
2022-04-18 17:05:00,95
2022-04-18 17:05:15,96
2022-04-18 17:05:30,67

