Time,Response,Throttling,Cpu%,Requests/30,Memory in MB,Cores,Total_requests/interval,Requests/2s,No of replicas,Memory%
2022-04-19 13:24:06,247 ms,0.25,22.9,3.07,795,0.458,86.0,1.0,2.0,19.9
2022-04-19 13:24:08,245 ms,0.25,22.9,3.1,795,0.458,86.0,1.49,2.0,19.9
2022-04-19 13:24:10,243 ms,0.25,22.9,2.97,795,0.458,86.0,3.0,2.0,19.9
2022-04-19 13:24:12,241 ms,0.25,22.9,2.9,795,0.458,86.0,1.5,2.0,19.9
2022-04-19 13:24:14,241 ms,0.25,22.9,2.83,795,0.458,86.0,1.5,2.0,19.9
2022-04-19 13:24:15,241 ms,0.213,24.9,2.83,858,0.497,86.0,1.5,2.0,21.5
2022-04-19 13:24:16,244 ms,0.213,24.9,2.86,858,0.497,86.0,1.5,2.0,21.5
2022-04-19 13:24:18,267 ms,0.213,24.9,2.69,858,0.497,86.0,1.5,2.0,21.5
2022-04-19 13:24:20,320 ms,0.213,24.9,2.69,858,0.497,86.0,1.5,2.0,21.5
2022-04-19 13:24:22,330 ms,0.213,24.9,2.76,858,0.497,86.0,1.0,2.0,21.5
2022-04-19 13:24:24,331 ms,0.213,24.9,2.76,858,0.497,86.0,1.5,2.0,21.5
2022-04-19 13:24:26,325 ms,0.213,24.9,2.93,858,0.497,86.0,1.0,2.0,21.5
2022-04-19 13:24:28,266 ms,0.213,24.9,2.86,858,0.497,86.0,0.5,2.0,21.5
2022-04-19 13:24:30,252 ms,0.213,24.9,2.66,858,0.497,80.0,1.5,2.0,21.5
2022-04-19 13:24:32,250 ms,0.213,24.9,2.66,858,0.497,80.0,0.5,2.0,21.5
2022-04-19 13:24:34,244 ms,0.213,24.9,2.48,858,0.497,80.0,1.0,2.0,21.5
2022-04-19 13:24:36,238 ms,0.213,24.9,2.55,858,0.497,80.0,1.5,2.0,21.5
2022-04-19 13:24:38,246 ms,0.213,24.9,2.66,858,0.497,80.0,2.5,2.0,21.5
2022-04-19 13:24:40,263 ms,0.213,24.9,2.76,858,0.497,80.0,3.49,2.0,21.5
2022-04-19 13:24:42,276 ms,0.213,24.9,2.93,858,0.497,80.0,3.0,2.0,21.5
2022-04-19 13:24:44,281 ms,0.213,24.9,2.97,858,0.497,80.0,1.5,2.0,21.5
2022-04-19 13:24:45,281 ms,0.247,22.7,2.97,1048,0.454,91.0,1.5,2.0,26.2
2022-04-19 13:24:46,286 ms,0.247,22.7,3.07,1048,0.454,91.0,1.0,2.0,26.2
2022-04-19 13:24:48,280 ms,0.247,22.7,2.93,1048,0.454,91.0,0.5,2.0,26.2
2022-04-19 13:24:50,339 ms,0.247,22.7,3.21,1048,0.454,91.0,3.0,2.0,26.2
2022-04-19 13:24:52,334 ms,0.247,22.7,3.17,1048,0.454,91.0,1.0,2.0,26.2
2022-04-19 13:24:54,331 ms,0.247,22.7,3.17,1048,0.454,91.0,1.0,2.0,26.2
2022-04-19 13:24:56,332 ms,0.247,22.7,3.34,1048,0.454,91.0,3.0,2.0,26.2
2022-04-19 13:24:58,314 ms,0.247,22.7,3.52,1048,0.454,91.0,2.0,2.0,26.2
2022-04-19 13:25:00,270 ms,0.247,22.7,3.48,1048,0.454,104.0,2.0,2.0,26.2
2022-04-19 13:25:02,269 ms,0.247,22.7,3.48,1048,0.454,104.0,1.0,2.0,26.2
2022-04-19 13:25:04,278 ms,0.247,22.7,3.52,1048,0.454,104.0,0.0,2.0,26.2
2022-04-19 13:25:06,275 ms,0.247,22.7,3.69,1048,0.454,104.0,2.0,2.0,26.2
2022-04-19 13:25:08,278 ms,0.247,22.7,3.79,1048,0.454,104.0,3.5,2.0,26.2
2022-04-19 13:25:10,282 ms,0.247,22.7,3.66,1048,0.454,104.0,1.0,2.0,26.2
2022-04-19 13:25:12,271 ms,0.247,22.7,3.52,1048,0.454,104.0,2.5,2.0,26.2
2022-04-19 13:25:14,271 ms,0.247,22.7,3.48,1048,0.454,104.0,3.0,2.0,26.2
2022-04-19 13:25:15,271 ms,0.226,25.5,3.48,1176,0.511,104.0,3.0,2.0,29.4
2022-04-19 13:25:16,270 ms,0.226,25.5,3.52,1176,0.511,104.0,1.0,2.0,29.4
2022-04-19 13:25:18,260 ms,0.226,25.5,3.48,1176,0.511,104.0,2.5,2.0,29.4
2022-04-19 13:25:20,281 ms,0.226,25.5,3.38,1176,0.511,104.0,0.5,2.0,29.4
2022-04-19 13:25:22,297 ms,0.226,25.5,3.41,1176,0.511,104.0,0.5,2.0,29.4
2022-04-19 13:25:24,305 ms,0.226,25.5,3.48,1176,0.511,104.0,2.0,2.0,29.4
2022-04-19 13:25:26,295 ms,0.226,25.5,3.48,1176,0.511,104.0,2.0,2.0,29.4
2022-04-19 13:25:28,285 ms,0.226,25.5,3.59,1176,0.511,104.0,0.5,2.0,29.4
2022-04-19 13:25:30,285 ms,0.226,25.5,3.69,1176,0.511,111.0,1.5,2.0,29.4
2022-04-19 13:25:32,304 ms,0.226,25.5,3.62,1176,0.511,111.0,1.5,2.0,29.4
2022-04-19 13:25:34,301 ms,0.226,25.5,3.55,1176,0.511,111.0,1.5,2.0,29.4
2022-04-19 13:25:36,300 ms,0.226,25.5,3.48,1176,0.511,111.0,2.5,2.0,29.4
2022-04-19 13:25:38,276 ms,0.226,25.5,3.41,1176,0.511,111.0,3.5,2.0,29.4
2022-04-19 13:25:40,244 ms,0.226,25.5,3.59,1176,0.511,111.0,1.5,2.0,29.4
2022-04-19 13:25:42,248 ms,0.226,25.5,3.59,1176,0.511,111.0,1.51,2.0,29.4
2022-04-19 13:25:44,249 ms,0.226,25.5,3.45,1176,0.511,111.0,1.5,2.0,29.4
2022-04-19 13:25:45,249 ms,0.394,36.8,3.45,1052,0.735,104.0,1.5,2.0,26.3
2022-04-19 13:25:46,250 ms,0.394,36.8,3.45,1052,0.735,104.0,0.5,2.0,26.3
