Time,Response,Throttling,Cpu%,Requests/30,Memory in MB,Cores,Total_requests/interval,Requests/2s,No of replicas,Memory%
2022-04-19 14:34:35,418 ms,1.37,75.5,7.45,1221,1.51,227.0,3.0,2.0,30.5
2022-04-19 14:34:36,427 ms,1.37,75.5,7.35,1221,1.51,227.0,1.5,2.0,30.5
2022-04-19 14:34:37,427 ms,1.37,75.5,7.31,1221,1.51,227.0,3.5,2.0,30.5
2022-04-19 14:34:38,380 ms,1.37,75.5,7.45,1221,1.51,227.0,4.5,2.0,30.5
2022-04-19 14:34:39,380 ms,1.37,75.5,7.41,1221,1.51,227.0,2.5,2.0,30.5
2022-04-19 14:34:40,404 ms,1.37,75.5,7.38,1221,1.51,227.0,4.0,2.0,30.5
2022-04-19 14:34:41,404 ms,1.37,75.5,7.38,1221,1.51,227.0,4.0,2.0,30.5
2022-04-19 14:34:42,356 ms,1.37,75.5,7.28,1221,1.51,227.0,1.5,2.0,30.5
2022-04-19 14:34:43,356 ms,1.37,75.5,7.38,1221,1.51,227.0,4.0,2.0,30.5
2022-04-19 14:34:44,355 ms,1.37,75.5,7.24,1221,1.51,227.0,2.0,2.0,30.5
2022-04-19 14:34:45,355 ms,0.966,51.9,7.31,1070,1.04,219.0,4.0,2.0,26.8
2022-04-19 14:34:46,379 ms,0.966,51.9,7.41,1070,1.04,219.0,3.5,2.0,26.8
2022-04-19 14:34:47,379 ms,0.966,51.9,7.48,1070,1.04,219.0,4.5,2.0,26.8
2022-04-19 14:34:48,471 ms,0.966,51.9,7.41,1070,1.04,219.0,3.5,2.0,26.8
2022-04-19 14:34:49,471 ms,0.966,51.9,7.28,1070,1.04,219.0,3.49,2.0,26.8
2022-04-19 14:34:50,527 ms,0.966,51.9,7.48,1070,1.04,219.0,5.51,2.0,26.8
2022-04-19 14:34:51,527 ms,0.966,51.9,7.48,1070,1.04,219.0,3.5,2.0,26.8
2022-04-19 14:34:52,530 ms,0.966,51.9,7.41,1070,1.04,219.0,4.5,2.0,26.8
2022-04-19 14:34:53,530 ms,0.966,51.9,7.31,1070,1.04,219.0,2.0,2.0,26.8
2022-04-19 14:34:54,513 ms,0.966,51.9,7.31,1070,1.04,219.0,4.5,2.0,26.8
2022-04-19 14:34:55,513 ms,0.966,51.9,7.24,1070,1.04,219.0,3.5,2.0,26.8
2022-04-19 14:34:56,432 ms,0.966,51.9,7.24,1070,1.04,219.0,3.5,2.0,26.8
2022-04-19 14:34:57,432 ms,0.966,51.9,7.17,1070,1.04,219.0,4.0,2.0,26.8
2022-04-19 14:34:58,317 ms,0.966,51.9,7.21,1070,1.04,219.0,4.5,2.0,26.8
2022-04-19 14:34:59,317 ms,0.966,51.9,7.38,1070,1.04,219.0,5.0,2.0,26.8
2022-04-19 14:35:00,330 ms,0.966,51.9,7.34,1070,1.04,220.0,2.5,2.0,26.8
2022-04-19 14:35:01,330 ms,0.966,51.9,7.07,1070,1.04,220.0,2.0,2.0,26.8
2022-04-19 14:35:02,350 ms,0.966,51.9,7.17,1070,1.04,220.0,4.0,2.0,26.8
2022-04-19 14:35:03,350 ms,0.966,51.9,7.0,1070,1.04,220.0,3.0,2.0,26.8
2022-04-19 14:35:04,402 ms,0.966,51.9,7.17,1070,1.04,220.0,5.5,2.0,26.8
2022-04-19 14:35:05,402 ms,0.966,51.9,7.34,1070,1.04,220.0,4.0,2.0,26.8
2022-04-19 14:35:06,419 ms,0.966,51.9,7.38,1070,1.04,220.0,4.0,2.0,26.8
2022-04-19 14:35:07,419 ms,0.966,51.9,7.31,1070,1.04,220.0,3.5,2.0,26.8
2022-04-19 14:35:08,436 ms,0.966,51.9,7.38,1070,1.04,220.0,3.5,2.0,26.8
