Time,Response,Throttling,Cpu%,Requests/30,Memory in MB,Cores,Total_requests/interval,Requests/2s,No of replicas,Memory%
2022-04-18 16:36:35,615 ms,0.81,50.2,3.59,856,0.502,94.0,3.0,2.0,42.8
2022-04-18 16:36:36,723 ms,0.81,50.2,3.38,856,0.502,94.0,1.0,2.0,42.8
2022-04-18 16:36:37,723 ms,0.81,50.2,3.38,856,0.502,94.0,1.0,2.0,42.8
2022-04-18 16:36:38,821 ms,0.81,50.2,3.55,856,0.502,94.0,2.99,2.0,42.8
2022-04-18 16:36:39,821 ms,0.81,50.2,3.55,856,0.502,94.0,2.02,2.0,42.8
2022-04-18 16:36:40,864 ms,0.81,50.2,3.45,856,0.502,94.0,0.5,2.0,42.8
2022-04-18 16:36:41,864 ms,0.81,50.2,3.45,856,0.502,94.0,1.0,2.0,42.8
2022-04-18 16:36:42,891 ms,0.81,50.2,3.41,856,0.502,94.0,0.0,2.0,42.8
2022-04-18 16:36:43,891 ms,0.81,50.2,3.38,856,0.502,94.0,2.0,2.0,42.8
2022-04-18 16:36:44,696 ms,0.81,50.2,3.38,856,0.502,94.0,0.5,2.0,42.8
2022-04-18 16:36:45,696 ms,0.657,58.4,3.38,1118,0.584,101.0,1.5,2.0,55.9
2022-04-18 16:36:46,615 ms,0.657,58.4,3.38,1118,0.584,101.0,1.5,2.0,55.9
2022-04-18 16:36:47,615 ms,0.657,58.4,3.28,1118,0.584,101.0,0.5,2.0,55.9
2022-04-18 16:36:48,391 ms,0.657,58.4,3.31,1118,0.584,101.0,1.5,2.0,55.9
2022-04-18 16:36:49,391 ms,0.657,58.4,3.21,1118,0.584,101.0,0.0,2.0,55.9
2022-04-18 16:36:50,418 ms,0.657,58.4,3.21,1118,0.584,101.0,1.0,2.0,55.9
2022-04-18 16:36:51,418 ms,0.657,58.4,3.14,1118,0.584,101.0,2.5,2.0,55.9
2022-04-18 16:36:52,365 ms,0.657,58.4,3.0,1118,0.584,101.0,1.0,2.0,55.9
2022-04-18 16:36:53,365 ms,0.657,58.4,3.1,1118,0.584,101.0,1.5,2.0,55.9
2022-04-18 16:36:54,365 ms,0.657,58.4,3.1,1118,0.584,101.0,2.0,2.0,55.9
2022-04-18 16:36:55,365 ms,0.657,58.4,2.9,1118,0.584,101.0,0.5,2.0,55.9
2022-04-18 16:36:56,347 ms,0.657,58.4,2.93,1118,0.584,101.0,1.5,2.0,55.9
2022-04-18 16:36:57,347 ms,0.657,58.4,2.83,1118,0.584,101.0,0.0,2.0,55.9
2022-04-18 16:36:58,405 ms,0.657,58.4,2.9,1118,0.584,101.0,2.5,2.0,55.9
2022-04-18 16:36:59,405 ms,0.657,58.4,2.97,1118,0.584,101.0,3.0,2.0,55.9
2022-04-18 16:37:00,464 ms,0.657,58.4,2.83,1118,0.584,85.0,0.5,2.0,55.9
2022-04-18 16:37:01,464 ms,0.657,58.4,2.93,1118,0.584,85.0,2.5,2.0,55.9
2022-04-18 16:37:02,586 ms,0.657,58.4,2.86,1118,0.584,85.0,2.0,2.0,55.9
2022-04-18 16:37:03,586 ms,0.657,58.4,2.9,1118,0.584,85.0,2.5,2.0,55.9
2022-04-18 16:37:04,669 ms,0.657,58.4,2.86,1118,0.584,85.0,2.5,2.0,55.9
2022-04-18 16:37:05,669 ms,0.657,58.4,2.86,1118,0.584,85.0,1.0,2.0,55.9
2022-04-18 16:37:06,651 ms,0.657,58.4,2.83,1118,0.584,85.0,0.5,2.0,55.9
2022-04-18 16:37:07,651 ms,0.657,58.4,2.69,1118,0.584,85.0,1.0,2.0,55.9
2022-04-18 16:37:08,628 ms,0.657,58.4,2.59,1118,0.584,85.0,0.5,2.0,55.9
2022-04-18 16:37:09,628 ms,0.657,58.4,2.62,1118,0.584,85.0,1.0,2.0,55.9
2022-04-18 16:37:10,611 ms,0.657,58.4,2.59,1118,0.584,85.0,0.5,2.0,55.9
2022-04-18 16:37:11,611 ms,0.657,58.4,2.66,1118,0.584,85.0,1.0,2.0,55.9
2022-04-18 16:37:12,406 ms,0.657,58.4,2.59,1118,0.584,85.0,0.997,2.0,55.9
2022-04-18 16:37:13,406 ms,0.657,58.4,2.69,1118,0.584,85.0,2.01,2.0,55.9
2022-04-18 16:37:14,419 ms,0.657,58.4,2.79,1118,0.584,85.0,3.0,2.0,55.9
2022-04-18 16:37:15,419 ms,0.695,50.8,2.9,1128,0.508,87.0,3.0,2.0,56.4
2022-04-18 16:37:16,483 ms,0.695,50.8,3.0,1128,0.508,87.0,2.0,2.0,56.4
2022-04-18 16:37:17,483 ms,0.695,50.8,3.07,1128,0.508,87.0,2.5,2.0,56.4
2022-04-18 16:37:18,503 ms,0.695,50.8,3.21,1128,0.508,87.0,2.0,2.0,56.4
2022-04-18 16:37:19,503 ms,0.695,50.8,3.24,1128,0.508,87.0,1.5,2.0,56.4
2022-04-18 16:37:20,530 ms,0.695,50.8,3.12,1128,0.508,87.0,1.0,2.0,56.4
2022-04-18 16:37:21,530 ms,0.695,50.8,3.21,1128,0.508,87.0,1.0,2.0,56.4
2022-04-18 16:37:22,703 ms,0.695,50.8,3.34,1128,0.508,87.0,3.51,2.0,56.4
2022-04-18 16:37:23,703 ms,0.695,50.8,3.24,1128,0.508,87.0,0.5,2.0,56.4
2022-04-18 16:37:24,742 ms,0.695,50.8,3.34,1128,0.508,87.0,2.0,2.0,56.4
2022-04-18 16:37:25,742 ms,0.695,50.8,3.31,1128,0.508,87.0,1.0,2.0,56.4
2022-04-18 16:37:26,776 ms,0.695,50.8,3.41,1128,0.508,87.0,1.5,2.0,56.4
2022-04-18 16:37:27,776 ms,0.695,50.8,3.41,1128,0.508,87.0,2.5,2.0,56.4
2022-04-18 16:37:28,834 ms,0.695,50.8,3.28,1128,0.508,87.0,1.0,2.0,56.4
2022-04-18 16:37:29,834 ms,0.695,50.8,3.34,1128,0.508,87.0,1.5,2.0,56.4
2022-04-18 16:37:30,715 ms,0.695,50.8,3.28,1128,0.508,98.0,1.5,2.0,56.4
2022-04-18 16:37:31,715 ms,0.695,50.8,3.21,1128,0.508,98.0,1.0,2.0,56.4
2022-04-18 16:37:32,467 ms,0.695,50.8,3.17,1128,0.508,98.0,2.0,2.0,56.4
2022-04-18 16:37:33,467 ms,0.695,50.8,3.14,1128,0.508,98.0,2.0,2.0,56.4
2022-04-18 16:37:34,528 ms,0.695,50.8,3.21,1128,0.508,98.0,2.0,2.0,56.4
2022-04-18 16:37:35,528 ms,0.695,50.8,3.24,1128,0.508,98.0,1.0,2.0,56.4
2022-04-18 16:37:36,498 ms,0.695,50.8,3.24,1128,0.508,98.0,1.0,2.0,56.4
2022-04-18 16:37:37,498 ms,0.695,50.8,3.28,1128,0.508,98.0,1.0,2.0,56.4
2022-04-18 16:37:38,537 ms,0.695,50.8,3.28,1128,0.508,98.0,1.0,2.0,56.4
2022-04-18 16:37:39,537 ms,0.695,50.8,3.38,1128,0.508,98.0,2.0,2.0,56.4
2022-04-18 16:37:40,577 ms,0.695,50.8,3.45,1128,0.508,98.0,2.0,2.0,56.4
2022-04-18 16:37:41,577 ms,0.695,50.8,3.55,1128,0.508,98.0,2.5,2.0,56.4
2022-04-18 16:37:42,581 ms,0.695,50.8,3.52,1128,0.508,98.0,1.5,2.0,56.4
2022-04-18 16:37:43,581 ms,0.695,50.8,3.34,1128,0.508,98.0,0.5,2.0,56.4
2022-04-18 16:37:44,523 ms,0.695,50.8,3.21,1128,0.508,98.0,1.0,2.0,56.4
2022-04-18 16:37:45,523 ms,0.894,63.5,3.17,1011,0.635,95.0,1.5,2.0,50.6
2022-04-18 16:37:46,820 ms,0.894,63.5,3.34,1011,0.635,95.0,5.0,2.0,50.6
2022-04-18 16:37:47,820 ms,0.894,63.5,3.28,1011,0.635,95.0,1.0,2.0,50.6
2022-04-18 16:37:48,837 ms,0.894,63.5,3.28,1011,0.635,95.0,1.5,2.0,50.6
2022-04-18 16:37:49,837 ms,0.894,63.5,3.16,1011,0.635,95.0,1.0,2.0,50.6
2022-04-18 16:37:50,891 ms,0.894,63.5,3.17,1011,0.635,95.0,0.5,2.0,50.6
2022-04-18 16:37:51,891 ms,0.894,63.5,3.0,1011,0.635,95.0,1.0,2.0,50.6
2022-04-18 16:37:52,817 ms,0.894,63.5,3.14,1011,0.635,95.0,2.5,2.0,50.6
2022-04-18 16:37:53,817 ms,0.894,63.5,3.0,1011,0.635,95.0,0.0,2.0,50.6
2022-04-18 16:37:54,732 ms,0.894,63.5,3.0,1011,0.635,95.0,1.0,2.0,50.6
2022-04-18 16:37:55,732 ms,0.894,63.5,2.97,1011,0.635,95.0,1.0,2.0,50.6
2022-04-18 16:37:56,499 ms,0.894,63.5,3.03,1011,0.635,95.0,3.5,2.0,50.6
2022-04-18 16:37:57,499 ms,0.894,63.5,2.97,1011,0.635,95.0,0.0,2.0,50.6
2022-04-18 16:37:58,533 ms,0.894,63.5,2.93,1011,0.635,95.0,1.0,2.0,50.6
2022-04-18 16:37:59,533 ms,0.894,63.5,2.86,1011,0.635,95.0,0.5,2.0,50.6
2022-04-18 16:38:00,580 ms,0.894,63.5,2.86,1011,0.635,86.0,1.0,2.0,50.6
2022-04-18 16:38:01,580 ms,0.894,63.5,2.83,1011,0.635,86.0,1.5,2.0,50.6
2022-04-18 16:38:02,587 ms,0.894,63.5,2.79,1011,0.635,86.0,1.5,2.0,50.6
2022-04-18 16:38:03,587 ms,0.894,63.5,2.69,1011,0.635,86.0,0.5,2.0,50.6
2022-04-18 16:38:04,594 ms,0.894,63.5,2.72,1011,0.635,86.0,1.5,2.0,50.6
2022-04-18 16:38:05,594 ms,0.894,63.5,2.69,1011,0.635,86.0,0.5,2.0,50.6
2022-04-18 16:38:06,555 ms,0.894,63.5,2.72,1011,0.635,86.0,1.5,2.0,50.6
2022-04-18 16:38:07,555 ms,0.894,63.5,2.69,1011,0.635,86.0,0.5,2.0,50.6
2022-04-18 16:38:08,491 ms,0.894,63.5,2.66,1011,0.635,86.0,1.5,2.0,50.6
2022-04-18 16:38:09,491 ms,0.894,63.5,2.52,1011,0.635,86.0,0.0,2.0,50.6
2022-04-18 16:38:10,499 ms,0.894,63.5,2.55,1011,0.635,86.0,3.0,2.0,50.6
2022-04-18 16:38:11,499 ms,0.894,63.5,2.59,1011,0.635,86.0,2.0,2.0,50.6
2022-04-18 16:38:12,499 ms,0.894,63.5,2.66,1011,0.635,86.0,1.5,2.0,50.6
2022-04-18 16:38:13,499 ms,0.894,63.5,2.72,1011,0.635,86.0,2.0,2.0,50.6
2022-04-18 16:38:14,478 ms,0.894,63.5,2.62,1011,0.635,86.0,0.0,2.0,50.6
2022-04-18 16:38:15,478 ms,0.916,57.0,2.48,964,0.57,74.0,3.0,2.0,48.2
2022-04-18 16:38:16,527 ms,0.916,57.0,2.52,964,0.57,74.0,1.5,2.0,48.2
2022-04-18 16:38:17,527 ms,0.916,57.0,2.48,964,0.57,74.0,1.0,2.0,48.2
2022-04-18 16:38:18,572 ms,0.916,57.0,2.41,964,0.57,74.0,0.0,2.0,48.2
2022-04-18 16:38:19,572 ms,0.916,57.0,2.45,964,0.57,74.0,1.0,2.0,48.2
2022-04-18 16:38:20,538 ms,0.916,57.0,2.52,964,0.57,74.0,2.0,2.0,48.2
2022-04-18 16:38:21,538 ms,0.916,57.0,2.41,964,0.57,74.0,1.0,2.0,48.2
2022-04-18 16:38:22,521 ms,0.916,57.0,2.45,964,0.57,74.0,0.5,2.0,48.2
2022-04-18 16:38:23,521 ms,0.916,57.0,2.55,964,0.57,74.0,2.5,2.0,48.2
2022-04-18 16:38:24,402 ms,0.916,57.0,2.59,964,0.57,74.0,1.5,2.0,48.2
2022-04-18 16:38:25,402 ms,0.916,57.0,2.48,964,0.57,74.0,2.0,2.0,48.2
2022-04-18 16:38:26,404 ms,0.916,57.0,2.59,964,0.57,74.0,1.5,2.0,48.2
2022-04-18 16:38:27,404 ms,0.916,57.0,2.59,964,0.57,74.0,1.0,2.0,48.2
2022-04-18 16:38:28,528 ms,0.916,57.0,2.69,964,0.57,74.0,2.0,2.0,48.2
2022-04-18 16:38:29,528 ms,0.916,57.0,2.79,964,0.57,74.0,2.5,2.0,48.2
2022-04-18 16:38:30,569 ms,0.916,57.0,2.72,964,0.57,82.0,0.5,2.0,48.2
2022-04-18 16:38:31,569 ms,0.916,57.0,2.72,964,0.57,82.0,1.5,2.0,48.2
2022-04-18 16:38:32,584 ms,0.916,57.0,2.72,964,0.57,82.0,0.5,2.0,48.2
2022-04-18 16:38:33,584 ms,0.916,57.0,2.72,964,0.57,82.0,1.5,2.0,48.2
2022-04-18 16:38:34,583 ms,0.916,57.0,2.76,964,0.57,82.0,1.0,2.0,48.2
2022-04-18 16:38:35,583 ms,0.916,57.0,2.76,964,0.57,82.0,1.5,2.0,48.2
