Time,Response,Throttling,Cpu%,Requests/30,Memory in MB,Cores,Total_requests/interval,Requests/2s,No of replicas,Memory%
2022-04-19 16:01:14,277 ms,0.177,15.3,1.28,374,0.153,33.0,0.333,3.0,18.7
2022-04-19 16:01:15,277 ms,0.186,15.8,1.28,506,0.158,39.0,0.333,3.0,25.3
2022-04-19 16:01:16,336 ms,0.186,15.8,1.31,506,0.158,39.0,0.333,3.0,25.3
2022-04-19 16:01:18,303 ms,0.186,15.8,1.31,506,0.158,39.0,0.333,3.0,25.3
2022-04-19 16:01:20,346 ms,0.186,15.8,1.24,506,0.158,39.0,0.333,3.0,25.3
2022-04-19 16:01:22,417 ms,0.186,15.8,1.31,506,0.158,39.0,1.0,3.0,25.3
2022-04-19 16:01:24,414 ms,0.186,15.8,1.28,506,0.158,39.0,0.0,3.0,25.3
2022-04-19 16:01:26,361 ms,0.186,15.8,1.45,506,0.158,39.0,1.33,3.0,25.3
2022-04-19 16:01:28,321 ms,0.186,15.8,1.41,506,0.158,39.0,0.333,3.0,25.3
2022-04-19 16:01:30,329 ms,0.186,15.8,1.34,506,0.158,40.0,0.0,3.0,25.3
2022-04-19 16:01:32,276 ms,0.186,15.8,1.38,506,0.158,40.0,0.667,3.0,25.3
2022-04-19 16:01:34,297 ms,0.186,15.8,1.45,506,0.158,40.0,1.0,3.0,25.3
2022-04-19 16:01:36,391 ms,0.186,15.8,1.45,506,0.158,40.0,1.33,3.0,25.3
2022-04-19 16:01:38,398 ms,0.186,15.8,1.59,506,0.158,40.0,0.333,3.0,25.3
2022-04-19 16:01:40,404 ms,0.186,15.8,1.59,506,0.158,40.0,0.333,3.0,25.3
2022-04-19 16:01:42,416 ms,0.186,15.8,1.59,506,0.158,40.0,0.333,3.0,25.3
2022-04-19 16:01:44,471 ms,0.186,15.8,1.48,506,0.158,40.0,0.333,3.0,25.3
2022-04-19 16:01:45,471 ms,0.203,23.8,1.48,728,0.238,44.0,0.333,3.0,36.4
2022-04-19 16:01:46,370 ms,0.203,23.8,1.59,728,0.238,44.0,1.33,3.0,36.4
2022-04-19 16:01:48,382 ms,0.203,23.8,1.55,728,0.238,44.0,0.333,3.0,36.4
2022-04-19 16:01:50,384 ms,0.203,23.8,1.62,728,0.238,44.0,1.0,3.0,36.4
2022-04-19 16:01:52,369 ms,0.203,23.8,1.62,728,0.238,44.0,0.333,3.0,36.4
2022-04-19 16:01:54,333 ms,0.203,23.8,1.72,728,0.238,44.0,1.0,3.0,36.4
2022-04-19 16:01:56,322 ms,0.203,23.8,1.83,728,0.238,44.0,0.667,3.0,36.4
2022-04-19 16:01:58,322 ms,0.203,23.8,1.76,728,0.238,44.0,0.0,3.0,36.4
2022-04-19 16:02:00,283 ms,0.203,23.8,1.76,728,0.238,53.0,0.333,3.0,36.4
2022-04-19 16:02:02,285 ms,0.203,23.8,1.66,728,0.238,53.0,0.333,3.0,36.4
2022-04-19 16:02:04,285 ms,0.203,23.8,1.52,728,0.238,53.0,0.0,3.0,36.4
2022-04-19 16:02:06,259 ms,0.203,23.8,1.34,728,0.238,53.0,0.667,3.0,36.4
