Time,Response,Throttling,Cpu%,Requests/30,Memory in MB,Cores,Total_requests/interval,Requests/2s,No of replicas,Memory%
2022-04-19 17:50:34,267 ms,0.202,25.8,4.34,1118,0.516,122.0,0.998,3.0,28.0
2022-04-19 17:50:36,268 ms,0.202,25.8,4.45,1118,0.516,122.0,1.0,3.0,28.0
2022-04-19 17:50:38,261 ms,0.202,25.8,4.48,1118,0.516,122.0,1.0,3.0,28.0
2022-04-19 17:50:40,258 ms,0.202,25.8,4.28,1118,0.516,122.0,2.0,3.0,28.0
2022-04-19 17:50:42,255 ms,0.202,25.8,4.14,1118,0.516,122.0,0.667,3.0,28.0
2022-04-19 17:50:44,260 ms,0.202,25.8,3.9,1118,0.516,122.0,0.667,3.0,28.0
2022-04-19 17:50:45,260 ms,0.228,23.4,3.9,1063,0.468,117.0,0.667,3.0,26.6
2022-04-19 17:50:46,263 ms,0.228,23.4,3.97,1063,0.468,117.0,1.33,3.0,26.6
2022-04-19 17:50:48,280 ms,0.228,23.4,4.21,1063,0.468,117.0,2.0,3.0,26.6
2022-04-19 17:50:50,272 ms,0.228,23.4,4.34,1063,0.468,117.0,1.0,3.0,26.6
2022-04-19 17:50:52,271 ms,0.228,23.4,4.0,1063,0.468,117.0,0.0,3.0,26.6
2022-04-19 17:50:54,274 ms,0.228,23.4,4.14,1063,0.468,117.0,3.0,3.0,26.6
2022-04-19 17:50:56,268 ms,0.228,23.4,4.1,1063,0.468,117.0,0.333,3.0,26.6
2022-04-19 17:50:58,259 ms,0.228,23.4,4.14,1063,0.468,117.0,1.0,3.0,26.6
2022-04-19 17:51:00,265 ms,0.228,23.4,4.21,1063,0.468,126.0,2.0,3.0,26.6
2022-04-19 17:51:02,265 ms,0.228,23.4,4.14,1063,0.468,126.0,0.667,3.0,26.6
2022-04-19 17:51:04,261 ms,0.228,23.4,4.03,1063,0.468,126.0,1.0,3.0,26.6
2022-04-19 17:51:06,264 ms,0.228,23.4,4.0,1063,0.468,126.0,1.33,3.0,26.6
2022-04-19 17:51:08,262 ms,0.228,23.4,4.31,1063,0.468,126.0,1.33,3.0,26.6
2022-04-19 17:51:10,280 ms,0.228,23.4,4.41,1063,0.468,126.0,1.33,3.0,26.6
2022-04-19 17:51:12,282 ms,0.228,23.4,4.38,1063,0.468,126.0,0.666,3.0,26.6
2022-04-19 17:51:14,280 ms,0.228,23.4,4.45,1063,0.468,126.0,1.0,3.0,26.6
2022-04-19 17:51:15,280 ms,0.259,30.1,4.45,1045,0.601,130.0,1.0,3.0,26.1
2022-04-19 17:51:16,277 ms,0.259,30.1,4.21,1045,0.601,130.0,0.667,3.0,26.1
2022-04-19 17:51:18,256 ms,0.259,30.1,4.07,1045,0.601,130.0,2.0,3.0,26.1
2022-04-19 17:51:20,254 ms,0.259,30.1,4.31,1045,0.601,130.0,2.33,3.0,26.1
2022-04-19 17:51:22,265 ms,0.259,30.1,4.52,1045,0.601,130.0,1.0,3.0,26.1
2022-04-19 17:51:24,278 ms,0.259,30.1,4.17,1045,0.601,130.0,0.67,3.0,26.1
2022-04-19 17:51:26,280 ms,0.259,30.1,4.28,1045,0.601,130.0,1.33,3.0,26.1
2022-04-19 17:51:28,287 ms,0.259,30.1,4.38,1045,0.601,130.0,1.67,3.0,26.1
2022-04-19 17:51:30,290 ms,0.259,30.1,4.34,1045,0.601,130.0,0.667,3.0,26.1
2022-04-19 17:51:32,282 ms,0.259,30.1,4.31,1045,0.601,130.0,1.0,3.0,26.1
