Time,Response,Throttling,Cpu%,Requests/30,Memory in MB,Cores,Total_requests/interval,Requests/2s,No of replicas,Memory%
2022-04-18 15:52:06,485 ms,0.345,33.9,1.9,815,0.339,59.0,0.5,2.0,40.8
2022-04-18 15:52:07,485 ms,0.345,33.9,1.83,815,0.339,59.0,0.0,2.0,40.8
2022-04-18 15:52:08,512 ms,0.345,33.9,1.83,815,0.339,59.0,1.5,2.0,40.8
2022-04-18 15:52:09,512 ms,0.345,33.9,1.79,815,0.339,59.0,1.0,2.0,40.8
2022-04-18 15:52:10,457 ms,0.345,33.9,1.72,815,0.339,59.0,0.0,2.0,40.8
2022-04-18 15:52:11,457 ms,0.345,33.9,1.76,815,0.339,59.0,0.999,2.0,40.8
2022-04-18 15:52:12,367 ms,0.345,33.9,1.86,815,0.339,59.0,1.5,2.0,40.8
2022-04-18 15:52:13,367 ms,0.345,33.9,2.03,815,0.339,59.0,3.0,2.0,40.8
2022-04-18 15:52:14,526 ms,0.345,33.9,2.07,815,0.339,59.0,0.5,2.0,40.8
2022-04-18 15:52:15,526 ms,0.254,26.0,2.03,963,0.26,61.0,0.5,2.0,48.2
2022-04-18 15:52:16,477 ms,0.254,26.0,2.1,963,0.26,61.0,1.5,2.0,48.2
2022-04-18 15:52:17,477 ms,0.254,26.0,2.14,963,0.26,61.0,1.5,2.0,48.2
2022-04-18 15:52:18,498 ms,0.254,26.0,2.14,963,0.26,61.0,0.5,2.0,48.2
2022-04-18 15:52:19,498 ms,0.254,26.0,2.03,963,0.26,61.0,0.5,2.0,48.2
2022-04-18 15:52:20,498 ms,0.254,26.0,2.0,963,0.26,61.0,1.0,2.0,48.2
2022-04-18 15:52:21,498 ms,0.254,26.0,1.97,963,0.26,61.0,0.5,2.0,48.2
2022-04-18 15:52:22,297 ms,0.254,26.0,2.0,963,0.26,61.0,0.5,2.0,48.2
2022-04-18 15:52:23,297 ms,0.254,26.0,2.0,963,0.26,61.0,1.0,2.0,48.2
2022-04-18 15:52:24,387 ms,0.254,26.0,2.03,963,0.26,61.0,1.0,2.0,48.2
2022-04-18 15:52:25,387 ms,0.254,26.0,2.03,963,0.26,61.0,1.5,2.0,48.2
2022-04-18 15:52:26,485 ms,0.254,26.0,2.1,963,0.26,61.0,2.0,2.0,48.2
2022-04-18 15:52:27,485 ms,0.254,26.0,2.1,963,0.26,61.0,1.5,2.0,48.2
2022-04-18 15:52:28,470 ms,0.254,26.0,2.17,963,0.26,61.0,1.5,2.0,48.2
2022-04-18 15:52:29,470 ms,0.254,26.0,2.1,963,0.26,61.0,1.0,2.0,48.2
2022-04-18 15:52:30,494 ms,0.254,26.0,2.0,963,0.26,60.0,0.0,2.0,48.2
2022-04-18 15:52:31,494 ms,0.254,26.0,1.93,963,0.26,60.0,0.5,2.0,48.2
2022-04-18 15:52:32,479 ms,0.254,26.0,1.83,963,0.26,60.0,0.0,2.0,48.2
2022-04-18 15:52:33,479 ms,0.254,26.0,1.79,963,0.26,60.0,0.5,2.0,48.2
2022-04-18 15:52:34,431 ms,0.254,26.0,2.0,963,0.26,60.0,3.0,2.0,48.2
2022-04-18 15:52:35,431 ms,0.254,26.0,2.0,963,0.26,60.0,0.5,2.0,48.2
2022-04-18 15:52:36,358 ms,0.254,26.0,2.03,963,0.26,60.0,0.5,2.0,48.2
2022-04-18 15:52:37,358 ms,0.254,26.0,1.97,963,0.26,60.0,0.5,2.0,48.2
2022-04-18 15:52:38,350 ms,0.254,26.0,2.0,963,0.26,60.0,1.5,2.0,48.2
2022-04-18 15:52:39,350 ms,0.254,26.0,2.03,963,0.26,60.0,0.5,2.0,48.2
2022-04-18 15:52:40,376 ms,0.254,26.0,1.97,963,0.26,60.0,0.0,2.0,48.2
2022-04-18 15:52:41,376 ms,0.254,26.0,2.0,963,0.26,60.0,2.0,2.0,48.2
2022-04-18 15:52:42,440 ms,0.254,26.0,1.86,963,0.26,60.0,1.0,2.0,48.2
2022-04-18 15:52:43,440 ms,0.254,26.0,1.83,963,0.26,60.0,0.0,2.0,48.2
2022-04-18 15:52:44,459 ms,0.254,26.0,1.9,963,0.26,60.0,1.5,2.0,48.2
2022-04-18 15:52:45,459 ms,0.546,45.6,1.86,958,0.456,56.0,1.0,2.0,47.9
2022-04-18 15:52:46,446 ms,0.546,45.6,1.83,958,0.456,56.0,1.0,2.0,47.9
2022-04-18 15:52:47,446 ms,0.546,45.6,1.83,958,0.456,56.0,0.5,2.0,47.9
2022-04-18 15:52:48,424 ms,0.546,45.6,1.83,958,0.456,56.0,0.5,2.0,47.9
2022-04-18 15:52:49,424 ms,0.546,45.6,1.9,958,0.456,56.0,2.0,2.0,47.9
2022-04-18 15:52:50,341 ms,0.546,45.6,1.93,958,0.456,56.0,1.0,2.0,47.9
2022-04-18 15:52:51,341 ms,0.546,45.6,1.93,958,0.456,56.0,0.5,2.0,47.9
2022-04-18 15:52:52,392 ms,0.546,45.6,2.0,958,0.456,56.0,2.0,2.0,47.9
2022-04-18 15:52:53,392 ms,0.546,45.6,1.97,958,0.456,56.0,0.5,2.0,47.9
2022-04-18 15:52:54,400 ms,0.546,45.6,1.93,958,0.456,56.0,1.0,2.0,47.9
2022-04-18 15:52:55,400 ms,0.546,45.6,1.86,958,0.456,56.0,1.0,2.0,47.9
2022-04-18 15:52:56,396 ms,0.546,45.6,1.79,958,0.456,56.0,0.5,2.0,47.9
2022-04-18 15:52:57,396 ms,0.546,45.6,1.72,958,0.456,56.0,0.5,2.0,47.9
2022-04-18 15:52:58,380 ms,0.546,45.6,1.72,958,0.456,56.0,1.0,2.0,47.9
2022-04-18 15:52:59,380 ms,0.546,45.6,1.76,958,0.456,56.0,0.5,2.0,47.9
2022-04-18 15:53:00,358 ms,0.546,45.6,1.86,958,0.456,56.0,2.0,2.0,47.9
2022-04-18 15:53:01,358 ms,0.546,45.6,1.97,958,0.456,56.0,1.5,2.0,47.9
2022-04-18 15:53:02,319 ms,0.546,45.6,1.97,958,0.456,56.0,0.5,2.0,47.9
2022-04-18 15:53:03,319 ms,0.546,45.6,1.76,958,0.456,56.0,0.0,2.0,47.9
2022-04-18 15:53:04,327 ms,0.546,45.6,1.79,958,0.456,56.0,1.0,2.0,47.9
2022-04-18 15:53:05,327 ms,0.546,45.6,1.79,958,0.456,56.0,0.5,2.0,47.9
2022-04-18 15:53:06,402 ms,0.546,45.6,1.86,958,0.456,56.0,1.5,2.0,47.9
2022-04-18 15:53:07,402 ms,0.546,45.6,1.79,958,0.456,56.0,0.5,2.0,47.9
2022-04-18 15:53:08,425 ms,0.546,45.6,1.83,958,0.456,56.0,1.0,2.0,47.9
2022-04-18 15:53:09,425 ms,0.546,45.6,1.93,958,0.456,56.0,1.5,2.0,47.9
2022-04-18 15:53:10,492 ms,0.546,45.6,1.9,958,0.456,56.0,1.5,2.0,47.9
2022-04-18 15:53:11,492 ms,0.546,45.6,1.83,958,0.456,56.0,0.0,2.0,47.9
2022-04-18 15:53:12,510 ms,0.546,45.6,1.83,958,0.456,56.0,0.0,2.0,47.9
2022-04-18 15:53:13,510 ms,0.546,45.6,1.79,958,0.456,56.0,1.0,2.0,47.9
2022-04-18 15:53:14,572 ms,0.546,45.6,1.76,958,0.456,56.0,0.5,2.0,47.9
2022-04-18 15:53:15,572 ms,0.398,42.1,1.72,787,0.421,52.0,0.5,2.0,39.4
2022-04-18 15:53:16,551 ms,0.398,42.1,1.86,787,0.421,52.0,2.5,2.0,39.4
2022-04-18 15:53:17,551 ms,0.398,42.1,1.9,787,0.421,52.0,1.0,2.0,39.4
2022-04-18 15:53:18,451 ms,0.398,42.1,1.79,787,0.421,52.0,0.5,2.0,39.4
2022-04-18 15:53:19,451 ms,0.398,42.1,1.72,787,0.421,52.0,0.0,2.0,39.4
2022-04-18 15:53:20,458 ms,0.398,42.1,1.76,787,0.421,52.0,1.0,2.0,39.4
2022-04-18 15:53:21,458 ms,0.398,42.1,1.66,787,0.421,52.0,0.5,2.0,39.4
2022-04-18 15:53:22,420 ms,0.398,42.1,1.62,787,0.421,52.0,0.0,2.0,39.4
2022-04-18 15:53:23,420 ms,0.398,42.1,1.62,787,0.421,52.0,1.0,2.0,39.4
2022-04-18 15:53:24,369 ms,0.398,42.1,1.59,787,0.421,52.0,0.5,2.0,39.4
2022-04-18 15:53:25,369 ms,0.398,42.1,1.62,787,0.421,52.0,1.0,2.0,39.4
2022-04-18 15:53:26,283 ms,0.398,42.1,1.59,787,0.421,52.0,0.0,2.0,39.4
2022-04-18 15:53:27,283 ms,0.398,42.1,1.62,787,0.421,52.0,1.5,2.0,39.4
2022-04-18 15:53:28,322 ms,0.398,42.1,1.66,787,0.421,52.0,1.0,2.0,39.4
2022-04-18 15:53:29,322 ms,0.398,42.1,1.59,787,0.421,52.0,1.0,2.0,39.4
2022-04-18 15:53:30,347 ms,0.398,42.1,1.55,787,0.421,47.0,1.0,2.0,39.4
2022-04-18 15:53:31,347 ms,0.398,42.1,1.59,787,0.421,47.0,1.0,2.0,39.4
2022-04-18 15:53:32,461 ms,0.398,42.1,1.66,787,0.421,47.0,1.0,2.0,39.4
2022-04-18 15:53:33,461 ms,0.398,42.1,1.62,787,0.421,47.0,0.5,2.0,39.4
2022-04-18 15:53:34,474 ms,0.398,42.1,1.66,787,0.421,47.0,1.0,2.0,39.4
2022-04-18 15:53:35,474 ms,0.398,42.1,1.69,787,0.421,47.0,2.0,2.0,39.4
2022-04-18 15:53:36,449 ms,0.398,42.1,1.69,787,0.421,47.0,0.5,2.0,39.4
2022-04-18 15:53:37,449 ms,0.398,42.1,1.69,787,0.421,47.0,1.0,2.0,39.4
2022-04-18 15:53:38,502 ms,0.398,42.1,1.69,787,0.421,47.0,1.5,2.0,39.4
2022-04-18 15:53:39,502 ms,0.398,42.1,1.69,787,0.421,47.0,1.5,2.0,39.4
2022-04-18 15:53:40,498 ms,0.398,42.1,1.76,787,0.421,47.0,1.0,2.0,39.4
2022-04-18 15:53:41,498 ms,0.398,42.1,1.86,787,0.421,47.0,1.5,2.0,39.4
2022-04-18 15:53:42,424 ms,0.398,42.1,1.86,787,0.421,47.0,1.0,2.0,39.4
2022-04-18 15:53:43,424 ms,0.398,42.1,1.93,787,0.421,47.0,1.5,2.0,39.4
2022-04-18 15:53:44,435 ms,0.398,42.1,2.03,787,0.421,47.0,2.0,2.0,39.4
2022-04-18 15:53:45,435 ms,0.227,21.8,1.9,737,0.218,57.0,0.5,2.0,36.9
2022-04-18 15:53:46,417 ms,0.227,21.8,1.86,737,0.218,57.0,0.5,2.0,36.9
2022-04-18 15:53:47,417 ms,0.227,21.8,1.9,737,0.218,57.0,1.0,2.0,36.9
2022-04-18 15:53:48,451 ms,0.227,21.8,2.1,737,0.218,57.0,3.0,2.0,36.9
2022-04-18 15:53:49,451 ms,0.227,21.8,2.21,737,0.218,57.0,2.5,2.0,36.9
2022-04-18 15:53:50,446 ms,0.227,21.8,2.24,737,0.218,57.0,1.0,2.0,36.9
2022-04-18 15:53:51,446 ms,0.227,21.8,2.38,737,0.218,57.0,2.0,2.0,36.9
2022-04-18 15:53:52,482 ms,0.227,21.8,2.38,737,0.218,57.0,1.0,2.0,36.9
2022-04-18 15:53:53,482 ms,0.227,21.8,2.41,737,0.218,57.0,1.0,2.0,36.9
2022-04-18 15:53:54,485 ms,0.227,21.8,2.38,737,0.218,57.0,0.5,2.0,36.9
2022-04-18 15:53:55,485 ms,0.227,21.8,2.41,737,0.218,57.0,0.5,2.0,36.9
2022-04-18 15:53:56,491 ms,0.227,21.8,2.34,737,0.218,57.0,0.5,2.0,36.9
2022-04-18 15:53:57,491 ms,0.227,21.8,2.31,737,0.218,57.0,0.5,2.0,36.9
2022-04-18 15:53:58,446 ms,0.227,21.8,2.28,737,0.218,57.0,0.5,2.0,36.9
2022-04-18 15:53:59,446 ms,0.227,21.8,2.24,737,0.218,57.0,0.5,2.0,36.9
2022-04-18 15:54:00,389 ms,0.227,21.8,2.31,737,0.218,69.0,2.0,2.0,36.9
2022-04-18 15:54:01,389 ms,0.227,21.8,2.38,737,0.218,69.0,2.0,2.0,36.9
2022-04-18 15:54:02,398 ms,0.227,21.8,2.41,737,0.218,69.0,1.0,2.0,36.9
2022-04-18 15:54:03,398 ms,0.227,21.8,2.48,737,0.218,69.0,2.0,2.0,36.9
2022-04-18 15:54:04,401 ms,0.227,21.8,2.41,737,0.218,69.0,1.0,2.0,36.9
2022-04-18 15:54:05,401 ms,0.227,21.8,2.41,737,0.218,69.0,0.5,2.0,36.9
2022-04-18 15:54:06,388 ms,0.227,21.8,2.45,737,0.218,69.0,1.5,2.0,36.9
2022-04-18 15:54:07,388 ms,0.227,21.8,2.41,737,0.218,69.0,1.0,2.0,36.9
2022-04-18 15:54:08,395 ms,0.227,21.8,2.31,737,0.218,69.0,0.0,2.0,36.9
2022-04-18 15:54:09,395 ms,0.227,21.8,2.31,737,0.218,69.0,1.0,2.0,36.9
2022-04-18 15:54:10,328 ms,0.227,21.8,2.28,737,0.218,69.0,1.0,2.0,36.9
2022-04-18 15:54:11,328 ms,0.227,21.8,2.28,737,0.218,69.0,1.0,2.0,36.9
2022-04-18 15:54:12,355 ms,0.227,21.8,2.34,737,0.218,69.0,2.5,2.0,36.9
2022-04-18 15:54:13,355 ms,0.227,21.8,2.38,737,0.218,69.0,2.5,2.0,36.9
2022-04-18 15:54:14,431 ms,0.227,21.8,2.38,737,0.218,69.0,0.5,2.0,36.9
2022-04-18 15:54:15,431 ms,0.485,41.2,2.38,873,0.412,71.0,0.5,2.0,43.7
2022-04-18 15:54:16,444 ms,0.485,41.2,2.34,873,0.412,71.0,0.5,2.0,43.7
2022-04-18 15:54:17,444 ms,0.485,41.2,2.17,873,0.412,71.0,0.5,2.0,43.7
2022-04-18 15:54:18,436 ms,0.485,41.2,2.14,873,0.412,71.0,2.0,2.0,43.7
2022-04-18 15:54:19,436 ms,0.485,41.2,2.14,873,0.412,71.0,1.0,2.0,43.7
2022-04-18 15:54:20,425 ms,0.485,41.2,2.07,873,0.412,71.0,1.0,2.0,43.7
2022-04-18 15:54:21,425 ms,0.485,41.2,2.03,873,0.412,71.0,0.5,2.0,43.7
2022-04-18 15:54:22,359 ms,0.485,41.2,2.14,873,0.412,71.0,2.5,2.0,43.7
2022-04-18 15:54:23,359 ms,0.485,41.2,2.1,873,0.412,71.0,0.0,2.0,43.7
2022-04-18 15:54:24,361 ms,0.485,41.2,2.1,873,0.412,71.0,0.5,2.0,43.7
2022-04-18 15:54:25,361 ms,0.485,41.2,2.1,873,0.412,71.0,0.5,2.0,43.7
2022-04-18 15:54:26,374 ms,0.485,41.2,2.17,873,0.412,71.0,1.5,2.0,43.7
2022-04-18 15:54:27,374 ms,0.485,41.2,2.17,873,0.412,71.0,0.5,2.0,43.7
2022-04-18 15:54:28,346 ms,0.485,41.2,2.28,873,0.412,71.0,2.0,2.0,43.7
2022-04-18 15:54:29,346 ms,0.485,41.2,2.17,873,0.412,71.0,0.5,2.0,43.7
2022-04-18 15:54:30,372 ms,0.485,41.2,2.03,873,0.412,61.0,0.0,2.0,43.7
2022-04-18 15:54:31,372 ms,0.485,41.2,2.0,873,0.412,61.0,0.5,2.0,43.7
