Time,Response,Throttling,Cpu%,Requests/30,Memory in MB,Cores,Total_requests/interval,Requests/2s,No of replicas,Memory%
2022-04-15 14:42:20,646 ms,0.39,59.1,1.28,1094,0.591,35.0,1.0,1.0,54.7
2022-04-15 14:42:22,654 ms,0.39,59.1,1.31,1094,0.591,35.0,1.0,1.0,54.7
2022-04-15 14:42:24,596 ms,0.39,59.1,1.41,1094,0.591,35.0,1.0,1.0,54.7
2022-04-15 14:42:26,643 ms,0.39,59.1,1.38,1094,0.591,35.0,4.0,1.0,54.7
2022-04-15 14:42:28,573 ms,0.39,59.1,1.24,1094,0.591,35.0,0.0,1.0,54.7
2022-04-15 14:42:30,551 ms,0.39,59.1,1.31,1094,0.591,39.0,2.0,1.0,54.7
2022-04-15 14:42:32,746 ms,0.39,59.1,1.21,1094,0.591,39.0,1.0,1.0,54.7
2022-04-15 14:42:34,1.18 s,0.39,59.1,1.38,1094,0.591,39.0,1.0,1.0,54.7
2022-04-15 14:42:36,1.25 s,0.39,59.1,1.45,1094,0.591,39.0,1.0,1.0,54.7
2022-04-15 14:42:38,1.28 s,0.39,59.1,1.41,1094,0.591,39.0,0.0,1.0,54.7
2022-04-15 14:42:40,1.28 s,0.39,59.1,1.45,1094,0.591,39.0,1.0,1.0,54.7
2022-04-15 14:42:42,411 ms,0.39,59.1,1.41,1094,0.591,39.0,1.0,1.0,54.7
2022-04-15 14:42:44,508 ms,0.39,59.1,1.48,1094,0.591,39.0,0.0,1.0,54.7
2022-04-15 14:42:45,508 ms,1.24,64.4,1.48,1052,0.644,46.0,0.0,1.0,52.6
2022-04-15 14:42:46,491 ms,1.24,64.4,1.55,1052,0.644,46.0,2.0,1.0,52.6
2022-04-15 14:42:48,543 ms,1.24,64.4,1.41,1052,0.644,46.0,1.0,1.0,52.6
2022-04-15 14:42:50,858 ms,1.24,64.4,1.55,1052,0.644,46.0,4.0,1.0,52.6
2022-04-15 14:42:52,825 ms,1.24,64.4,1.52,1052,0.644,46.0,3.0,1.0,52.6
2022-04-15 14:42:54,760 ms,1.24,64.4,1.66,1052,0.644,46.0,2.0,1.0,52.6
2022-04-15 14:42:56,776 ms,1.24,64.4,1.55,1052,0.644,46.0,1.0,1.0,52.6
2022-04-15 14:42:58,488 ms,1.24,64.4,1.62,1052,0.644,46.0,3.0,1.0,52.6
2022-04-15 14:43:00,404 ms,1.24,64.4,1.66,1052,0.644,50.0,2.0,1.0,52.6
2022-04-15 14:43:02,405 ms,1.24,64.4,1.48,1052,0.644,50.0,1.0,1.0,52.6
2022-04-15 14:43:04,376 ms,1.24,64.4,1.45,1052,0.644,50.0,0.0,1.0,52.6
2022-04-15 14:43:06,365 ms,1.24,64.4,1.45,1052,0.644,50.0,1.0,1.0,52.6
2022-04-15 14:43:08,316 ms,1.24,64.4,1.55,1052,0.644,50.0,1.0,1.0,52.6
2022-04-15 14:43:10,279 ms,1.24,64.4,1.55,1052,0.644,50.0,1.0,1.0,52.6
2022-04-15 14:43:12,293 ms,1.24,64.4,1.41,1052,0.644,50.0,0.0,1.0,52.6
2022-04-15 14:43:14,508 ms,1.24,64.4,1.48,1052,0.644,50.0,3.0,1.0,52.6
2022-04-15 14:43:15,508 ms,0.778,53.1,1.48,980,0.531,44.0,3.0,1.0,49.0
2022-04-15 14:43:16,714 ms,0.778,53.1,1.48,980,0.531,44.0,1.0,1.0,49.0
2022-04-15 14:43:18,720 ms,0.778,53.1,1.45,980,0.531,44.0,2.0,1.0,49.0
2022-04-15 14:43:20,663 ms,0.778,53.1,1.38,980,0.531,44.0,1.0,1.0,49.0
2022-04-15 14:43:22,691 ms,0.778,53.1,1.34,980,0.531,44.0,4.0,1.0,49.0
2022-04-15 14:43:24,536 ms,0.778,53.1,1.31,980,0.531,44.0,1.0,1.0,49.0
2022-04-15 14:43:26,599 ms,0.778,53.1,1.34,980,0.531,44.0,3.0,1.0,49.0
2022-04-15 14:43:28,605 ms,0.778,53.1,1.31,980,0.531,44.0,1.0,1.0,49.0
2022-04-15 14:43:30,624 ms,0.778,53.1,1.24,980,0.531,37.0,1.0,1.0,49.0
2022-04-15 14:43:32,468 ms,0.778,53.1,1.24,980,0.531,37.0,1.0,1.0,49.0
2022-04-15 14:43:34,465 ms,0.778,53.1,1.31,980,0.531,37.0,1.0,1.0,49.0
2022-04-15 14:43:36,299 ms,0.778,53.1,1.28,980,0.531,37.0,1.0,1.0,49.0
2022-04-15 14:43:38,329 ms,0.778,53.1,1.24,980,0.531,37.0,1.0,1.0,49.0
2022-04-15 14:43:40,809 ms,0.778,53.1,1.34,980,0.531,37.0,3.0,1.0,49.0
2022-04-15 14:43:42,952 ms,0.778,53.1,1.45,980,0.531,37.0,2.0,1.0,49.0
2022-04-15 14:43:44,1.03 s,0.778,53.1,1.38,980,0.531,37.0,2.0,1.0,49.0
2022-04-15 14:43:45,1.03 s,0.566,43.7,1.38,920,0.437,42.0,2.0,1.0,46.0
2022-04-15 14:43:46,1.09 s,0.566,43.7,1.41,920,0.437,42.0,1.0,1.0,46.0
2022-04-15 14:43:48,1.05 s,0.566,43.7,1.34,920,0.437,42.0,1.0,1.0,46.0
2022-04-15 14:43:50,570 ms,0.566,43.7,1.34,920,0.437,42.0,0.0,1.0,46.0
2022-04-15 14:43:52,572 ms,0.566,43.7,1.21,920,0.437,42.0,0.0,1.0,46.0
2022-04-15 14:43:54,421 ms,0.566,43.7,1.31,920,0.437,42.0,2.0,1.0,46.0
2022-04-15 14:43:56,401 ms,0.566,43.7,1.21,920,0.437,42.0,1.0,1.0,46.0
2022-04-15 14:43:58,435 ms,0.566,43.7,1.31,920,0.437,42.0,1.0,1.0,46.0
2022-04-15 14:44:00,438 ms,0.566,43.7,1.31,920,0.437,39.0,1.0,1.0,46.0
2022-04-15 14:44:02,351 ms,0.566,43.7,1.24,920,0.437,39.0,1.0,1.0,46.0
2022-04-15 14:44:04,316 ms,0.566,43.7,1.21,920,0.437,39.0,1.0,1.0,46.0
2022-04-15 14:44:06,272 ms,0.566,43.7,1.14,920,0.437,39.0,0.0,1.0,46.0
2022-04-15 14:44:08,279 ms,0.566,43.7,1.07,920,0.437,39.0,0.0,1.0,46.0
2022-04-15 14:44:10,423 ms,0.566,43.7,1.0,920,0.437,39.0,2.0,1.0,46.0
