Time,Response,Throttling,Cpu%,Requests/30,Memory in MB,Cores,Total_requests/interval,Requests/2s,No of replicas,Memory%
2022-04-18 13:52:32,283 ms,0.33,31.2,0.759,715,0.312,22.0,1.0,1.0,35.8
2022-04-18 13:52:34,246 ms,0.33,31.2,0.759,715,0.312,22.0,1.0,1.0,35.8
2022-04-18 13:52:36,213 ms,0.33,31.2,0.69,715,0.312,22.0,1.0,1.0,35.8
2022-04-18 13:52:38,226 ms,0.33,31.2,0.621,715,0.312,22.0,1.0,1.0,35.8
2022-04-18 13:52:40,242 ms,0.33,31.2,0.586,715,0.312,22.0,1.0,1.0,35.8
2022-04-18 13:52:42,235 ms,0.33,31.2,0.586,715,0.312,22.0,1.0,1.0,35.8
2022-04-18 13:52:44,291 ms,0.33,31.2,0.586,715,0.312,22.0,1.0,1.0,35.8
2022-04-18 13:52:45,291 ms,0.331,36.1,0.586,666,0.361,18.0,1.0,1.0,33.3
2022-04-18 13:52:46,289 ms,0.331,36.1,0.552,666,0.361,18.0,2.0,1.0,33.3
2022-04-18 13:52:48,290 ms,0.331,36.1,0.552,666,0.361,18.0,1.0,1.0,33.3
2022-04-18 13:52:50,285 ms,0.331,36.1,0.552,666,0.361,18.0,1.0,1.0,33.3
2022-04-18 13:52:52,374 ms,0.331,36.1,0.586,666,0.361,18.0,2.0,1.0,33.3
2022-04-18 13:52:54,420 ms,0.331,36.1,0.69,666,0.361,18.0,2.0,1.0,33.3
2022-04-18 13:52:56,464 ms,0.331,36.1,0.724,666,0.361,18.0,2.0,1.0,33.3
2022-04-18 13:52:58,459 ms,0.331,36.1,0.759,666,0.361,18.0,0.0,1.0,33.3
2022-04-18 13:53:00,446 ms,0.331,36.1,0.862,666,0.361,26.0,1.0,1.0,33.3
2022-04-18 13:53:02,311 ms,0.331,36.1,0.897,666,0.361,26.0,1.0,1.0,33.3
2022-04-18 13:53:04,342 ms,0.331,36.1,0.862,666,0.361,26.0,0.0,1.0,33.3
2022-04-18 13:53:06,328 ms,0.331,36.1,0.862,666,0.361,26.0,1.0,1.0,33.3
2022-04-18 13:53:08,320 ms,0.331,36.1,0.897,666,0.361,26.0,1.0,1.0,33.3
2022-04-18 13:53:10,325 ms,0.331,36.1,0.897,666,0.361,26.0,0.0,1.0,33.3
2022-04-18 13:53:12,381 ms,0.331,36.1,0.931,666,0.361,26.0,2.0,1.0,33.3
2022-04-18 13:53:14,364 ms,0.331,36.1,0.897,666,0.361,26.0,0.0,1.0,33.3
2022-04-18 13:53:15,364 ms,0.315,31.0,0.897,608,0.31,26.0,0.0,1.0,30.4
2022-04-18 13:53:16,360 ms,0.315,31.0,0.862,608,0.31,26.0,1.0,1.0,30.4
2022-04-18 13:53:18,364 ms,0.315,31.0,0.966,608,0.31,26.0,3.0,1.0,30.4
2022-04-18 13:53:20,356 ms,0.315,31.0,0.931,608,0.31,26.0,1.0,1.0,30.4
2022-04-18 13:53:22,364 ms,0.315,31.0,1.0,608,0.31,26.0,3.0,1.0,30.4
2022-04-18 13:53:24,429 ms,0.315,31.0,0.966,608,0.31,26.0,1.0,1.0,30.4
2022-04-18 13:53:26,617 ms,0.315,31.0,1.03,608,0.31,26.0,2.0,1.0,30.4
2022-04-18 13:53:28,625 ms,0.315,31.0,1.03,608,0.31,26.0,0.0,1.0,30.4
2022-04-18 13:53:30,650 ms,0.315,31.0,1.07,608,0.31,32.0,0.0,1.0,30.4
2022-04-18 13:53:32,604 ms,0.315,31.0,1.1,608,0.31,32.0,2.0,1.0,30.4
2022-04-18 13:53:34,345 ms,0.315,31.0,1.17,608,0.31,32.0,1.0,1.0,30.4
2022-04-18 13:53:36,358 ms,0.315,31.0,1.17,608,0.31,32.0,0.0,1.0,30.4
2022-04-18 13:53:38,318 ms,0.315,31.0,1.14,608,0.31,32.0,0.0,1.0,30.4
2022-04-18 13:53:40,468 ms,0.315,31.0,1.31,608,0.31,32.0,3.0,1.0,30.4
2022-04-18 13:53:42,536 ms,0.315,31.0,1.21,608,0.31,32.0,0.0,1.0,30.4
2022-04-18 13:53:44,506 ms,0.315,31.0,1.24,608,0.31,32.0,2.0,1.0,30.4
2022-04-18 13:53:45,506 ms,0.259,30.2,1.24,1064,0.302,37.0,2.0,1.0,53.2
2022-04-18 13:53:46,492 ms,0.259,30.2,1.24,1064,0.302,37.0,1.0,1.0,53.2
2022-04-18 13:53:48,436 ms,0.259,30.2,1.14,1064,0.302,37.0,0.0,1.0,53.2
2022-04-18 13:53:50,245 ms,0.259,30.2,1.1,1064,0.302,37.0,0.0,1.0,53.2
2022-04-18 13:53:52,410 ms,0.259,30.2,1.17,1064,0.302,37.0,4.0,1.0,53.2
2022-04-18 13:53:54,472 ms,0.259,30.2,1.07,1064,0.302,37.0,1.0,1.0,53.2
2022-04-18 13:53:56,630 ms,0.259,30.2,1.07,1064,0.302,37.0,4.0,1.0,53.2
2022-04-18 13:53:58,712 ms,0.259,30.2,0.966,1064,0.302,37.0,0.0,1.0,53.2
2022-04-18 13:54:00,739 ms,0.259,30.2,1.0,1064,0.302,30.0,0.0,1.0,53.2
2022-04-18 13:54:02,640 ms,0.259,30.2,0.966,1064,0.302,30.0,1.0,1.0,53.2
2022-04-18 13:54:04,691 ms,0.259,30.2,0.966,1064,0.302,30.0,3.0,1.0,53.2
2022-04-18 13:54:06,519 ms,0.259,30.2,0.966,1064,0.302,30.0,1.0,1.0,53.2
2022-04-18 13:54:08,478 ms,0.259,30.2,0.966,1064,0.302,30.0,1.0,1.0,53.2
2022-04-18 13:54:10,484 ms,0.259,30.2,0.897,1064,0.302,30.0,1.0,1.0,53.2
2022-04-18 13:54:12,515 ms,0.259,30.2,0.897,1064,0.302,30.0,0.0,1.0,53.2
2022-04-18 13:54:14,389 ms,0.259,30.2,0.828,1064,0.302,30.0,0.0,1.0,53.2
2022-04-18 13:54:15,389 ms,0.631,41.8,0.828,850,0.418,25.0,0.0,1.0,42.5
2022-04-18 13:54:16,412 ms,0.631,41.8,0.828,850,0.418,25.0,0.0,1.0,42.5
2022-04-18 13:54:18,354 ms,0.631,41.8,0.828,850,0.418,25.0,2.0,1.0,42.5
2022-04-18 13:54:20,329 ms,0.631,41.8,0.897,850,0.418,25.0,1.0,1.0,42.5
2022-04-18 13:54:22,320 ms,0.631,41.8,0.897,850,0.418,25.0,1.0,1.0,42.5
2022-04-18 13:54:24,352 ms,0.631,41.8,0.931,850,0.418,25.0,0.0,1.0,42.5
2022-04-18 13:54:26,325 ms,0.631,41.8,0.897,850,0.418,25.0,1.0,1.0,42.5
2022-04-18 13:54:28,388 ms,0.631,41.8,0.931,850,0.418,25.0,2.0,1.0,42.5
2022-04-18 13:54:30,390 ms,0.631,41.8,0.966,850,0.418,29.0,1.0,1.0,42.5
2022-04-18 13:54:32,322 ms,0.631,41.8,1.0,850,0.418,29.0,1.0,1.0,42.5
2022-04-18 13:54:34,345 ms,0.631,41.8,0.931,850,0.418,29.0,0.0,1.0,42.5
2022-04-18 13:54:36,352 ms,0.631,41.8,1.03,850,0.418,29.0,2.0,1.0,42.5
2022-04-18 13:54:38,298 ms,0.631,41.8,1.07,850,0.418,29.0,2.0,1.0,42.5
