Time,Response,Throttling,Cpu%,Requests/30,Memory in MB,Cores,Total_requests/interval,Requests/2s,No of replicas,Memory%
2022-04-15 18:01:02,281 ms,0.365,30.1,0.379,807,0.301,11.0,2.0,1.0,40.35
2022-04-15 18:01:04,282 ms,0.365,30.1,0.379,807,0.301,11.0,0.0,1.0,40.35
2022-04-15 18:01:06,283 ms,0.365,30.1,0.379,807,0.301,11.0,0.0,1.0,40.35
2022-04-15 18:01:08,296 ms,0.365,30.1,0.345,807,0.301,11.0,0.0,1.0,40.35
2022-04-15 18:01:10,395 ms,0.365,30.1,0.31,807,0.301,11.0,0.0,1.0,40.35
2022-04-15 18:01:12,690 ms,0.365,30.1,0.31,807,0.301,11.0,0.0,1.0,40.35
2022-04-15 18:01:14,488 ms,0.365,30.1,0.345,807,0.301,11.0,0.0,1.0,40.35
2022-04-15 18:01:15,488 ms,0.0702,8.61,0.345,691,0.0861,10.0,0.0,1.0,34.55
2022-04-15 18:01:16,417 ms,0.0702,8.61,0.345,691,0.0861,10.0,1.0,1.0,34.55
2022-04-15 18:01:18,285 ms,0.0702,8.61,0.345,691,0.0861,10.0,1.0,1.0,34.55
2022-04-15 18:01:20,306 ms,0.0702,8.61,0.345,691,0.0861,10.0,0.0,1.0,34.55
2022-04-15 18:01:22,312 ms,0.0702,8.61,0.345,691,0.0861,10.0,0.0,1.0,34.55
2022-04-15 18:01:24,291 ms,0.0702,8.61,0.448,691,0.0861,10.0,2.0,1.0,34.55
2022-04-15 18:01:26,295 ms,0.0702,8.61,0.414,691,0.0861,10.0,0.0,1.0,34.55
2022-04-15 18:01:28,275 ms,0.0702,8.61,0.414,691,0.0861,10.0,1.0,1.0,34.55
2022-04-15 18:01:30,275 ms,0.0702,8.61,0.414,691,0.0861,12.0,0.0,1.0,34.55
2022-04-15 18:01:32,280 ms,0.0702,8.61,0.31,691,0.0861,12.0,0.0,1.0,34.55
2022-04-15 18:01:34,265 ms,0.0702,8.61,0.379,691,0.0861,12.0,1.0,1.0,34.55
2022-04-15 18:01:36,266 ms,0.0702,8.61,0.414,691,0.0861,12.0,1.0,1.0,34.55
2022-04-15 18:01:38,274 ms,0.0702,8.61,0.448,691,0.0861,12.0,2.0,1.0,34.55
2022-04-15 18:01:40,270 ms,0.0702,8.61,0.517,691,0.0861,12.0,1.0,1.0,34.55
2022-04-15 18:01:42,277 ms,0.0702,8.61,0.517,691,0.0861,12.0,0.0,1.0,34.55
2022-04-15 18:01:44,270 ms,0.0702,8.61,0.552,691,0.0861,12.0,1.0,1.0,34.55
2022-04-15 18:01:45,270 ms,0.334,27.7,0.552,526,0.277,16.0,1.0,1.0,26.3
2022-04-15 18:01:46,271 ms,0.334,27.7,0.517,526,0.277,16.0,0.0,1.0,26.3
2022-04-15 18:01:48,301 ms,0.334,27.7,0.483,526,0.277,16.0,0.0,1.0,26.3
2022-04-15 18:01:50,338 ms,0.334,27.7,0.483,526,0.277,16.0,0.0,1.0,26.3
2022-04-15 18:01:52,309 ms,0.334,27.7,0.483,526,0.277,16.0,0.0,1.0,26.3
2022-04-15 18:01:54,343 ms,0.334,27.7,0.414,526,0.277,16.0,0.0,1.0,26.3
2022-04-15 18:01:56,270 ms,0.334,27.7,0.448,526,0.277,16.0,0.0,1.0,26.3
2022-04-15 18:01:58,256 ms,0.334,27.7,0.448,526,0.277,16.0,1.0,1.0,26.3
2022-04-15 18:02:00,293 ms,0.334,27.7,0.517,526,0.277,16.0,2.0,1.0,26.3
2022-04-15 18:02:02,298 ms,0.334,27.7,0.552,526,0.277,16.0,1.0,1.0,26.3
2022-04-15 18:02:04,300 ms,0.334,27.7,0.517,526,0.277,16.0,0.0,1.0,26.3
2022-04-15 18:02:06,295 ms,0.334,27.7,0.552,526,0.277,16.0,0.0,1.0,26.3
2022-04-15 18:02:08,306 ms,0.334,27.7,0.448,526,0.277,16.0,0.0,1.0,26.3
2022-04-15 18:02:10,265 ms,0.334,27.7,0.379,526,0.277,16.0,0.0,1.0,26.3
2022-04-15 18:02:12,234 ms,0.334,27.7,0.448,526,0.277,16.0,1.0,1.0,26.3
2022-04-15 18:02:14,206 ms,0.334,27.7,0.483,526,0.277,16.0,1.0,1.0,26.3
2022-04-15 18:02:15,206 ms,0.0798,11.3,0.483,541,0.113,14.0,1.0,1.0,27.05
2022-04-15 18:02:16,206 ms,0.0798,11.3,0.448,541,0.113,14.0,0.0,1.0,27.05
2022-04-15 18:02:18,280 ms,0.0798,11.3,0.483,541,0.113,14.0,1.0,1.0,27.05
2022-04-15 18:02:20,296 ms,0.0798,11.3,0.517,541,0.113,14.0,0.0,1.0,27.05
2022-04-15 18:02:22,341 ms,0.0798,11.3,0.552,541,0.113,14.0,0.0,1.0,27.05
2022-04-15 18:02:24,344 ms,0.0798,11.3,0.552,541,0.113,14.0,0.0,1.0,27.05
2022-04-15 18:02:26,344 ms,0.0798,11.3,0.552,541,0.113,14.0,0.0,1.0,27.05
2022-04-15 18:02:28,282 ms,0.0798,11.3,0.517,541,0.113,14.0,0.0,1.0,27.05
2022-04-15 18:02:30,266 ms,0.0798,11.3,0.483,541,0.113,14.0,1.0,1.0,27.05
2022-04-15 18:02:32,266 ms,0.0798,11.3,0.483,541,0.113,14.0,0.0,1.0,27.05
2022-04-15 18:02:34,266 ms,0.0798,11.3,0.448,541,0.113,14.0,1.0,1.0,27.05
2022-04-15 18:02:36,346 ms,0.0798,11.3,0.517,541,0.113,14.0,1.0,1.0,27.05
2022-04-15 18:02:38,377 ms,0.0798,11.3,0.517,541,0.113,14.0,0.0,1.0,27.05
2022-04-15 18:02:40,369 ms,0.0798,11.3,0.517,541,0.113,14.0,1.0,1.0,27.05
2022-04-15 18:02:42,353 ms,0.0798,11.3,0.483,541,0.113,14.0,1.0,1.0,27.05
2022-04-15 18:02:44,249 ms,0.0798,11.3,0.483,541,0.113,14.0,0.0,1.0,27.05
2022-04-15 18:02:45,249 ms,0.229,27.0,0.483,817,0.27,14.0,0.0,1.0,40.849999999999994
2022-04-15 18:02:46,246 ms,0.229,27.0,0.483,817,0.27,14.0,0.0,1.0,40.849999999999994
2022-04-15 18:02:48,246 ms,0.229,27.0,0.414,817,0.27,14.0,0.0,1.0,40.849999999999994
