"Time","edge-server-cv-74d975f7cd-ssg2f Response"
2022-04-18 14:18:08,273 ms
2022-04-18 14:18:10,309 ms
2022-04-18 14:18:12,309 ms
2022-04-18 14:18:14,309 ms
2022-04-18 14:18:16,323 ms
2022-04-18 14:18:18,289 ms
2022-04-18 14:18:20,1.00 s
2022-04-18 14:18:22,864 ms
2022-04-18 14:18:24,1.02 s
2022-04-18 14:18:26,776 ms
2022-04-18 14:18:28,310 ms
2022-04-18 14:18:30,302 ms
2022-04-18 14:18:32,341 ms
2022-04-18 14:18:34,367 ms
2022-04-18 14:18:36,392 ms
2022-04-18 14:18:38,474 ms
2022-04-18 14:18:40,438 ms
2022-04-18 14:18:42,384 ms
2022-04-18 14:18:44,333 ms
2022-04-18 14:18:46,326 ms
2022-04-18 14:18:48,781 ms
2022-04-18 14:18:50,800 ms
2022-04-18 14:18:52,852 ms
2022-04-18 14:18:54,799 ms
2022-04-18 14:18:56,648 ms
2022-04-18 14:18:58,543 ms
2022-04-18 14:19:00,369 ms
2022-04-18 14:19:02,351 ms
2022-04-18 14:19:04,306 ms
2022-04-18 14:19:06,306 ms
2022-04-18 14:19:08,313 ms
2022-04-18 14:19:10,503 ms
2022-04-18 14:19:12,570 ms
2022-04-18 14:19:14,580 ms
2022-04-18 14:19:16,580 ms
2022-04-18 14:19:18,580 ms
2022-04-18 14:19:20,323 ms
2022-04-18 14:19:22,323 ms
2022-04-18 14:19:24,323 ms
2022-04-18 14:19:26,322 ms
2022-04-18 14:19:28,322 ms
2022-04-18 14:19:30,296 ms
2022-04-18 14:19:32,310 ms
2022-04-18 14:19:34,318 ms
2022-04-18 14:19:36,338 ms
2022-04-18 14:19:38,351 ms
2022-04-18 14:19:40,358 ms
2022-04-18 14:19:42,366 ms
2022-04-18 14:19:44,336 ms
2022-04-18 14:19:46,299 ms
2022-04-18 14:19:48,371 ms
2022-04-18 14:19:50,375 ms
2022-04-18 14:19:52,455 ms
2022-04-18 14:19:54,445 ms
2022-04-18 14:19:56,427 ms
2022-04-18 14:19:58,458 ms
2022-04-18 14:20:00,418 ms
2022-04-18 14:20:02,404 ms
2022-04-18 14:20:04,404 ms
2022-04-18 14:20:06,394 ms
2022-04-18 14:20:08,394 ms
2022-04-18 14:20:10,345 ms
2022-04-18 14:20:12,241 ms
2022-04-18 14:20:14,253 ms
2022-04-18 14:20:16,260 ms
2022-04-18 14:20:18,258 ms
2022-04-18 14:20:20,291 ms
2022-04-18 14:20:22,288 ms
2022-04-18 14:20:24,276 ms
2022-04-18 14:20:26,289 ms
2022-04-18 14:20:28,285 ms
2022-04-18 14:20:30,702 ms
2022-04-18 14:20:32,750 ms
2022-04-18 14:20:34,986 ms
2022-04-18 14:20:36,890 ms
2022-04-18 14:20:38,820 ms
2022-04-18 14:20:40,297 ms
2022-04-18 14:20:42,379 ms
2022-04-18 14:20:44,392 ms
2022-04-18 14:20:46,374 ms
2022-04-18 14:20:48,390 ms
2022-04-18 14:20:50,504 ms
2022-04-18 14:20:52,655 ms
2022-04-18 14:20:54,697 ms
2022-04-18 14:20:56,795 ms
2022-04-18 14:20:58,752 ms
2022-04-18 14:21:00,746 ms
2022-04-18 14:21:02,589 ms
2022-04-18 14:21:04,474 ms
2022-04-18 14:21:06,269 ms
2022-04-18 14:21:08,269 ms
2022-04-18 14:21:10,518 ms
2022-04-18 14:21:12,646 ms
2022-04-18 14:21:14,703 ms
2022-04-18 14:21:16,729 ms
2022-04-18 14:21:18,699 ms
2022-04-18 14:21:20,638 ms
2022-04-18 14:21:22,416 ms
2022-04-18 14:21:24,330 ms
2022-04-18 14:21:26,327 ms
2022-04-18 14:21:28,321 ms
2022-04-18 14:21:30,330 ms
2022-04-18 14:21:32,301 ms

