"Time"," Memory Usage"
2022-04-18 13:52:30,750452736
2022-04-18 13:52:45,699215872
2022-04-18 13:53:00,699215872
2022-04-18 13:53:15,637919232
2022-04-18 13:53:30,637919232
2022-04-18 13:53:45,1116430336
2022-04-18 13:54:00,1116430336
2022-04-18 13:54:15,892125184
2022-04-18 13:54:30,892125184
2022-04-18 13:54:45,979910656
2022-04-18 13:55:00,979910656
2022-04-18 13:55:15,792305664
2022-04-18 13:55:30,792305664
2022-04-18 13:55:45,944197632
2022-04-18 13:56:00,944197632
2022-04-18 13:56:15,895881216
2022-04-18 13:56:30,895881216
2022-04-18 13:56:45,1406750720
2022-04-18 13:57:00,1406750720
2022-04-18 13:57:15,1007022080
2022-04-18 13:57:30,1007022080
2022-04-18 13:57:45,979206144
2022-04-18 13:58:00,979206144
2022-04-18 13:58:15,982241280
2022-04-18 13:58:30,982241280
2022-04-18 13:58:45,987160576
2022-04-18 13:59:00,987160576
2022-04-18 13:59:15,1151500288
2022-04-18 13:59:30,1151500288
2022-04-18 13:59:45,815489024
2022-04-18 14:00:00,815489024
2022-04-18 14:00:15,810815488
2022-04-18 14:00:30,810815488
2022-04-18 14:00:45,861704192
2022-04-18 14:01:00,861704192
2022-04-18 14:01:15,685465600
2022-04-18 14:01:30,685465600
2022-04-18 14:01:45,1020215296
2022-04-18 14:02:00,1020215296
2022-04-18 14:02:15,912809984
2022-04-18 14:02:30,912809984
2022-04-18 14:02:45,1040502784
2022-04-18 14:03:00,1040502784
2022-04-18 14:03:15,747028480
2022-04-18 14:03:30,747028480
2022-04-18 14:03:45,776740864
2022-04-18 14:04:00,776740864
2022-04-18 14:04:15,855379968
2022-04-18 14:04:30,855379968
2022-04-18 14:04:45,1183936512
2022-04-18 14:05:00,1183936512
2022-04-18 14:05:15,1307918336
2022-04-18 14:05:30,1307918336
2022-04-18 14:05:45,870662144
2022-04-18 14:06:00,870662144
2022-04-18 14:06:15,1432551424
2022-04-18 14:06:30,1432551424
2022-04-18 14:06:45,772448256
2022-04-18 14:07:00,772448256
2022-04-18 14:07:15,730808320
2022-04-18 14:07:30,730808320
2022-04-18 14:07:45,954228736
2022-04-18 14:08:00,954228736
2022-04-18 14:08:15,1105420288
2022-04-18 14:08:30,1105420288
2022-04-18 14:08:45,742477824
2022-04-18 14:09:00,742477824
2022-04-18 14:09:15,700805120
2022-04-18 14:09:30,700805120
2022-04-18 14:09:45,723910656
2022-04-18 14:10:00,723910656
2022-04-18 14:10:15,1059483648
2022-04-18 14:10:30,1059483648
2022-04-18 14:10:45,1020534784
2022-04-18 14:11:00,1020534784
2022-04-18 14:11:15,1022402560
2022-04-18 14:11:30,1022402560
2022-04-18 14:11:45,886239232
2022-04-18 14:12:00,886239232
2022-04-18 14:12:15,1126035456
2022-04-18 14:12:30,1126035456
2022-04-18 14:12:45,578007040
2022-04-18 14:13:00,578007040
2022-04-18 14:13:15,1062526976
2022-04-18 14:13:30,1062526976
2022-04-18 14:13:45,859463680
2022-04-18 14:14:00,859463680
2022-04-18 14:14:15,1094934528
2022-04-18 14:14:30,1094934528
2022-04-18 14:14:45,573399040
2022-04-18 14:15:00,573399040
2022-04-18 14:15:15,787214336
2022-04-18 14:15:30,787214336
2022-04-18 14:15:45,732717056
2022-04-18 14:16:00,732717056
2022-04-18 14:16:15,1037615104
2022-04-18 14:16:30,1037615104
2022-04-18 14:16:45,729849856
2022-04-18 14:17:00,729849856
2022-04-18 14:17:15,804667392
2022-04-18 14:17:30,804667392
2022-04-18 14:17:45,783433728
2022-04-18 14:18:00,783433728
2022-04-18 14:18:15,1026908160
2022-04-18 14:18:30,1026908160
2022-04-18 14:18:45,1056313344
2022-04-18 14:19:00,1056313344
2022-04-18 14:19:15,999333888
2022-04-18 14:19:30,999333888
2022-04-18 14:19:45,634310656
2022-04-18 14:20:00,634310656
2022-04-18 14:20:15,1058635776
2022-04-18 14:20:30,1058635776
2022-04-18 14:20:45,979808256
2022-04-18 14:21:00,979808256
2022-04-18 14:21:15,853778432
2022-04-18 14:21:30,853778432

